region_id	region_name	region_ent_type	total_value	tile	asbestos	concrete	zink_aluminium_sheet	metal_sheet	cadjan_palmyrah_straw	other	not_relevant
LK-1233125	Amunukumbura South	gnd	342	99	226	3	2	12	0	0	0
LK-1233150	Kahatana	gnd	342	130	199	4	7	2	0	0	0
LK-1310055	Handapangoda South	gnd	342	123	208	6	2	2	0	1	0
LK-2109090	Melchena	gnd	342	4	120	207	3	7	1	0	0
LK-2112090	Pitiyegedara	gnd	342	20	238	59	16	1	8	0	0
LK-2133030	Dembaralawa	gnd	342	47	233	40	6	12	4	0	0
LK-3135015	Dewagoda East	gnd	342	135	196	9	1	0	1	0	0
LK-3139035	Ginthota East	gnd	342	124	198	17	0	2	1	0	0
LK-3151015	Kabaragala	gnd	342	93	230	14	0	2	2	0	1
LK-3203140	Mahapothuvila	gnd	342	217	113	6	0	0	6	0	0
LK-3206135	Koodaludeniya	gnd	342	157	168	12	1	0	4	0	0
LK-3242060	Thudawa East	gnd	342	84	181	57	1	19	0	0	0
LK-4509135	Sivanagar	gnd	342	248	66	2	20	2	0	4	0
LK-5218100	Maddakalaputharavai 01	gnd	342	164	34	142	1	1	0	0	0
LK-5234055	Irakkamam 04	gnd	342	254	18	64	0	3	2	1	0
LK-5242160	Pannalgama	gnd	342	76	206	9	1	24	26	0	0
LK-5309010	Kalyanapura	gnd	342	122	207	9	0	2	1	0	1
LK-6106150	Divullewa	gnd	342	88	218	22	1	8	5	0	0
LK-6166045	Yalawa	gnd	342	238	82	3	1	0	18	0	0
LK-6172190	Yakarawatta	gnd	342	265	62	3	7	5	0	0	0
LK-7215165	Divulana	gnd	342	93	97	28	120	0	2	2	0
LK-8106155	Dikkendayaya	gnd	342	90	236	5	2	9	0	0	0
LK-8139055	Welanhinna	gnd	342	62	258	10	2	10	0	0	0
LK-8209045	Bibilamulla	gnd	342	138	182	3	2	9	8	0	0
LK-9115180	Medagedaragoda	gnd	342	32	279	27	1	0	2	0	1
LK-9215225	Hapudeniya	gnd	342	142	179	4	1	6	10	0	0
LK-1324065	Katukurundugahalanda West	gnd	341	76	247	9	4	4	0	1	0
LK-2142165	Pitawala	gnd	341	9	64	4	197	42	25	0	0
LK-2309295	Liyanwala Pahalagama	gnd	341	33	196	61	18	30	3	0	0
LK-2315060	Polpitiya	gnd	341	6	308	5	10	5	7	0	0
LK-3127230	Gonapura	gnd	341	137	181	15	0	7	0	1	0
LK-3130015	Thanabaddegama	gnd	341	64	259	8	0	10	0	0	0
LK-3206045	Pussawela	gnd	341	77	240	11	2	2	9	0	0
LK-3212220	Horapavita North	gnd	341	184	141	16	0	0	0	0	0
LK-3239040	Denuwala	gnd	341	220	100	11	0	0	10	0	0
LK-4209040	Iranailluppaikulam	gnd	341	288	15	0	6	28	4	0	0
LK-4409085	Valluvarpuram	gnd	341	180	54	36	12	45	12	2	0
LK-5118140	Koddamunai	gnd	341	250	14	71	4	0	2	0	0
LK-5133030	Mavetkudah	gnd	341	273	23	22	4	7	11	1	0
LK-5324020	Malinthurai	gnd	341	258	8	67	2	3	2	1	0
LK-6145295	Kamburapola	gnd	341	270	58	3	0	10	0	0	0
LK-6178340	Thambakanda	gnd	341	302	27	1	0	9	0	0	2
LK-6245080	Meda Wennappuwa	gnd	341	319	7	8	1	2	4	0	0
LK-7206210	Sansungama	gnd	341	70	256	4	0	7	4	0	0
LK-9115065	Kumburutheniwela	gnd	341	42	260	9	1	0	29	0	0
LK-9212215	Godigamuwa	gnd	341	132	173	19	1	0	16	0	0
LK-1209390	Pahala Madithiyawala	gnd	340	234	89	0	3	6	8	0	0
LK-1212510	Ilukpatha/ Weragoda	gnd	340	148	157	4	0	31	0	0	0
LK-1230205	Anuragoda	gnd	340	133	180	16	2	8	1	0	0
LK-1324030	Kuda Payagala South	gnd	340	78	249	12	0	1	0	0	0
LK-1333165	Rathmale East	gnd	340	115	213	5	1	3	3	0	0
LK-2112010	Yatawara Kandagama	gnd	340	3	249	47	12	7	22	0	0
LK-2139470	Batupitiya	gnd	340	11	257	63	0	2	7	0	0
LK-3203160	Dehigaspe	gnd	340	184	135	13	2	6	0	0	0
LK-3245060	Naotunna	gnd	340	151	168	13	0	8	0	0	0
LK-4106050	Vadducoddai South West	gnd	340	242	93	3	1	0	0	0	1
LK-5212025	Rajagalathenna South	gnd	340	44	271	7	4	14	0	0	0
LK-5224105	Chenaikudiyiruppu 01B	gnd	340	166	13	161	0	0	0	0	0
LK-6130030	Diggalawatta	gnd	340	170	134	8	0	11	17	0	0
LK-6145227	Rideekanda	gnd	340	230	72	3	0	16	19	0	0
LK-6206045	Bandaranayakapura	gnd	340	149	116	3	21	25	23	3	0
LK-6242040	Meda Thabbowa	gnd	340	278	45	5	6	0	6	0	0
LK-7115175	Wessagiriya	gnd	340	48	279	7	0	2	4	0	0
LK-7148145	Ihala Halmillewa	gnd	340	125	203	4	4	0	4	0	0
LK-7210085	Susirigama	gnd	340	72	257	6	1	2	2	0	0
LK-9118040	Batugammana	gnd	340	31	302	4	0	3	0	0	0
LK-9209020	Uduwewela	gnd	340	128	165	28	6	13	0	0	0
LK-9209070	Kariyagama	gnd	340	110	190	30	3	3	4	0	0
LK-1212395	Ihala Bokalagama	gnd	339	218	106	6	3	6	0	0	0
LK-1321170	Panapitiya South	gnd	339	83	227	14	0	15	0	0	0
LK-1330030	Bopitiya East	gnd	339	143	192	4	0	0	0	0	0
LK-2121100	Mahayaya North	gnd	339	51	280	1	2	5	0	0	0
LK-2133420	Warathenna	gnd	339	4	198	122	9	0	6	0	0
LK-2227115	Naminioya	gnd	339	33	281	11	2	12	0	0	0
LK-3209110	Pothdeniya	gnd	339	183	133	17	0	1	5	0	0
LK-3212055	Mulatiyana	gnd	339	153	147	35	0	1	3	0	0
LK-3239175	Mirissa Udumulla	gnd	339	158	137	37	1	0	6	0	0
LK-4121065	Karanavai North	gnd	339	227	108	1	2	0	0	1	0
LK-4133120	Thirunelvely South East	gnd	339	112	190	34	1	0	1	1	0
LK-4206015	Paliaru	gnd	339	303	16	1	12	1	6	0	0
LK-5115070	Eravur 06	gnd	339	239	9	87	2	2	0	0	0
LK-5121030	Eachchantivu	gnd	339	277	6	2	9	25	19	1	0
LK-5127095	Kovilkulam	gnd	339	286	13	16	10	12	1	1	0
LK-6130020	Diddeniya	gnd	339	186	131	4	4	10	4	0	0
LK-6133050	Aluthgama	gnd	339	163	150	7	3	0	15	1	0
LK-6160305	Kahapathwala	gnd	339	135	178	16	1	8	1	0	0
LK-6169025	Kotadeniyawa	gnd	339	286	38	2	4	5	4	0	0
LK-6172075	Pahala Weerambuwa	gnd	339	273	46	5	1	1	13	0	0
LK-6178135	Raddalana	gnd	339	314	15	0	5	5	0	0	0
LK-6184110	Poramadala	gnd	339	202	113	3	3	14	4	0	0
LK-7136095	Pahalawewa	gnd	339	69	258	5	2	0	4	1	0
LK-8106055	Kudalunuka	gnd	339	131	192	3	8	5	0	0	0
LK-9103090	Vilegoda East	gnd	339	15	301	13	1	7	2	0	0
LK-9145030	Bopitigoda	gnd	339	101	220	14	2	1	1	0	0
LK-9206240	Daswatta	gnd	339	147	155	19	5	8	5	0	0
LK-9212140	Deewela Pallegama	gnd	339	122	184	29	3	0	1	0	0
LK-1224275	Keselwathugoda South	gnd	338	60	274	3	1	0	0	0	0
LK-1336140	Athwelthota	gnd	338	120	214	2	0	1	1	0	0
LK-2136365	Kotabogoda	gnd	338	6	271	58	1	1	1	0	0
LK-2136425	Uda Eriyagama West	gnd	338	23	278	29	6	2	0	0	0
LK-3133050	Thanipolgahalanga	gnd	338	102	224	7	0	5	0	0	0
LK-3151030	Bedipita	gnd	338	110	206	12	0	7	3	0	0
LK-3218185	Melewwa	gnd	338	136	188	12	0	0	2	0	0
LK-3318085	Dikwewa	gnd	338	206	122	4	1	2	3	0	0
LK-4106060	Tholpuram East	gnd	338	189	139	8	1	0	0	1	0
LK-4124070	Aliyavalai	gnd	338	297	28	2	1	2	7	1	0
LK-4303085	Puliyankulam North	gnd	338	281	34	0	12	0	11	0	0
LK-4418005	Gajabapura	gnd	338	44	253	1	20	11	8	1	0
LK-5121005	Narippulthoddam	gnd	338	282	12	6	9	0	13	16	0
LK-5225040	Sainthamaruthu 08	gnd	338	129	8	196	0	2	3	0	0
LK-5239065	Akkaraipattu 8	gnd	338	228	32	55	15	6	0	2	0
LK-6127170	Thalpathwewa	gnd	338	192	115	3	3	10	11	4	0
LK-6139015	Mawathagama	gnd	338	229	71	1	17	6	13	1	0
LK-6172340	Degammeda	gnd	338	263	54	10	0	9	2	0	0
LK-6248165	Kaluwachchimulla	gnd	338	301	22	3	2	8	1	1	0
LK-8127170	Ethkandawaka	gnd	338	85	229	10	4	10	0	0	0
LK-8212100	Maha Kalugolla	gnd	338	179	145	2	1	10	1	0	0
LK-9209005	Deewela Udagama	gnd	338	120	201	12	2	2	1	0	0
LK-9233060	Panakoora	gnd	338	27	263	6	1	19	22	0	0
LK-1209160	Ihala Madampella West	gnd	337	260	53	4	4	16	0	0	0
LK-1215530	Madelgamuwa East	gnd	337	216	106	14	0	0	1	0	0
LK-1227440	Palkumbura	gnd	337	139	173	6	0	14	4	1	0
LK-1303320	Wadduwa West	gnd	337	71	255	10	0	1	0	0	0
LK-1309285	Wewala West	gnd	337	34	272	19	4	8	0	0	0
LK-2136375	Arambegama West	gnd	337	33	222	69	11	2	0	0	0
LK-2203255	Palapathwala	gnd	337	106	207	7	3	11	3	0	0
LK-2227175	Meewaobe	gnd	337	69	247	4	0	17	0	0	0
LK-2230025	Nikawella	gnd	337	6	263	17	4	0	45	0	2
LK-3103245	Maha Uragaha	gnd	337	96	235	2	0	4	0	0	0
LK-3127110	Mahahengoda	gnd	337	89	243	3	0	0	1	0	1
LK-3215065	Kanahalagama	gnd	337	176	156	0	3	2	0	0	0
LK-3318045	Debokkawa South	gnd	337	195	124	10	1	7	0	0	0
LK-3321005	Mulanyaya	gnd	337	204	122	10	0	1	0	0	0
LK-3333310	Pahajjawa	gnd	337	206	112	18	0	1	0	0	0
LK-4203075	Erukkalampiddy West	gnd	337	328	6	0	0	0	0	3	0
LK-5118005	Palameenmadu	gnd	337	237	21	41	4	0	15	19	0
LK-5242095	Madana	gnd	337	99	198	7	4	0	29	0	0
LK-5327050	Thahanagar	gnd	337	110	183	18	6	0	20	0	0
LK-6127165	Hathpokuna	gnd	337	178	123	2	2	12	18	2	0
LK-6136030	Mellapotta	gnd	337	160	151	9	13	3	1	0	0
LK-6142055	Weerapokuna	gnd	337	303	14	1	5	10	3	1	0
LK-6178430	Narangamuwa	gnd	337	236	89	5	5	0	2	0	0
LK-6209005	Pahala Puliyankulama	gnd	337	135	181	2	7	0	6	6	0
LK-6233135	Karavitagara West	gnd	337	247	21	4	0	63	2	0	0
LK-7112050	Kuda Vilachchiya	gnd	337	108	220	0	4	4	0	1	0
LK-7127025	Perettupalagama	gnd	337	127	202	5	0	3	0	0	0
LK-7203175	C.P.Pura	gnd	337	39	253	10	9	6	20	0	0
LK-7209020	Sungavila	gnd	337	116	198	4	5	3	11	0	0
LK-8119070	Gallulla	gnd	337	2	107	1	0	227	0	0	0
LK-8218155	Athala	gnd	337	138	177	19	0	3	0	0	0
LK-9115085	Puwakgahawela	gnd	337	61	256	17	1	2	0	0	0
LK-9118200	Thalangama	gnd	337	100	220	6	3	8	0	0	0
LK-9209065	Devanagala	gnd	337	103	185	35	1	9	4	0	0
LK-9218380	Pallepelpita	gnd	337	125	192	7	3	7	3	0	0
LK-1118040	Pahala Bope	gnd	336	60	260	14	1	0	1	0	0
LK-1209090	Akarangaha	gnd	336	242	57	3	1	9	23	0	1
LK-1215345	Goigama	gnd	336	124	198	10	2	2	0	0	0
LK-1224285	Galthotamulla	gnd	336	138	168	27	0	2	1	0	0
LK-1227050	Udammita	gnd	336	168	146	21	0	1	0	0	0
LK-1303015	Horethuduwa Central	gnd	336	15	284	30	0	0	6	0	1
LK-1336065	Morapitiya	gnd	336	149	178	5	2	1	1	0	0
LK-2133065	Hapugoda	gnd	336	43	231	42	12	8	0	0	0
LK-2136045	Wathurakumbura	gnd	336	31	253	37	1	10	4	0	0
LK-2136380	Embilmeegama North	gnd	336	17	250	55	10	1	3	0	0
LK-2139115	Mampitiya	gnd	336	24	252	32	3	10	15	0	0
LK-2157045	Weligampola	gnd	336	2	311	9	1	13	0	0	0
LK-2206235	Kiralagolla	gnd	336	25	293	8	0	10	0	0	0
LK-3118155	Opatha South	gnd	336	165	159	8	0	4	0	0	0
LK-3127170	Ginimellagaha East	gnd	336	58	258	11	4	0	5	0	0
LK-3136105	Hennathota	gnd	336	124	185	21	1	1	3	1	0
LK-3148090	Nabadawa	gnd	336	86	242	1	0	7	0	0	0
LK-3218190	Paraduwa North	gnd	336	163	143	26	0	1	3	0	0
LK-3239145	Walliwala West	gnd	336	172	134	28	0	2	0	0	0
LK-3248240	Lunukalapuwa	gnd	336	174	146	10	0	5	1	0	0
LK-3318065	Amarathungagama	gnd	336	200	126	3	0	6	1	0	0
LK-3325065	Uda Julampitiya	gnd	336	232	94	9	0	0	0	1	0
LK-5109010	Valachchenai Tamil	gnd	336	272	7	50	2	0	5	0	0
LK-5242090	Madawalalanda	gnd	336	75	221	6	0	34	0	0	0
LK-6121100	Kebellewa	gnd	336	228	91	2	3	0	12	0	0
LK-6130265	Muruthawa	gnd	336	212	119	2	1	1	1	0	0
LK-6139115	Aralugaswewa	gnd	336	243	62	0	2	12	17	0	0
LK-6139145	Kobeigane	gnd	336	222	86	14	6	0	7	1	0
LK-6163235	Kavisigamuwa	gnd	336	160	141	11	5	10	9	0	0
LK-6175180	Walpitagama	gnd	336	301	22	0	1	12	0	0	0
LK-6178285	Gonulla East	gnd	336	282	36	4	2	2	9	1	0
LK-6184155	Henduwawa Colony	gnd	336	199	114	5	3	10	5	0	0
LK-6224015	Mellankulama	gnd	336	196	105	4	1	5	23	2	0
LK-6236145	Erunvila	gnd	336	303	19	4	6	2	1	1	0
LK-7109165	Kanadara Divulwewa	gnd	336	42	284	6	2	1	1	0	0
LK-7157015	Madawala	gnd	336	144	181	5	0	0	6	0	0
LK-7166005	Nelliyagama	gnd	336	82	234	18	0	2	0	0	0
LK-7212280	Selasumgama	gnd	336	37	292	5	0	2	0	0	0
LK-8136065	Medawela West	gnd	336	79	210	15	3	29	0	0	0
LK-9130050	Gawaragiriya	gnd	336	77	238	12	0	4	5	0	0
LK-9212205	Meedeniya North	gnd	336	161	148	18	3	5	1	0	0
LK-9215030	Jeewana	gnd	336	165	161	6	1	3	0	0	0
LK-1233070	Batepola	gnd	335	166	162	6	0	0	1	0	0
LK-1315095	Kudayala	gnd	335	114	209	6	1	4	1	0	0
LK-2134095	Weligodapola	gnd	335	112	196	16	9	1	1	0	0
LK-2227180	80 Yaya	gnd	335	108	214	3	1	9	0	0	0
LK-2233160	Udupihilla	gnd	335	35	275	17	4	0	4	0	0
LK-3318250	Indigetawela	gnd	335	207	123	1	0	4	0	0	0
LK-4106010	Vadducoddai North	gnd	335	230	98	7	0	0	0	0	0
LK-4106100	Panippulam	gnd	335	236	89	0	4	0	5	1	0
LK-4130280	Varani-Iyattalai	gnd	335	195	136	0	0	0	0	4	0
LK-5206015	Pulungasmulla	gnd	335	138	159	3	0	35	0	0	0
LK-5225025	Sainthamaruthu 05	gnd	335	138	5	190	1	0	1	0	0
LK-5309035	Kivulakadawala	gnd	335	151	166	0	2	11	5	0	0
LK-6112035	Nelumpathwewa	gnd	335	196	119	4	0	0	14	2	0
LK-6112055	Ellabadagama	gnd	335	199	113	3	5	0	14	1	0
LK-6112080	Mediyawa	gnd	335	206	122	0	2	0	4	1	0
LK-6157030	Ranawana	gnd	335	167	149	11	5	3	0	0	0
LK-6178030	Yatattawala	gnd	335	266	50	3	2	13	1	0	0
LK-6181185	Metiyagane East	gnd	335	223	96	10	3	0	3	0	0
LK-6206020	Aluth Eluwankulama	gnd	335	216	50	4	25	0	17	23	0
LK-9227100	Neluwathukanda	gnd	335	12	104	1	7	211	0	0	0
LK-1209435	Kithulwala Ihala	gnd	334	224	94	6	2	8	0	0	0
LK-1318045	Deldorawatta	gnd	334	129	161	7	2	35	0	0	0
LK-1324080	Maha Payagala	gnd	334	94	229	11	0	0	0	0	0
LK-1339170	Pahala Hewessa North	gnd	334	55	218	1	0	1	59	0	0
LK-2157105	Dekinda	gnd	334	1	311	6	1	15	0	0	0
LK-2302145	Ihala Gorakaoya	gnd	334	2	277	26	20	4	4	1	0
LK-3203010	Galabada	gnd	334	108	208	14	2	1	1	0	0
LK-3218180	Ihala Kiyanduwa	gnd	334	176	133	24	0	0	1	0	0
LK-3221065	Hallala	gnd	334	188	127	16	2	1	0	0	0
LK-3242225	Kanattegoda South	gnd	334	189	132	11	0	2	0	0	0
LK-4509020	Anaivilunthankulam	gnd	334	252	23	1	1	33	20	4	0
LK-5136190	Periyakallar 02 West	gnd	334	322	0	12	0	0	0	0	0
LK-5224070	Kalmunai 01D	gnd	334	158	13	151	0	0	12	0	0
LK-6121075	Nabadewa	gnd	334	176	123	9	6	17	3	0	0
LK-6145265	Dahanekgedara	gnd	334	285	36	2	6	4	1	0	0
LK-6154105	Kurunegala Town - North	gnd	334	93	153	42	14	8	24	0	0
LK-6163185	Ginihiriya	gnd	334	177	131	8	5	0	13	0	0
LK-6175160	Udadeniya	gnd	334	280	26	4	6	0	18	0	0
LK-6178070	Wattegedara	gnd	334	265	55	2	3	0	9	0	0
LK-6184325	Bujjomuwa	gnd	334	155	160	10	3	4	2	0	0
LK-6206010	Ralmaduwa	gnd	334	189	72	1	9	11	30	22	0
LK-6236005	Athuwana	gnd	334	299	7	0	7	11	10	0	0
LK-6236240	Mahabaddegama	gnd	334	288	18	18	4	6	0	0	0
LK-6248235	Dikwela	gnd	334	292	35	0	3	0	3	1	0
LK-7106060	Galawewa	gnd	334	121	193	0	9	11	0	0	0
LK-7127110	Kudagalenbidunuwewa	gnd	334	133	197	2	1	1	0	0	0
LK-7212065	Pihitiwewa	gnd	334	83	238	6	1	5	1	0	0
LK-7215010	Sinhapura	gnd	334	85	226	6	2	0	14	1	0
LK-7215070	Medamaluwa	gnd	334	84	238	1	0	11	0	0	0
LK-8119085	Attanagolla	gnd	334	15	278	26	4	11	0	0	0
LK-8206075	Mariarawa	gnd	334	203	113	7	6	1	4	0	0
LK-8209010	Yakunnawa	gnd	334	169	154	0	3	6	2	0	0
LK-9119010	Kalthota	gnd	334	95	222	5	2	3	7	0	0
LK-9119055	Kalupedigama	gnd	334	68	243	3	0	15	5	0	0
LK-9121010	Metihakwala	gnd	334	115	194	3	0	12	10	0	0
LK-9130080	Udugala North	gnd	334	74	223	7	1	19	9	1	0
LK-9203380	Gangoda	gnd	334	127	164	22	2	15	4	0	0
LK-1118130	Poregedara	gnd	333	28	289	10	1	5	0	0	0
LK-1233120	Puwakpitiya	gnd	333	132	178	12	6	5	0	0	0
LK-2154040	Ethgala North	gnd	333	6	260	53	3	11	0	0	0
LK-2315010	Pitawala	gnd	333	7	302	3	2	16	3	0	0
LK-3124225	Udalamatta South	gnd	333	78	244	9	2	0	0	0	0
LK-3128055	Gulugahakanda	gnd	333	74	239	7	0	0	13	0	0
LK-3309195	Saliyapura	gnd	333	181	131	4	0	11	5	1	0
LK-3312085	Dehigahalanda	gnd	333	214	103	14	2	0	0	0	0
LK-3324225	Weerakkuttigoda	gnd	333	179	127	19	0	8	0	0	0
LK-3325200	Horewela	gnd	333	195	133	2	0	3	0	0	0
LK-5309015	Galkadawala	gnd	333	143	175	3	2	10	0	0	0
LK-6142025	Bandarigalgoda	gnd	333	286	23	1	9	4	10	0	0
LK-6145100	Dorabavila	gnd	333	279	41	7	0	5	1	0	0
LK-6148100	Kanduboda	gnd	333	252	65	2	8	6	0	0	0
LK-6151165	Dematagahapelessa	gnd	333	103	187	19	6	17	0	1	0
LK-6154065	Rikillagamuwa	gnd	333	168	116	3	21	23	2	0	0
LK-6163395	Hewenpola	gnd	333	138	137	15	6	8	29	0	0
LK-6172055	Dikhera	gnd	333	263	53	5	4	4	4	0	0
LK-6178005	Gallehemulla	gnd	333	303	21	5	0	0	4	0	0
LK-6178035	Thelambugammana	gnd	333	271	47	0	2	13	0	0	0
LK-6221015	Kivula No. 4-1	gnd	333	258	35	4	3	24	8	1	0
LK-6248030	Lihiriyagama	gnd	333	278	18	2	8	27	0	0	0
LK-7145130	Weliyawa	gnd	333	149	169	9	4	0	2	0	0
LK-7163095	Hadungama	gnd	333	117	207	2	2	3	2	0	0
LK-8136155	Namunukula	gnd	333	17	239	2	31	44	0	0	0
LK-9115030	Bolthumbe	gnd	333	10	208	2	1	105	7	0	0
LK-9218275	Kinivita	gnd	333	199	112	7	0	7	7	1	0
LK-9221150	Gonagala West	gnd	333	78	213	9	8	13	12	0	0
LK-1318160	Adhikarigoda	gnd	332	104	216	11	0	1	0	0	0
LK-1327040	Nebada	gnd	332	53	239	30	2	4	4	0	0
LK-1339280	Gulanawatta	gnd	332	25	243	5	1	14	44	0	0
LK-2106135	Rambukewela	gnd	332	21	243	30	10	0	28	0	0
LK-2127240	Hurikaduwa Madige	gnd	332	31	249	37	1	5	9	0	0
LK-2142105	Kahawatta	gnd	332	3	259	22	2	46	0	0	0
LK-2310570	Galkadapathana	gnd	332	5	140	15	5	109	57	1	0
LK-2312050	Kandapola	gnd	332	1	126	64	27	93	21	0	0
LK-2315020	Gonawala	gnd	332	1	258	10	2	60	1	0	0
LK-3218155	Imbulgoda	gnd	332	175	145	7	0	4	1	0	0
LK-3248110	Wevurukannala	gnd	332	175	134	17	2	4	0	0	0
LK-3333180	Medilla	gnd	332	182	124	21	0	0	2	3	0
LK-4106105	Siththankerni	gnd	332	198	124	4	0	6	0	0	0
LK-5115065	Eravur 06D	gnd	332	242	5	78	2	3	2	0	0
LK-5242045	Padagoda	gnd	332	68	237	6	1	15	5	0	0
LK-6145110	Palugaswewa	gnd	332	253	55	15	3	6	0	0	0
LK-6184135	Pahala Kalalpitiya	gnd	332	187	114	5	3	23	0	0	0
LK-6221095	Mohoriya	gnd	332	199	88	2	9	24	10	0	0
LK-6236210	Pallakele	gnd	332	303	6	2	0	20	1	0	0
LK-6239115	Barudelpola	gnd	332	303	27	0	1	0	0	1	0
LK-7124025	Weerasole	gnd	332	206	117	7	1	1	0	0	0
LK-7160020	Mahailuppallama	gnd	332	44	276	5	0	5	2	0	0
LK-8106165	Bubula	gnd	332	135	187	3	1	6	0	0	0
LK-8112050	Kirivehera	gnd	332	76	242	6	2	5	1	0	0
LK-8127230	Kurundugolla	gnd	332	30	274	16	7	5	0	0	0
LK-8203055	Kokunnewa	gnd	332	139	184	5	0	3	1	0	0
LK-9115245	Hatharabage	gnd	332	50	269	6	1	5	1	0	0
LK-9130070	Vithanagama	gnd	332	63	226	2	1	38	1	1	0
LK-9209185	Kalugala	gnd	332	113	139	8	4	56	12	0	0
LK-1212525	Bataleeya	gnd	331	172	129	25	1	4	0	0	0
LK-1230290	Ganihigama North	gnd	331	108	201	1	1	13	7	0	0
LK-1306205	Bolgoda	gnd	331	47	253	21	1	5	3	1	0
LK-1310115	Rathmalgoda East	gnd	331	70	256	2	0	0	3	0	0
LK-1336090	Viharagama	gnd	331	95	215	18	2	1	0	0	0
LK-2157115	Inguruoya North	gnd	331	2	252	18	1	58	0	0	0
LK-3134080	Gonapeenuwala East	gnd	331	94	197	36	1	3	0	0	0
LK-3148040	Gahalakoladeniya	gnd	331	114	200	8	0	3	5	1	0
LK-3327045	Wijayasiripura	gnd	331	190	121	15	0	5	0	0	0
LK-4112050	Ilavalai North	gnd	331	249	75	2	5	0	0	0	0
LK-4115115	Erlalai East	gnd	331	229	92	1	9	0	0	0	0
LK-4115130	Punnalaikadduvan South	gnd	331	179	140	1	2	3	6	0	0
LK-4203135	Pattithoddam	gnd	331	249	55	5	8	0	10	4	0
LK-6145250	Rathmale	gnd	331	266	46	2	14	2	1	0	0
LK-6151050	Oggamuwa	gnd	331	167	134	12	2	0	16	0	0
LK-6169130	Ganangamuwa	gnd	331	233	84	3	3	1	7	0	0
LK-6221070	Walpaluwa	gnd	331	228	83	0	0	10	6	4	0
LK-6245120	Dummaladeniya West	gnd	331	286	39	3	0	1	2	0	0
LK-8133160	Ambadandegama	gnd	331	80	195	21	4	31	0	0	0
LK-8212070	Samanala Bedda	gnd	331	176	138	9	2	6	0	0	0
LK-8212200	Perakumpura	gnd	331	123	197	8	0	3	0	0	0
LK-8215075	Kawdawa	gnd	331	135	160	17	1	10	8	0	0
LK-8230050	Nikawewa	gnd	331	143	160	11	2	0	13	2	0
LK-9145035	Gangodagama	gnd	331	111	194	16	4	1	3	2	0
LK-9203415	Kumbaldiwela	gnd	331	87	204	16	0	18	6	0	0
LK-9212275	Bossella	gnd	331	152	137	13	1	15	13	0	0
LK-1115080	Muruthagama	gnd	330	58	254	14	1	0	3	0	0
LK-1118140	Liyanwala	gnd	330	55	249	21	2	2	1	0	0
LK-1209340	Katuwellegama North	gnd	330	221	98	5	1	5	0	0	0
LK-1212440	Borukgamuwa	gnd	330	225	97	6	0	0	2	0	0
LK-1224080	Baduwathugoda	gnd	330	147	166	7	3	7	0	0	0
LK-1227065	Parana Veyangoda	gnd	330	166	148	12	1	2	0	1	0
LK-2124335	Vilamuna	gnd	330	19	207	68	26	9	1	0	0
LK-2142035	Nawa Gurukele	gnd	330	32	259	19	8	1	11	0	0
LK-2157135	Mapakanda South	gnd	330	6	287	3	3	29	1	1	0
LK-2209180	Habaragahamada	gnd	330	58	236	30	2	4	0	0	0
LK-2303100	Rajaela	gnd	330	1	248	25	13	43	0	0	0
LK-3121005	Danawala	gnd	330	90	226	5	0	0	9	0	0
LK-3127190	Keembiela	gnd	330	137	176	12	1	3	0	1	0
LK-3212015	Ketapalakanda	gnd	330	201	115	12	0	0	2	0	0
LK-3227175	Kahagala	gnd	330	174	144	5	0	1	6	0	0
LK-3315070	Godakoggalla	gnd	330	169	141	7	1	9	3	0	0
LK-4306045	Madukanda	gnd	330	63	250	6	0	11	0	0	0
LK-5133005	Selvapuram	gnd	330	231	20	7	39	25	7	1	0
LK-5227065	Karaitheevu 07	gnd	330	287	2	39	0	0	2	0	0
LK-5233100	Addalachchenai 01	gnd	330	221	8	95	3	1	1	1	0
LK-6112130	Udhagama	gnd	330	131	174	9	3	9	4	0	0
LK-6127060	Ihala Thimbiriyawa	gnd	330	151	150	4	4	5	15	1	0
LK-6160300	Malandeniya	gnd	330	143	153	11	20	1	2	0	0
LK-6166095	Huruggamuwa	gnd	330	235	80	2	4	2	7	0	0
LK-6178170	Hunuvila	gnd	330	298	19	4	5	4	0	0	0
LK-7127160	Sunanda Mawatha	gnd	330	122	197	8	1	1	1	0	0
LK-7139130	Dunupothagama	gnd	330	131	188	8	2	1	0	0	0
LK-7157065	Kelewa	gnd	330	116	208	0	1	0	5	0	0
LK-7203170	Muwanpelessa	gnd	330	60	251	5	10	3	1	0	0
LK-7210025	Kudapokuna	gnd	330	95	193	6	3	23	10	0	0
LK-8127315	Yahala Arawa	gnd	330	68	221	12	3	26	0	0	0
LK-9142150	Meddegama	gnd	330	146	155	14	2	6	7	0	0
LK-9203165	Thaldewa	gnd	330	117	185	4	0	11	13	0	0
LK-1209345	Kadawala South	gnd	329	224	88	12	1	2	2	0	0
LK-1212315	Ganegoda	gnd	329	204	110	8	1	6	0	0	0
LK-1224170	Makilangamuwa	gnd	329	135	173	19	0	2	0	0	0
LK-1230190	Werahera	gnd	329	162	153	6	1	7	0	0	0
LK-1230515	Kalukondayawa East	gnd	329	84	222	20	2	1	0	0	0
LK-1306165	Raigama South	gnd	329	78	227	20	3	0	1	0	0
LK-1315120	Karannagoda	gnd	329	46	206	5	29	1	42	0	0
