region_id	region_name	region_ent_type	total_value	electricity_grid	kerosene_lamp	solar_grid	solar_standalone	bio_gas	generator	other
LK-2312065	Bambarakele	gnd	742	733	7	1	0	0	0	1
LK-3142155	Watareka East	gnd	742	737	1	2	1	0	0	1
LK-6142180	Ihala Kadigamuwa	gnd	742	721	18	1	2	0	0	0
LK-8136020	Demodara	gnd	742	727	10	2	0	0	0	3
LK-2130090	Bahirawa Kanda	gnd	741	739	1	1	0	0	0	0
LK-3139070	Deddugoda North	gnd	741	731	2	5	3	0	0	0
LK-8124115	Gawela	gnd	741	700	41	0	0	0	0	0
LK-9106040	Pohorabawa	gnd	741	725	15	0	0	0	0	1
LK-9148005	Pallebedda	gnd	741	709	28	1	1	0	0	2
LK-1221145	Dolahena	gnd	740	739	0	0	1	0	0	0
LK-1327115	Bombuwala South - Central	gnd	740	735	2	0	0	0	1	2
LK-1330095	Yatadolawatta West	gnd	740	731	8	0	0	0	0	1
LK-7215275	Kalahagala	gnd	740	723	11	0	0	0	0	6
LK-8118075	Pelgahathenna	gnd	740	723	11	0	2	0	0	4
LK-9148150	Diyapota	gnd	740	725	14	0	0	0	0	1
LK-1239195	Galedanda	gnd	739	736	1	1	0	0	0	1
LK-1239205	Thalwatta	gnd	739	735	1	2	0	0	1	0
LK-2109105	Udaweliketiya	gnd	739	738	1	0	0	0	0	0
LK-3242220	Walgama North	gnd	739	738	0	1	0	0	0	0
LK-4118035	Urumpirai West	gnd	739	724	14	0	0	0	0	1
LK-5109055	Karuwakerni	gnd	739	702	37	0	0	0	0	0
LK-5330055	Serunuwara	gnd	739	706	30	0	0	0	0	3
LK-7215210	Polonnaruwa Town	gnd	739	734	1	0	0	0	0	4
LK-7218050	Ikiriwewa	gnd	739	715	23	0	1	0	0	0
LK-9224120	Ampagala	gnd	739	728	11	0	0	0	0	0
LK-1218115	Thuduwegedara	gnd	738	727	4	5	0	0	0	2
LK-2233200	Ukuwela	gnd	738	736	1	0	0	0	0	1
LK-8221065	Pubuduwewa	gnd	738	709	28	0	0	0	0	1
LK-1303290	Narampitiya	gnd	737	727	0	10	0	0	0	0
LK-1318010	Bellanthudawa	gnd	737	730	6	0	0	1	0	0
LK-1321185	Dediyawala	gnd	737	730	4	0	2	0	0	1
LK-2224005	Maoya	gnd	737	713	22	0	2	0	0	0
LK-7115130	Abhayawewa	gnd	737	724	11	0	2	0	0	0
LK-1203070	Kudapaduwa South	gnd	736	736	0	0	0	0	0	0
LK-1203160	Kurana East	gnd	736	705	2	26	2	0	0	1
LK-1236150	Galborella	gnd	736	732	1	0	0	0	0	3
LK-4118015	Kalviyankadu	gnd	736	728	2	3	0	0	3	0
LK-9124175	Morathota	gnd	736	725	10	0	0	0	0	1
LK-2203045	Bulanawewa	gnd	735	728	7	0	0	0	0	0
LK-3106165	Seenigoda	gnd	735	733	1	1	0	0	0	0
LK-6178330	Hendiyagala	gnd	735	722	12	0	0	0	0	1
LK-8103170	Dambagolla	gnd	735	717	18	0	0	0	0	0
LK-8136115	Palleperuwa	gnd	735	731	3	0	0	0	0	1
LK-9124080	Pahala Hakamuwa	gnd	735	717	18	0	0	0	0	0
LK-9224045	Wegalla	gnd	735	727	8	0	0	0	0	0
LK-1133025	Dahampura	gnd	734	732	1	1	0	0	0	0
LK-5103020	Palchenai	gnd	734	575	155	1	2	0	0	1
LK-9127075	Niriella	gnd	734	706	21	0	2	0	0	5
LK-9148025	Thimbolketiya	gnd	734	724	10	0	0	0	0	0
LK-1112390	Ambalangoda	gnd	733	732	1	0	0	0	0	0
LK-1218105	Kurukulawa South	gnd	733	727	5	1	0	0	0	0
LK-9139010	Nugawela West	gnd	733	728	4	1	0	0	0	0
LK-1218015	Delathura West	gnd	732	714	5	1	0	0	0	12
LK-2130180	Getambe	gnd	732	722	6	1	0	0	3	0
LK-5315100	Jinnanagar	gnd	732	730	2	0	0	0	0	0
LK-1230620	Kimbulvilawatta	gnd	731	708	17	0	0	0	0	6
LK-1309230	Aramanagolla	gnd	731	730	1	0	0	0	0	0
LK-2109115	Dodangolla	gnd	731	725	3	0	0	0	0	3
LK-3309090	Mahasenpura	gnd	731	705	21	1	0	0	2	2
LK-4133170	Kokuvil East	gnd	731	729	2	0	0	0	0	0
LK-9221100	Doranuwa	gnd	731	723	6	1	0	0	0	1
LK-2313270	Balmoral	gnd	730	719	11	0	0	0	0	0
LK-4509130	Selvanagar	gnd	730	687	41	0	1	0	0	1
LK-5315045	Varodayanagar	gnd	730	722	7	1	0	0	0	0
LK-8212130	Madugama	gnd	730	694	27	1	2	0	0	6
LK-1310090	Ingiriya North	gnd	729	727	0	0	2	0	0	0
LK-2130245	Ampitiya Pallegama	gnd	729	725	3	1	0	0	0	0
LK-3242125	Weliweriya East	gnd	729	721	3	4	0	0	0	1
LK-7109150	Katuwela	gnd	729	706	22	0	0	0	0	1
LK-8103155	Senanigama	gnd	729	722	5	1	0	0	0	1
LK-4409055	Suthanthirapuram	gnd	728	696	26	4	2	0	0	0
LK-1203085	Periyamulla	gnd	727	726	0	1	0	0	0	0
LK-3109165	Egodawela	gnd	727	720	7	0	0	0	0	0
LK-4203110	Emilnagar	gnd	727	704	11	0	0	0	0	12
LK-4509090	Mayavanoor	gnd	727	708	19	0	0	0	0	0
LK-7115185	Pandulagama	gnd	727	720	5	0	0	0	0	2
LK-8224060	Maligavila	gnd	727	694	29	1	2	0	0	1
LK-1206275	Kuswala	gnd	726	703	1	12	5	0	1	4
LK-1321095	Deldoowa	gnd	726	720	6	0	0	0	0	0
LK-3135035	Galagoda East	gnd	726	715	11	0	0	0	0	0
LK-3145155	Pinnadoowa	gnd	726	724	0	0	0	0	1	1
LK-4130070	Kovilkudyiruppu	gnd	726	704	14	0	0	0	0	8
LK-8224020	Yudaganawa	gnd	726	716	7	1	1	0	0	1
LK-6175080	Siyambalagasruppa West	gnd	725	718	2	0	0	0	0	5
LK-6178380	Thalammehera	gnd	725	713	11	0	0	0	0	1
LK-7106090	Kebithigollewa	gnd	725	711	14	0	0	0	0	0
LK-7133060	Step 2 Part 3	gnd	725	718	4	3	0	0	0	0
LK-8121015	Medapathana	gnd	725	712	8	1	0	0	0	4
LK-8139020	Ranjallawa	gnd	725	711	12	0	1	0	0	1
LK-8224035	Mahagodayaya	gnd	725	701	17	1	0	0	0	6
LK-9109055	Yatipawwa	gnd	725	718	6	0	1	0	0	0
LK-9151055	Poddana	gnd	725	703	15	3	1	0	0	3
LK-9206115	Hingula	gnd	725	718	7	0	0	0	0	0
LK-1227240	Maduwegedara	gnd	724	723	0	1	0	0	0	0
LK-2312240	Ruwaneliya	gnd	724	709	15	0	0	0	0	0
LK-3242150	Kekanadura South	gnd	724	713	10	0	0	0	0	1
LK-4133005	Ariyalai South West	gnd	724	721	3	0	0	0	0	0
LK-1309100	Kahatapitiya	gnd	723	713	3	6	0	0	0	1
LK-2112220	Gunnepana Madige	gnd	723	721	1	0	0	0	0	1
LK-8133055	Kebillewela North	gnd	723	720	1	0	0	0	1	1
LK-9106195	Galukagama	gnd	723	715	8	0	0	0	0	0
LK-1321010	Maha Gonadoowa	gnd	722	719	3	0	0	0	0	0
LK-9127070	Gangulvitiya	gnd	722	709	13	0	0	0	0	0
LK-1112370	Kahathuduwa East	gnd	721	718	3	0	0	0	0	0
LK-1206120	Katuwapitiya	gnd	721	719	1	1	0	0	0	0
LK-1215570	Opatha	gnd	721	716	1	4	0	0	0	0
LK-1233270	Mahara Nugegoda North	gnd	721	719	1	1	0	0	0	0
LK-1321050	Pohoddaramulla East	gnd	721	720	1	0	0	0	0	0
LK-3148015	Nakiyadeniya	gnd	721	709	9	0	1	0	0	2
LK-8121135	Udawela	gnd	721	714	5	1	0	0	0	1
LK-5118105	Iruthayapuram West	gnd	720	707	12	0	1	0	0	0
LK-6127130	Pothuvila	gnd	720	698	15	1	0	0	0	6
LK-6136230	Wariyapola	gnd	720	714	5	1	0	0	0	0
LK-1112140	Homagama East	gnd	719	713	0	2	4	0	0	0
LK-1218225	Galwetiya	gnd	719	714	0	0	0	0	0	5
LK-1227375	Wathupitiwala	gnd	719	718	1	0	0	0	0	0
LK-3221180	Denipitiya Central	gnd	719	708	2	0	2	0	0	7
LK-5106025	Oddamavadi 03	gnd	719	706	6	0	0	0	0	7
LK-5327105	Kaddaiparichchan South	gnd	719	674	43	0	0	0	0	2
LK-6175110	Bunnehepola	gnd	719	710	8	0	1	0	0	0
LK-7212010	Manampitiya East	gnd	719	684	30	0	4	0	0	1
LK-9218115	Mahena	gnd	719	707	8	0	1	0	1	2
LK-9218175	Ethnawala	gnd	719	706	13	0	0	0	0	0
LK-9227045	Jayavinda Gama	gnd	719	703	16	0	0	0	0	0
LK-1327165	Dodangoda West - North	gnd	718	714	2	2	0	0	0	0
LK-3239060	Aluth Weediya	gnd	718	711	2	0	3	0	1	1
LK-8130320	Maligathenna	gnd	718	687	29	1	1	0	0	0
LK-9206195	Uyanwatta	gnd	718	717	0	1	0	0	0	0
LK-1212015	Loluwagoda	gnd	717	709	3	4	1	0	0	0
LK-5233090	Addalachchenai 08	gnd	717	656	53	3	0	0	0	5
LK-7130060	Mihinthale	gnd	717	715	1	1	0	0	0	0
LK-8103010	Divulapelessa	gnd	717	696	21	0	0	0	0	0
LK-8224030	Udagama	gnd	717	714	2	0	0	0	0	1
LK-1309180	Meemana	gnd	716	709	3	0	0	0	0	4
LK-3309165	Viharamahadevipura	gnd	716	682	16	0	5	0	0	13
LK-6181160	Kivulgalla	gnd	716	710	6	0	0	0	0	0
LK-1112325	Sangharama	gnd	715	715	0	0	0	0	0	0
LK-1203130	Muttakkarai	gnd	715	710	2	1	2	0	0	0
LK-1215295	Galloluwa East	gnd	715	710	3	0	0	0	0	2
LK-1227315	Sapugasthenna	gnd	715	715	0	0	0	0	0	0
LK-1239170	Heiyanthuduwa South	gnd	715	710	2	0	0	0	0	3
LK-1309170	Pokunuvita	gnd	715	712	1	0	1	0	0	1
LK-1124020	Rajagiriya	gnd	714	672	1	37	4	0	0	0
LK-9130030	Galathura	gnd	714	669	38	1	2	0	0	4
LK-9139050	Nambuluwa	gnd	714	680	28	0	2	0	0	4
LK-1303230	Wekada North	gnd	713	695	2	16	0	0	0	0
LK-3139075	Deddugoda South	gnd	713	703	6	2	2	0	0	0
LK-5124065	New Kattankudy West	gnd	713	702	11	0	0	0	0	0
LK-5218175	Sennelgramam 01	gnd	713	684	4	0	0	0	0	25
LK-6145115	Madige Midiyala	gnd	713	697	14	0	1	0	1	0
LK-2112115	Udathalavinna	gnd	712	707	5	0	0	0	0	0
LK-5225005	Sainthamaruthu 01	gnd	712	702	10	0	0	0	0	0
LK-9103040	Thoranakada	gnd	712	703	7	0	1	0	1	0
LK-1106160	Maligagodella	gnd	711	703	4	2	0	0	0	2
LK-1112350	Kiriwattuduwa North	gnd	711	709	0	0	2	0	0	0
LK-1115100	Salawa	gnd	711	695	5	2	0	0	0	9
LK-1115120	Miriswatta	gnd	711	700	8	3	0	0	0	0
LK-1239100	Pahala Biyanvila Central	gnd	711	710	1	0	0	0	0	0
LK-7166105	Giranegama	gnd	711	681	26	2	1	0	0	1
LK-8106070	Serana	gnd	711	695	16	0	0	0	0	0
LK-8130010	Hulankapolla	gnd	711	699	11	0	0	0	0	1
LK-8139115	Pitarathmale	gnd	711	698	13	0	0	0	0	0
LK-8221075	Buduruwagala	gnd	711	677	16	0	1	0	0	17
LK-1233340	Puwakwetiya	gnd	710	691	11	2	0	0	0	6
LK-2136440	Kiribathkumbura West	gnd	710	702	3	2	0	0	1	2
LK-3145195	Bambaragoda	gnd	710	700	7	0	0	0	0	3
LK-5103025	Vakarai North	gnd	710	633	68	0	0	0	1	8
LK-5233055	Palamuna 01	gnd	710	703	7	0	0	0	0	0
LK-5236050	Akkaraipattu 14	gnd	710	705	5	0	0	0	0	0
LK-5230115	Ninthavur 09	gnd	709	701	8	0	0	0	0	0
LK-6233205	Weralabada	gnd	709	702	5	0	0	0	0	2
LK-7218095	Damanayaya	gnd	709	696	11	0	2	0	0	0
LK-1309190	Uduwa South	gnd	708	705	3	0	0	0	0	0
LK-2203040	Dewahoowa Colony 1	gnd	708	697	10	0	0	0	0	1
LK-7136010	Shrawasthipura	gnd	708	705	2	1	0	0	0	0
LK-9112130	Gallella	gnd	708	700	2	0	3	0	0	3
LK-1121195	Wijerama	gnd	707	706	0	1	0	0	0	0
LK-1221160	Kalaeliya	gnd	707	699	5	1	0	0	0	2
LK-2148075	Gonangoda	gnd	707	688	16	1	1	0	0	1
LK-4109030	Navali North	gnd	707	695	11	1	0	0	0	0
LK-4409095	Visuvamadu West	gnd	707	664	31	2	2	0	0	8
LK-5327035	Thaqwanagar	gnd	707	695	9	0	0	0	0	3
LK-7148095	Ihala Siyambalewa	gnd	707	694	11	1	1	0	0	0
LK-8130025	Vidurupola	gnd	707	679	18	3	2	0	0	5
LK-1206225	Katunayaka North	gnd	706	699	4	2	0	0	0	1
LK-1212700	Maligathenna	gnd	706	703	1	0	0	0	0	2
LK-7209130	Thambala	gnd	706	673	32	0	0	1	0	0
LK-1218005	Pamunugama	gnd	705	698	1	1	3	0	0	2
LK-5203065	Wewmedagama	gnd	705	699	4	1	0	0	0	1
LK-6230020	Wijayakatupatha Elen Megoda	gnd	705	695	7	0	1	0	0	2
LK-7215105	Nishshankamallapura	gnd	705	685	17	1	1	0	0	1
LK-8103020	Theldeniyaya	gnd	705	689	16	0	0	0	0	0
LK-9106125	Kandangoda South	gnd	705	699	3	2	0	0	0	1
LK-9142180	Yahalawela	gnd	705	670	33	0	0	1	0	1
LK-1206340	Mookalangamuwa East	gnd	704	703	0	1	0	0	0	0
LK-1321360	Alubogahalanda	gnd	704	696	3	3	0	0	0	2
LK-1324020	Hirigalgodella	gnd	704	694	10	0	0	0	0	0
LK-2127280	Ahaspokuna South	gnd	704	693	7	0	0	0	0	4
LK-2151195	Nawadevita	gnd	704	696	7	0	0	0	0	1
LK-2309580	St. Leonard	gnd	704	693	11	0	0	0	0	0
LK-5110075	Thevapuram	gnd	704	609	94	0	0	0	0	1
LK-6187420	Oruliyadda	gnd	704	698	5	0	1	0	0	0
LK-9206110	Batawala	gnd	704	698	4	0	0	0	0	2
LK-5318005	Galmetiyawa North	gnd	703	689	12	0	1	0	0	1
LK-7215220	Sinha Udagama	gnd	703	672	18	1	1	0	0	11
LK-8215100	Kumbukkana	gnd	703	687	15	0	0	0	0	1
LK-9221110	Morawatta	gnd	703	690	5	0	0	0	0	8
LK-1321195	Mahawaskaduwa South	gnd	702	699	1	0	1	0	1	0
LK-5118185	Puliyantivu South	gnd	702	701	0	0	0	0	1	0
LK-5212055	Mayadunna	gnd	702	690	10	0	2	0	0	0
LK-1206135	Pahala Kadirana	gnd	701	684	11	4	0	0	0	2
LK-1324295	Moragalla	gnd	701	698	1	2	0	0	0	0
LK-2115070	Panvila	gnd	701	696	5	0	0	0	0	0
LK-3242130	Walpala	gnd	701	686	1	13	0	0	0	1
LK-4115075	Chunnakam Town South	gnd	701	682	16	3	0	0	0	0
LK-4506035	Paranthan Town	gnd	701	664	37	0	0	0	0	0
LK-5224005	Periyaneelavanai 01B	gnd	701	684	1	15	0	0	0	1
LK-6203095	Thigali	gnd	701	686	13	0	1	0	0	1
LK-1112280	Suwapubudugama	gnd	700	688	10	1	1	0	0	0
LK-1303360	Molligoda South	gnd	700	685	9	3	0	0	0	3
LK-2130230	Ampitiya North	gnd	700	696	4	0	0	0	0	0
LK-2151100	Illawathura	gnd	700	698	1	0	1	0	0	0
LK-6172050	Kabalewa	gnd	700	691	7	0	0	0	0	2
LK-9112045	Bambarabotuwa	gnd	700	680	20	0	0	0	0	0
LK-1203015	Kochchikade	gnd	699	694	4	0	0	0	0	1
LK-1215535	Batapotha	gnd	699	695	4	0	0	0	0	0
LK-5218170	Vilinayadi 01	gnd	699	646	7	0	0	0	1	45
LK-9227010	Galpatha	gnd	699	693	6	0	0	0	0	0
LK-1212110	Hakurukumbura	gnd	698	682	10	0	0	0	0	6
LK-3103030	Dope	gnd	698	688	3	3	0	0	0	4
LK-5118150	Thiruchendhoor	gnd	698	680	14	1	0	0	0	3
LK-5218225	Malayadikiramam 02	gnd	698	694	4	0	0	0	0	0
LK-6154175	Theliyagonna	gnd	698	690	5	1	2	0	0	0
LK-1233410	Pinnameda West	gnd	697	690	0	0	0	0	0	7
LK-1303140	Walana South	gnd	697	693	1	0	3	0	0	0
LK-2112070	Wattegama	gnd	697	694	1	1	0	0	0	1
LK-4127105	Point Pedro East	gnd	697	686	9	0	2	0	0	0
LK-6154130	Malkaduwawa	gnd	697	694	2	0	1	0	0	0
LK-7139060	Kusumpura	gnd	697	668	22	0	2	0	0	5
LG-51017	Eravur Pattu PS	lg	696	603	93	0	0	0	0	0
LK-1112090	Meegoda South	gnd	696	694	1	0	0	0	0	1
LK-1133055	Angulana South	gnd	696	680	14	1	0	0	0	1
LK-1303080	Werawatta	gnd	696	695	1	0	0	0	0	0
LK-1315020	Elawella	gnd	696	691	4	0	0	0	0	1
LK-2218200	Gongawela	gnd	696	683	8	1	0	0	0	4
LK-3315195	Hungama	gnd	696	678	11	1	0	0	0	6
LK-5103030	Ooriyankattu	gnd	696	611	84	1	0	0	0	0
LK-5215050	Mihindupura	gnd	696	689	7	0	0	0	0	0
LK-7212275	Siripura	gnd	696	674	12	0	7	0	0	3
LK-9133130	Kathlana	gnd	696	688	5	0	3	0	0	0
LK-9151005	Buluthota	gnd	696	676	18	0	0	0	0	2
LK-9212035	Puwakdeniya	gnd	696	689	5	1	0	0	0	1
LK-1327095	Bombuwala North - West	gnd	695	676	17	0	0	0	0	2
LK-7139175	Rankethgama	gnd	695	680	12	0	0	0	0	3
LK-8103115	Thalangamuwa	gnd	695	670	23	0	1	0	0	1
LK-8221095	Veherayaya	gnd	695	682	6	0	0	0	0	7
LK-1118080	Galagedara North	gnd	694	693	0	0	1	0	0	0
LK-1233405	Dalupitiya West	gnd	694	680	2	3	0	0	0	9
LK-1236090	Dalugamgoda	gnd	694	687	0	4	0	0	1	2
LK-9103120	Yakudagoda	gnd	694	679	13	1	0	0	1	0
LK-1106195	Kajugahawatta	gnd	693	691	0	0	0	0	0	2
LK-1224485	Weliweriya East	gnd	693	680	8	4	0	0	0	1
LK-1233350	Ihala Karagahamuna East	gnd	693	670	0	22	1	0	0	0
LK-4106045	Vadducoddai South	gnd	693	652	40	1	0	0	0	0
LK-4133110	Thirunelvely West	gnd	693	686	6	1	0	0	0	0
LK-5112025	Mavadivembu 2	gnd	693	597	96	0	0	0	0	0
LK-6203050	Kurinjipitiya North	gnd	693	625	62	2	2	0	0	2
LK-6218125	Andimunai	gnd	693	688	5	0	0	0	0	0
LK-3139160	Kandewatta	gnd	692	692	0	0	0	0	0	0
LK-4118005	Irupalai South	gnd	692	678	14	0	0	0	0	0
LK-6178385	Badabedda	gnd	692	684	5	2	1	0	0	0
LK-1109175	Udumulla	gnd	691	687	0	2	1	0	0	1
LK-1233450	Enderamulla West	gnd	691	687	2	0	1	0	0	1
LK-1324220	Polkotuwa	gnd	691	686	4	0	0	0	1	0
LK-5321090	Kantale Town South	gnd	691	683	8	0	0	0	0	0
LK-9106010	Pathberiya West	gnd	691	680	11	0	0	0	0	0
LK-1233155	Henegama	gnd	690	678	7	5	0	0	0	0
LK-1330135	Badugama	gnd	690	687	3	0	0	0	0	0
LK-3315045	Rote	gnd	690	688	2	0	0	0	0	0
LK-5245095	Vinayahapuram 3	gnd	690	620	70	0	0	0	0	0
LK-7145060	Veheragala	gnd	690	673	16	0	0	0	0	1
LK-2206160	Athuparayaya	gnd	689	677	11	0	1	0	0	0
LK-2309385	Binganthalawa	gnd	689	677	10	0	0	0	1	1
LK-8133025	Ettalapitiya	gnd	689	688	1	0	0	0	0	0
LK-1233430	Enderamulla South	gnd	688	688	0	0	0	0	0	0
LK-1310010	Arakavila	gnd	688	681	7	0	0	0	0	0
LK-2112240	Kahalla	gnd	688	685	3	0	0	0	0	0
LK-2312140	Rathnagiriya	gnd	688	678	9	0	1	0	0	0
LK-3137110	Kapumulugoda	gnd	688	678	7	2	1	0	0	0
LK-5118015	Amirthakali	gnd	688	681	6	1	0	0	0	0
LK-5212195	Uhana	gnd	688	681	7	0	0	0	0	0
LK-6230075	Karukupane	gnd	688	657	26	0	0	0	0	5
LK-8124060	Anthuduwawela	gnd	688	672	6	0	0	0	0	10
LK-8142055	Koslanda	gnd	688	666	21	0	0	0	0	1
LK-1203105	Wellaweediya South	gnd	687	685	1	1	0	0	0	0
LK-1306090	Kuda Aruggoda West	gnd	687	683	1	2	1	0	0	0
LK-5121050	Ayiththiyamalai North	gnd	687	590	96	1	0	0	0	0
LK-7139125	Halmillakulama	gnd	687	681	4	0	1	0	0	1
LK-8103080	Haddattawa	gnd	687	678	8	0	0	0	0	1
LK-9115240	Karadiyamulla	gnd	687	667	19	0	0	0	0	1
LK-1206125	Mahahunupitiya West	gnd	686	675	7	3	0	0	1	0
LK-1221055	Thudella North	gnd	686	684	0	0	2	0	0	0
LK-1233275	Mahara Nugegoda West	gnd	686	682	3	0	0	0	0	1
LK-2112095	Yatirawana	gnd	686	680	4	0	1	0	0	1
LK-2314205	Ruwanpura	gnd	686	667	17	1	0	0	0	1
LK-6248205	Morukkuliya	gnd	686	678	7	0	0	0	0	1
LK-8106045	Dehigama	gnd	686	668	17	0	1	0	0	0
LK-9112070	Gileemale South	gnd	686	665	9	0	0	0	0	12
LK-9215175	Arandara	gnd	686	670	16	0	0	0	0	0
LK-1324325	Welipitiya	gnd	685	683	1	0	0	0	0	1
LK-3134055	Gonapeenuwala Central	gnd	685	680	4	0	0	0	0	1
LK-4106030	Arali South	gnd	685	671	14	0	0	0	0	0
LK-5225010	Sainthamaruthu 02	gnd	685	683	2	0	0	0	0	0
LK-5225015	Sainthamaruthu 03	gnd	685	680	3	2	0	0	0	0
LK-8124255	Maligathenna	gnd	685	673	11	0	0	0	0	1
LK-1310105	Maputugala	gnd	684	670	12	0	0	0	0	2
LK-2154055	Malwattagama	gnd	684	679	4	0	0	0	0	1
LK-2233180	Meedeniya	gnd	684	680	3	0	0	0	0	1
LK-4506010	Kalmadunagar	gnd	684	652	29	0	1	0	0	2
LK-5324015	Mancholai	gnd	684	663	18	0	0	0	0	3
LK-1109105	Embilladeniya	gnd	683	679	4	0	0	0	0	0
LK-1118160	Horakandawala	gnd	683	678	5	0	0	0	0	0
LK-1227255	Malwatta	gnd	683	683	0	0	0	0	0	0
LK-3245155	Devinuwara North	gnd	683	678	0	3	1	0	0	1
LK-3309220	Andaragasyaya	gnd	683	662	14	0	1	0	0	6
LK-8230025	Hambegamuwa Colony	gnd	683	667	15	0	1	0	0	0
LK-1212070	Walbothale	gnd	682	676	5	0	1	0	0	0
LK-1215160	Yatiyana East	gnd	682	678	1	0	0	0	0	3
LK-1233235	Kirillawala	gnd	682	679	3	0	0	0	0	0
LK-1336075	Maragahadeniya	gnd	682	665	17	0	0	0	0	0
LK-2209100	Naula	gnd	682	677	4	1	0	0	0	0
LK-3133065	Batapola North	gnd	682	673	7	0	0	0	0	2
LK-4133155	Kondavil North East	gnd	682	676	5	0	1	0	0	0
LK-1303035	Paratta West	gnd	681	679	1	0	0	0	0	1
LK-2112245	Kalugalawatta	gnd	681	667	12	0	0	0	0	2
LK-6169070	Siyambalagaskotuwa	gnd	681	677	3	0	0	0	0	1
LK-7139115	Nelawagama	gnd	681	667	11	0	3	0	0	0
LK-3206070	Pallegama South	gnd	680	672	8	0	0	0	0	0
LK-5112045	Thalavai	gnd	680	590	90	0	0	0	0	0
LK-6242155	Meda Kottaramulla	gnd	680	673	5	0	1	0	0	1
LK-8221070	Neluwagala	gnd	680	637	33	0	1	0	0	9
LK-1109180	Battaramulla North	gnd	679	660	0	18	0	0	0	1
LK-1209125	Halpe 1	gnd	679	670	7	1	0	0	1	0
LK-1218030	Bopitiya	gnd	679	661	5	0	2	0	0	11
LK-1306065	Gammanpila	gnd	679	662	9	2	4	0	0	2
LK-3303075	Mahawelikada Ara	gnd	679	652	10	0	0	0	0	17
LK-4109090	Pandatheruppu	gnd	679	663	16	0	0	0	0	0
LK-7148055	Kurunduwewa	gnd	679	662	17	0	0	0	0	0
LK-8103145	Poojanagaraya	gnd	679	671	7	0	0	0	0	1
LK-1136320	Nivungama	gnd	678	673	5	0	0	0	0	0
LK-6233065	Thimbilla	gnd	678	667	8	0	0	0	0	3
LK-7206070	New Town	gnd	678	659	16	0	0	0	0	3
LK-1324290	Maligahena	gnd	677	675	2	0	0	0	0	0
LK-2133145	Nugawela	gnd	677	666	0	7	3	0	0	1
LK-2151230	Kekulanda	gnd	677	654	23	0	0	0	0	0
LK-3106125	Pathegangoda	gnd	677	657	5	0	0	0	0	15
LK-3139040	Piyadigama	gnd	677	675	1	0	0	0	0	1
LK-6227060	Wetiya	gnd	677	659	18	0	0	0	0	0
LK-9106155	Walandura	gnd	677	648	20	0	2	0	0	7
LK-9218180	Dummaladeniya	gnd	677	666	7	0	0	0	0	4
LK-1224405	Ihala Imbulgoda South	gnd	676	672	0	2	0	0	0	2
LK-3109035	Yatagala	gnd	676	666	7	0	0	0	0	3
LK-6203070	Musalpitiya	gnd	676	623	49	1	0	0	0	3
LK-6203140	Nirmalapura	gnd	676	663	11	1	1	0	0	0
LK-9127025	Karangoda	gnd	676	659	11	0	3	0	0	3
LK-9127100	Hangamuwa	gnd	676	658	14	1	0	0	0	3
LK-1112020	Atigala East	gnd	675	664	5	1	0	0	0	5
LK-1224340	Ganemulla North	gnd	675	665	3	4	2	0	0	1
LK-1224470	Embaraluwa North 1	gnd	675	671	1	3	0	0	0	0
LK-1227385	Haggalla	gnd	675	668	6	0	0	0	0	1
LK-1236095	Nungamugoda	gnd	675	659	0	11	5	0	0	0
LK-1303215	Walapala	gnd	675	669	0	2	0	0	0	4
LK-5321105	Batukachchiya	gnd	675	659	15	0	0	0	0	1
LK-8106020	Keselpotha North	gnd	675	657	17	0	0	0	0	1
LK-8215040	Hidikivula	gnd	675	648	26	0	0	0	0	1
LK-9224030	Alawathura	gnd	675	660	14	0	0	0	0	1
LK-2121025	Wewere	gnd	674	660	13	0	1	0	0	0
LK-4509190	Uthayanagar West	gnd	674	656	11	0	6	0	0	1
LK-7210020	Katuwanvila East	gnd	674	619	52	2	0	0	0	1
LK-7212270	Mudungama	gnd	674	665	8	0	0	0	0	1
LK-9106005	Amuhenkanda	gnd	674	658	16	0	0	0	0	0
LK-9124065	Gallinna	gnd	674	669	3	0	0	0	0	2
LK-9142170	Rakwana South	gnd	674	652	14	0	1	0	0	7
LK-1103130	Slave Island	gnd	673	673	0	0	0	0	0	0
LK-2157060	Nawalapitiya North	gnd	673	672	1	0	0	0	0	0
LK-2306295	Poramadulla	gnd	673	664	5	0	2	0	1	1
LK-6206030	Karathivu North	gnd	673	654	19	0	0	0	0	0
LK-8203135	Rathupasketiya	gnd	673	664	9	0	0	0	0	0
LK-9136110	Horanekarakanda	gnd	673	656	13	0	1	0	1	2
LK-1106015	Halmulla	gnd	672	669	1	0	0	0	0	2
LK-2112015	Ihala Yatawara	gnd	672	670	2	0	0	0	0	0
LK-3303070	Beddewewa	gnd	672	658	12	0	0	0	0	2
LK-5115035	Eravur 02C	gnd	672	669	3	0	0	0	0	0
LK-1215440	Yagodamulla North	gnd	671	667	2	0	1	0	0	1
LK-1233375	Pahala Karagahamuna East	gnd	671	669	2	0	0	0	0	0
LK-1233445	Nathuduwa	gnd	671	666	4	1	0	0	0	0
LK-1321355	Wattamulla	gnd	671	666	4	0	1	0	0	0
LK-1324380	Dharga Town	gnd	671	670	0	1	0	0	0	0
LK-2127170	Pallegunnepana South	gnd	671	669	1	0	0	0	0	1
