region_id	region_name	region_ent_type	total_value	electricity_grid	kerosene_lamp	solar_grid	solar_standalone	bio_gas	generator	other
LK-8112010	Baduluoya West	gnd	314	307	6	0	0	0	0	1
LK-8118085	Palagolla	gnd	314	312	2	0	0	0	0	0
LK-1115230	Weragolla South	gnd	313	310	3	0	0	0	0	0
LK-1118045	Halpe	gnd	313	307	5	0	1	0	0	0
LK-1221035	Dehiyagatha South	gnd	313	308	5	0	0	0	0	0
LK-1227220	Ranpokunagama	gnd	313	313	0	0	0	0	0	0
LK-1227740	Lavulupitiya	gnd	313	308	5	0	0	0	0	0
LK-1230565	Nikawala	gnd	313	311	2	0	0	0	0	0
LK-1327205	Dodangoda East	gnd	313	309	4	0	0	0	0	0
LK-2139040	Kiriwavula East	gnd	313	307	6	0	0	0	0	0
LK-2157110	Mapakanda North	gnd	313	310	3	0	0	0	0	0
LK-2306020	Idamalanda	gnd	313	311	1	0	1	0	0	0
LK-3106255	Randombe South	gnd	313	312	1	0	0	0	0	0
LK-3109175	Kirinuge	gnd	313	309	1	0	0	0	0	3
LK-3112115	Thalagaspe	gnd	313	311	2	0	0	0	0	0
LK-3124095	Nagoda	gnd	313	313	0	0	0	0	0	0
LK-3136120	Dodandugoda	gnd	313	311	0	0	0	0	0	2
LK-3139150	Mahamodara	gnd	313	313	0	0	0	0	0	0
LK-3148155	Kottawa East	gnd	313	308	5	0	0	0	0	0
LK-3151135	Hettigoda	gnd	313	311	2	0	0	0	0	0
LK-3212090	Beragama East	gnd	313	311	2	0	0	0	0	0
LK-3236190	Palatuwa	gnd	313	311	1	0	0	0	0	1
LK-3309050	Dambewelena	gnd	313	311	0	0	0	0	0	2
LK-3321155	Raluwa	gnd	313	300	11	2	0	0	0	0
LK-4124060	Vaththirayan	gnd	313	301	12	0	0	0	0	0
LK-4303040	Olumadu	gnd	313	280	29	0	3	0	0	1
LK-4412065	Oddusuddan	gnd	313	300	13	0	0	0	0	0
LK-5245100	Sangamangramam	gnd	313	290	23	0	0	0	0	0
LK-6172035	Ihala Elathalawa	gnd	313	307	6	0	0	0	0	0
LK-6187385	Morugama	gnd	313	308	4	0	1	0	0	0
LK-6248015	Thulawala	gnd	313	310	2	0	0	0	0	1
LK-7118060	Pihimbiyagollewa	gnd	313	297	15	0	0	0	0	1
LK-7136065	Nachchadoowa	gnd	313	311	2	0	0	0	0	0
LK-8119060	Janathapura	gnd	313	305	3	1	0	0	0	4
LK-9145150	Muttettupola	gnd	313	296	10	0	1	0	0	6
LK-9212150	Dikkohupitiya	gnd	313	305	7	0	1	0	0	0
LK-9218150	Boorunnawa	gnd	313	311	1	0	0	0	0	1
LK-1318105	Pethigamuwa South	gnd	312	305	7	0	0	0	0	0
LK-1324110	Yovungama	gnd	312	309	3	0	0	0	0	0
LK-1336165	Magura West	gnd	312	305	7	0	0	0	0	0
LK-2142125	Panvilathenna	gnd	312	303	8	1	0	0	0	0
LK-2157080	Greenwood	gnd	312	310	2	0	0	0	0	0
LK-2209220	Hapugasyaya	gnd	312	299	11	0	0	0	0	2
LK-2303255	Niyamgamdora	gnd	312	309	3	0	0	0	0	0
LK-3154070	Attaragoda	gnd	312	311	1	0	0	0	0	0
LK-3154265	Dommannegoda	gnd	312	310	2	0	0	0	0	0
LK-3306050	Seenimunna	gnd	312	309	3	0	0	0	0	0
LK-3309105	Rohanapura	gnd	312	312	0	0	0	0	0	0
LK-3315265	Ambalanthota South	gnd	312	309	3	0	0	0	0	0
LK-4306050	Eramperiyakulama	gnd	312	312	0	0	0	0	0	0
LK-4406035	Palinagar	gnd	312	295	14	2	0	0	0	1
LK-5324090	Periya Kinniya	gnd	312	311	1	0	0	0	0	0
LK-5330075	Sirimangalapura	gnd	312	307	5	0	0	0	0	0
LK-6106155	Kurundankulama	gnd	312	311	1	0	0	0	0	0
LK-6124130	Mahawa West	gnd	312	306	6	0	0	0	0	0
LK-6127030	Kambuwatawana	gnd	312	297	14	1	0	0	0	0
LK-6136220	Medagama	gnd	312	309	2	1	0	0	0	0
LK-6142040	Kiniyama East	gnd	312	294	18	0	0	0	0	0
LK-6172155	Kirindawa	gnd	312	307	5	0	0	0	0	0
LK-6209010	Moonamalgaswewa	gnd	312	293	16	1	1	0	0	1
LK-7154005	Navakkulama	gnd	312	306	5	0	0	0	0	1
LK-9139085	Madalagama	gnd	312	307	4	0	0	0	0	1
LK-9218370	Polgampala	gnd	312	308	4	0	0	0	0	0
LK-9218385	Pahala Lenagala	gnd	312	308	3	0	0	0	0	1
LK-9224010	Getiyamulla	gnd	312	310	2	0	0	0	0	0
LK-1115015	Kanampella East	gnd	311	306	4	1	0	0	0	0
LK-1215200	Peralanda	gnd	311	310	0	0	0	0	0	1
LK-1227280	Mudagamuwa	gnd	311	308	1	0	0	0	0	2
LK-1230370	Pelahela	gnd	311	310	1	0	0	0	0	0
LK-1315140	Warakagoda West	gnd	311	308	3	0	0	0	0	0
LK-1336025	Kapugedara	gnd	311	306	5	0	0	0	0	0
LK-2124120	Dunhinna	gnd	311	306	5	0	0	0	0	0
LK-3130030	Nambara Atta	gnd	311	307	4	0	0	0	0	0
LK-3151180	Kodagoda East	gnd	311	305	5	0	1	0	0	0
LK-3333025	Kadiragoda	gnd	311	304	5	0	0	0	0	2
LK-3333260	Pallikkudawa Rural	gnd	311	305	4	0	0	0	0	2
LK-4130270	Iddaikurichchi	gnd	311	301	9	1	0	0	0	0
LK-4212020	Thomaspuri	gnd	311	305	6	0	0	0	0	0
LK-4303080	Puliyankulam South	gnd	311	293	18	0	0	0	0	0
LK-4506070	Tharmapuram West	gnd	311	279	31	0	1	0	0	0
LK-5103070	Mankerny South	gnd	311	264	46	0	0	0	0	1
LK-5130045	Munaikkadu South	gnd	311	288	23	0	0	0	0	0
LK-5236090	Akkaraipattu 02	gnd	311	309	2	0	0	0	0	0
LK-6103015	Sandagala Palatha	gnd	311	308	3	0	0	0	0	0
LK-6136090	Avulegama	gnd	311	303	8	0	0	0	0	0
LK-6163420	Metiyampotha	gnd	311	307	4	0	0	0	0	0
LK-6239190	Pahala Hattiniya	gnd	311	308	2	1	0	0	0	0
LK-7106095	Ihala Usgollewa	gnd	311	310	1	0	0	0	0	0
LK-7121180	Kelenikawewa	gnd	311	301	7	0	1	0	0	2
LK-9203370	Henepola	gnd	311	302	7	0	1	0	0	1
LK-1206075	Ethgala South	gnd	310	304	6	0	0	0	0	0
LK-1206300	Raddolugama North A	gnd	310	310	0	0	0	0	0	0
LK-1227465	Welagedara	gnd	310	307	2	0	0	0	0	1
LK-1318180	Uduwara East	gnd	310	308	2	0	0	0	0	0
LK-1324155	Magalkanda North	gnd	310	308	1	0	0	0	0	1
LK-2124235	Randeniya	gnd	310	309	1	0	0	0	0	0
LK-2309370	Mahakudugala	gnd	310	294	8	1	7	0	0	0
LK-3106070	Kosgoda	gnd	310	307	2	0	0	0	0	1
LK-3227060	Lenabatuwa	gnd	310	301	7	0	0	0	0	2
LK-3239125	Paranakade	gnd	310	310	0	0	0	0	0	0
LK-3312035	Yahangala West	gnd	310	301	6	0	1	0	0	2
LK-3324040	Ambagas Ara	gnd	310	306	3	0	1	0	0	0
LK-4133145	Kondavil Centre West	gnd	310	310	0	0	0	0	0	0
LK-4203005	Talaimannar North	gnd	310	302	8	0	0	0	0	0
LK-4215005	Arippu West	gnd	310	292	17	0	1	0	0	0
LK-4415170	Mulliyawalai North	gnd	310	290	18	1	1	0	0	0
LK-6127075	Saliyagama	gnd	310	301	9	0	0	0	0	0
LK-6130285	Udathammita	gnd	310	301	8	0	0	0	0	1
LK-6160215	Wadiyagoda	gnd	310	299	9	0	0	0	0	2
LK-6178395	Elibichchiya	gnd	310	308	2	0	0	0	0	0
LK-6242100	Pahala Kottaramulla	gnd	310	306	4	0	0	0	0	0
LK-8124080	Welikemulla	gnd	310	300	9	0	0	0	0	1
LK-9103125	Kendangamuwa	gnd	310	302	7	0	0	0	0	1
LK-9145075	Palugahawela	gnd	310	291	15	0	4	0	0	0
LK-1230575	Giridara	gnd	309	304	5	0	0	0	0	0
LK-1309145	Batuvita North	gnd	309	307	2	0	0	0	0	0
LK-1321385	Katukurunda	gnd	309	306	2	1	0	0	0	0
LK-2127065	Lunuketiyamaditta	gnd	309	305	4	0	0	0	0	0
LK-2133105	Rajasinghagama	gnd	309	301	7	0	0	0	0	1
LK-2133310	Hamangoda South	gnd	309	306	3	0	0	0	0	0
LK-2227160	Nagolla	gnd	309	297	12	0	0	0	0	0
LK-2302180	Hunugaloya	gnd	309	299	9	0	1	0	0	0
LK-2312200	Kandapola East	gnd	309	305	3	0	1	0	0	0
LK-3112110	Kellapatha	gnd	309	304	4	1	0	0	0	0
LK-3124185	Keppitiyagoda North	gnd	309	306	3	0	0	0	0	0
LK-3148065	Nevungala	gnd	309	307	2	0	0	0	0	0
LK-3203130	Aluwana	gnd	309	294	15	0	0	0	0	0
LK-3221090	Padili Kokmaduwa	gnd	309	307	2	0	0	0	0	0
LK-3227075	Pitakatuwana	gnd	309	307	2	0	0	0	0	0
LK-3236065	Thihagoda East	gnd	309	304	1	4	0	0	0	0
LK-4306040	Acres 400	gnd	309	303	5	0	1	0	0	0
LK-4509180	Urithirapuram West	gnd	309	304	4	0	0	0	1	0
LK-5212165	Udagirigama East	gnd	309	307	2	0	0	0	0	0
LK-5242075	Moragahapallama	gnd	309	308	1	0	0	0	0	0
LK-6127070	Pathirennegama	gnd	309	302	6	0	0	0	0	1
LK-6136040	Walpaluwa	gnd	309	298	10	0	0	0	0	1
LK-6148075	Dunupotha	gnd	309	299	10	0	0	0	0	0
LK-6172170	Kumbukkotuwa	gnd	309	294	15	0	0	0	0	0
LK-6175065	Ihala Yagamwela	gnd	309	300	7	0	0	0	0	2
LK-6178200	Kadirapola	gnd	309	308	1	0	0	0	0	0
LK-7118145	Sandamalgama	gnd	309	295	14	0	0	0	0	0
LK-7121130	Kohombagaskada	gnd	309	289	20	0	0	0	0	0
LK-7145050	Jayasirigama	gnd	309	306	2	0	0	0	0	1
LK-8215065	Kolonvinna	gnd	309	304	4	0	1	0	0	0
LK-9109040	Handukanda	gnd	309	302	6	0	1	0	0	0
LK-9124085	Ihala Hakamuwa	gnd	309	298	11	0	0	0	0	0
LK-9145010	Ilukkumbura	gnd	309	304	5	0	0	0	0	0
LK-9218200	Thambugala	gnd	309	299	7	0	1	0	1	1
LK-9218355	Thambadiya	gnd	309	302	7	0	0	0	0	0
LK-9224110	Punehela	gnd	309	292	17	0	0	0	0	0
LK-1233100	Buthpitiya South	gnd	308	304	3	0	0	0	0	1
LK-1312205	Paragoda West	gnd	308	305	3	0	0	0	0	0
LK-1312225	Mahagama East	gnd	308	303	4	1	0	0	0	0
LK-1321030	Melegama North	gnd	308	307	0	0	0	0	0	1
LK-1330165	Horawala	gnd	308	307	0	0	0	0	0	1
LK-1336190	Ingurudaluwa	gnd	308	300	8	0	0	0	0	0
LK-2124220	Gangasirigama	gnd	308	306	0	0	0	0	0	2
LK-2127060	Delgaslanda	gnd	308	299	5	0	1	0	0	3
LK-2139125	Hendeniya West	gnd	308	306	0	0	0	0	0	2
LK-2151020	Galgediyawa	gnd	308	308	0	0	0	0	0	0
LK-2230060	Dambagolla	gnd	308	298	10	0	0	0	0	0
LK-3124135	Udugama	gnd	308	306	1	0	0	0	1	0
LK-3218025	Peddapitiya North	gnd	308	304	3	0	0	0	0	1
LK-3239010	Pathegama	gnd	308	299	8	1	0	0	0	0
LK-3315005	Siyambalakote	gnd	308	303	2	0	0	0	0	3
LK-4106020	Arali West	gnd	308	299	9	0	0	0	0	0
LK-4109120	Mathagal West	gnd	308	300	8	0	0	0	0	0
LK-4112035	Ganeshwaram	gnd	308	305	2	0	0	0	0	1
LK-4203045	Pesalai North	gnd	308	297	11	0	0	0	0	0
LK-4509045	Kanakapuram	gnd	308	303	1	0	0	0	0	4
LK-5212210	Udayapura	gnd	308	301	6	0	1	0	0	0
LK-5327145	Thoppur	gnd	308	306	2	0	0	0	0	0
LK-6145210	Bogolla	gnd	308	303	3	0	1	0	0	1
LK-6145225	Yayegedara	gnd	308	300	8	0	0	0	0	0
LK-6148125	Moragane	gnd	308	301	7	0	0	0	0	0
LK-6166175	Parakumbura	gnd	308	303	5	0	0	0	0	0
LK-6178300	Villiyagama	gnd	308	302	5	0	0	0	0	1
LK-6184020	Wennoruwa East	gnd	308	303	5	0	0	0	0	0
LK-6187265	Wellewa	gnd	308	306	2	0	0	0	0	0
LK-6221100	Baranankattuwa	gnd	308	290	12	0	6	0	0	0
LK-6221110	Mahasembukuliya	gnd	308	296	11	0	1	0	0	0
LK-7124060	Thimbiriattawala	gnd	308	287	21	0	0	0	0	0
LK-7124155	Nabadawewa	gnd	308	301	7	0	0	0	0	0
LK-9112080	Embuldeniya	gnd	308	299	4	0	0	0	0	5
LK-9115150	Pallewela	gnd	308	303	5	0	0	0	0	0
LK-9130040	Gangodakanda	gnd	308	297	10	0	1	0	0	0
LK-9209210	Pannala	gnd	308	305	3	0	0	0	0	0
LK-1118030	Waga South	gnd	307	288	13	0	5	0	0	1
LK-1227270	Katuwasgoda	gnd	307	306	1	0	0	0	0	0
LK-1227590	Sapugasthenna	gnd	307	304	3	0	0	0	0	0
LK-1227730	Walgammulla	gnd	307	305	1	1	0	0	0	0
LK-2106160	Dolapihilla South	gnd	307	302	4	0	0	0	0	1
LK-2302030	Kadadora	gnd	307	304	3	0	0	0	0	0
LK-3142010	Pannamaga	gnd	307	305	1	1	0	0	0	0
LK-3142190	Navinna	gnd	307	307	0	0	0	0	0	0
LK-3148005	Nawala	gnd	307	302	5	0	0	0	0	0
LK-3148140	Polpagoda	gnd	307	305	2	0	0	0	0	0
LK-3206005	Mederipitiya	gnd	307	299	5	0	2	0	0	1
LK-3221160	Vilegoda	gnd	307	299	8	0	0	0	0	0
LK-3224135	Sulthanagoda West	gnd	307	303	1	0	0	0	0	3
LK-3230010	Denagama North	gnd	307	299	5	0	0	0	0	3
LK-3248200	Bambarenda West	gnd	307	307	0	0	0	0	0	0
LK-3318035	Thalawa North	gnd	307	307	0	0	0	0	0	0
LK-4203170	Uppukulam South	gnd	307	304	3	0	0	0	0	0
LK-4309005	Palamoddai	gnd	307	293	14	0	0	0	0	0
LK-5221085	Kalmunai  01	gnd	307	306	1	0	0	0	0	0
LK-6133105	Boraluwa	gnd	307	303	3	0	1	0	0	0
LK-6151150	Yanthampalawa	gnd	307	302	0	0	0	0	0	5
LK-6166010	Medagama	gnd	307	303	2	0	2	0	0	0
LK-6172290	Kongolla	gnd	307	305	2	0	0	0	0	0
LK-6206050	Vanathavilluwa North	gnd	307	299	5	1	1	0	0	1
LK-6206085	Mailankulama	gnd	307	302	4	0	1	0	0	0
LK-6212095	Konkadawala	gnd	307	301	5	0	0	0	0	1
LK-6230010	Mahamaeliya	gnd	307	301	5	1	0	0	0	0
LK-6239085	Meda Walahapitiya	gnd	307	305	2	0	0	0	0	0
LK-6239215	Horagolla North	gnd	307	307	0	0	0	0	0	0
LK-7210110	Menikwela	gnd	307	295	11	0	0	0	0	1
LK-7212125	Weerana	gnd	307	305	2	0	0	0	0	0
LK-8209105	Thambana	gnd	307	290	15	0	1	0	0	1
LK-8212120	Siyambalanduwa	gnd	307	304	2	0	0	0	0	1
LK-9206340	Hemmathagama	gnd	307	303	3	0	0	0	0	1
LK-9209040	Katugaha	gnd	307	303	4	0	0	0	0	0
LK-9215185	Kinigama	gnd	307	304	3	0	0	0	0	0
LK-1118200	Kahawala	gnd	306	301	2	3	0	0	0	0
LK-1230145	Kuttivila	gnd	306	293	13	0	0	0	0	0
LK-1230475	Wanaluwawa North	gnd	306	305	1	0	0	0	0	0
LK-1315060	Remuna	gnd	306	305	1	0	0	0	0	0
LK-1315085	Koodella	gnd	306	301	5	0	0	0	0	0
LK-1321330	Kalutara South A	gnd	306	305	0	1	0	0	0	0
LK-2136125	Udawela Pahalagama	gnd	306	303	3	0	0	0	0	0
LK-2142135	Thumpelawaka	gnd	306	303	3	0	0	0	0	0
LK-2154100	Yatapana	gnd	306	299	6	0	0	0	0	1
LK-3109045	Mabingoda	gnd	306	304	2	0	0	0	0	0
LK-3154085	Morampitigoda	gnd	306	305	1	0	0	0	0	0
LK-4106055	Vadducoddai West	gnd	306	296	10	0	0	0	0	0
LK-4312035	Kurukkalputhukkulam	gnd	306	292	14	0	0	0	0	0
LK-4412080	Palampasi	gnd	306	291	8	2	4	0	0	1
LK-5133140	Mandur 1 And 2 South	gnd	306	293	12	0	0	0	0	1
LK-5206095	Marangala	gnd	306	269	25	0	1	0	0	11
LK-5212095	Senagama North	gnd	306	299	6	0	0	0	0	1
LK-5242080	Damana	gnd	306	303	3	0	0	0	0	0
LK-5242085	Alahena	gnd	306	303	3	0	0	0	0	0
LK-5321070	Rajaela Unit 03	gnd	306	305	1	0	0	0	0	0
LK-6109025	Katugampalagama	gnd	306	293	13	0	0	0	0	0
LK-6124225	Kumbukwewa	gnd	306	299	7	0	0	0	0	0
LK-6136065	Wanduressa	gnd	306	305	1	0	0	0	0	0
LK-6139045	Pubbiliya	gnd	306	297	8	0	1	0	0	0
LK-6149080	Nelunkanuwa	gnd	306	295	10	0	0	0	0	1
LK-6218155	Angunavila	gnd	306	294	11	0	1	0	0	0
LK-6236225	Mugunuwatawana	gnd	306	301	4	0	1	0	0	0
LK-6239210	Maranda South	gnd	306	306	0	0	0	0	0	0
LK-6245240	Waikkala North	gnd	306	306	0	0	0	0	0	0
LK-7212100	Track 05 Aralaganvila	gnd	306	296	9	1	0	0	0	0
LK-9103095	Eheliyagoda Watta	gnd	306	293	7	0	0	0	0	6
LK-9115135	Alakolaella	gnd	306	293	12	0	0	0	0	1
LK-9115190	Thotapalla	gnd	306	304	2	0	0	0	0	0
LK-9139095	Miyanavita East	gnd	306	288	17	0	1	0	0	0
LK-9221030	Lenagala	gnd	306	298	7	1	0	0	0	0
LK-9230110	Hinguralakanda East	gnd	306	303	3	0	0	0	0	0
LK-1209190	Wekada	gnd	305	298	3	2	0	0	0	2
LK-1212475	Hapitigama	gnd	305	303	2	0	0	0	0	0
LK-1230355	Helummahara	gnd	305	303	1	1	0	0	0	0
LK-1230645	Lansiyahena	gnd	305	298	5	1	0	0	0	1
LK-1310020	Kottiyawatta	gnd	305	297	8	0	0	0	0	0
LK-1324185	Kalavilakanda	gnd	305	304	1	0	0	0	0	0
LK-1336055	Ambegoda	gnd	305	296	7	0	2	0	0	0
LK-2139430	Gelioya	gnd	305	305	0	0	0	0	0	0
LK-3106190	Berathuduwa	gnd	305	298	6	0	0	0	0	1
LK-3136025	Hikkaduwa Nagarikaya	gnd	305	303	0	1	0	0	1	0
LK-3145090	Akmeemana	gnd	305	304	0	0	0	0	0	1
LK-3148030	Wathogala	gnd	305	299	5	0	0	0	0	1
LK-3209120	Mologgamuwa South	gnd	305	294	10	0	0	0	0	1
LK-3209180	Andaluwa	gnd	305	300	5	0	0	0	0	0
LK-3245075	Thalalla East	gnd	305	302	0	2	0	0	0	1
LK-3248145	Dickwella East	gnd	305	304	1	0	0	0	0	0
LK-4124010	Kudaththanai	gnd	305	292	13	0	0	0	0	0
LK-4418040	Ethawetunawewa	gnd	305	298	7	0	0	0	0	0
LK-5133180	Palachcholai	gnd	305	299	6	0	0	0	0	0
LK-5224065	Pandiruppu 02A	gnd	305	299	5	1	0	0	0	0
LK-5327020	Sampoor East	gnd	305	297	8	0	0	0	0	0
LK-6106090	Jayalanda	gnd	305	304	1	0	0	0	0	0
LK-6130155	Kahatawela	gnd	305	301	4	0	0	0	0	0
LK-6136020	Konotta	gnd	305	286	19	0	0	0	0	0
LK-6142005	Molaeliya	gnd	305	295	8	0	2	0	0	0
LK-6149045	Bamunakotuwa	gnd	305	302	2	0	1	0	0	0
LK-6166140	Godavita	gnd	305	302	3	0	0	0	0	0
LK-6181065	Dambagirigama West	gnd	305	296	5	0	0	0	0	4
LK-6181075	Ranawatta	gnd	305	294	11	0	0	0	0	0
LK-7109075	Mahadivulwewa	gnd	305	290	15	0	0	0	0	0
LK-7203135	Hinguraka Bandaragama	gnd	305	304	1	0	0	0	0	0
LK-9112170	Egoda Malwala	gnd	305	304	1	0	0	0	0	0
LK-9145140	Madawalalanda	gnd	305	288	14	0	2	0	0	1
LK-1227250	Orchardwatta North	gnd	304	301	2	0	0	0	0	1
LK-1230045	Mahal Loluwa	gnd	304	301	1	0	0	0	0	2
LK-1330210	Walagedara North	gnd	304	303	1	0	0	0	0	0
LK-2127040	Pallegama	gnd	304	301	3	0	0	0	0	0
LK-2303040	Nawa Morape	gnd	304	304	0	0	0	0	0	0
LK-2310440	Morahela	gnd	304	295	8	1	0	0	0	0
LK-2310610	Sooriyagahapathana Pahala	gnd	304	301	3	0	0	0	0	0
LK-3106240	Viharagoda	gnd	304	302	1	1	0	0	0	0
LK-3118025	Habarakada West	gnd	304	304	0	0	0	0	0	0
LK-3215040	Thalahagama West	gnd	304	298	5	0	0	0	0	1
LK-3224090	Kirimetimulla North	gnd	304	302	2	0	0	0	0	0
LK-3242040	Deeyagaha West	gnd	304	303	1	0	0	0	0	0
LK-3248090	Wattegama	gnd	304	303	1	0	0	0	0	0
LK-3248185	Batheegama West	gnd	304	303	0	0	0	0	0	1
LK-3309120	Polgahawelena	gnd	304	302	1	0	0	0	0	1
LK-3333190	Godawanagoda	gnd	304	302	2	0	0	0	0	0
LK-4415020	Shemmalai	gnd	304	298	5	0	1	0	0	0
LK-4509080	Maruthanagar	gnd	304	281	23	0	0	0	0	0
LK-5130065	Paddippalai	gnd	304	279	25	0	0	0	0	0
LK-5248130	Inspector Etham	gnd	304	272	32	0	0	0	0	0
LK-6106220	Jayabima	gnd	304	303	1	0	0	0	0	0
LK-6121135	Divullegoda	gnd	304	297	6	0	1	0	0	0
LK-6148110	Magulagama	gnd	304	302	2	0	0	0	0	0
LK-6178130	Yayamulla	gnd	304	298	3	0	2	0	1	0
LK-6187395	Weligodapitiya	gnd	304	299	5	0	0	0	0	0
LK-6245010	Kolinjadiya North	gnd	304	301	1	2	0	0	0	0
LK-6248150	Ihala Mohottimulla	gnd	304	300	4	0	0	0	0	0
LK-7115010	Asirikgama	gnd	304	301	2	0	1	0	0	0
LK-7139045	Hunuvilagama	gnd	304	300	3	1	0	0	0	0
LK-8118200	Maussagolla East	gnd	304	298	6	0	0	0	0	0
LK-8127145	Ranhawadigama	gnd	304	302	1	0	0	0	0	1
LK-8218095	Madukotan Arawa	gnd	304	299	4	0	0	0	0	1
LK-8218125	Madugasmulla	gnd	304	297	7	0	0	0	0	0
LK-1209200	Agalegedara	gnd	303	302	1	0	0	0	0	0
LK-1230660	Thittapattara	gnd	303	301	2	0	0	0	0	0
LK-1233080	Malwathuhiripitiya	gnd	303	301	2	0	0	0	0	0
LK-1339045	Mallawachchigoda Gangabada	gnd	303	302	1	0	0	0	0	0
LK-2136030	Kotaligoda North	gnd	303	298	4	0	0	0	0	1
LK-2148015	Palugama	gnd	303	301	1	0	0	0	0	1
LK-2209065	Karavilahena	gnd	303	302	1	0	0	0	0	0
LK-2224010	Kandepitawala	gnd	303	294	9	0	0	0	0	0
LK-2306165	Rekitipe	gnd	303	299	1	0	1	0	0	2
LK-3136005	Wellawatta	gnd	303	302	1	0	0	0	0	0
LK-3136080	Katukoliha	gnd	303	300	0	1	0	0	0	2
LK-3218200	Paraduwa South	gnd	303	298	5	0	0	0	0	0
LK-3315180	Miniethiliya	gnd	303	298	4	0	1	0	0	0
LK-3325095	Welandagoda	gnd	303	290	11	0	0	0	0	2
LK-5124055	Kattankudy Division 4	gnd	303	290	0	13	0	0	0	0
LK-5242140	18A. Janapadaya	gnd	303	286	17	0	0	0	0	0
LK-5248055	Pothuvil 01/Unit II	gnd	303	301	2	0	0	0	0	0
LK-5333015	Karukkamunai	gnd	303	275	27	0	0	0	0	1
LK-6127240	Dagama	gnd	303	298	3	1	0	0	0	1
LK-7121140	Ambagahawewa	gnd	303	294	7	1	0	0	0	1
LK-7124070	Welimuwapothana	gnd	303	285	8	0	3	0	0	7
LK-7151045	Kuttikulama	gnd	303	294	5	0	0	0	0	4
LK-7154165	Kumbukwewa	gnd	303	302	0	0	0	0	0	1
LK-8206140	Polgahagama	gnd	303	295	7	0	0	0	0	1
LK-9103075	Pelpitiya	gnd	303	297	4	1	0	0	0	1
LK-9206225	Mahanthegama	gnd	303	301	2	0	0	0	0	0
LK-1209070	Polhena	gnd	302	301	1	0	0	0	0	0
LK-1227565	Urapola	gnd	302	300	1	0	1	0	0	0
LK-1230545	Egoda Guruwala	gnd	302	296	5	0	0	0	0	1
LK-1327215	Puhambugoda West	gnd	302	294	8	0	0	0	0	0
LK-1330260	Dewagoda	gnd	302	292	6	0	0	0	0	4
LK-1330275	Lewwanduwa West	gnd	302	301	1	0	0	0	0	0
LK-2148140	Pattiyagama Gabadagama North	gnd	302	292	10	0	0	0	0	0
LK-2203170	Galewela Town	gnd	302	299	3	0	0	0	0	0
LK-2227060	Kumbukandana	gnd	302	276	26	0	0	0	0	0
LK-2227100	Veheragala	gnd	302	283	19	0	0	0	0	0
LK-2230230	Thambalagala	gnd	302	299	3	0	0	0	0	0
LK-3106060	Hegalla-Piyagama	gnd	302	297	4	0	1	0	0	0
LK-3112015	Omatta	gnd	302	298	4	0	0	0	0	0
LK-3139220	Kaluwella	gnd	302	299	1	0	2	0	0	0
LK-3145300	Rathkindagoda	gnd	302	301	1	0	0	0	0	0
LK-3230120	Gangodagama	gnd	302	299	3	0	0	0	0	0
LK-3239150	Walliwala South	gnd	302	302	0	0	0	0	0	0
LK-3242095	Eduwa - Madurudoowa	gnd	302	298	4	0	0	0	0	0
LK-3330350	Nakulugamuwa North	gnd	302	294	5	1	0	0	0	2
LK-4139055	Velanai South	gnd	302	295	7	0	0	0	0	0
LK-4509055	Kannagaipuram	gnd	302	295	7	0	0	0	0	0
LK-5242100	Eggaloya	gnd	302	285	14	0	2	0	0	1
LK-5242105	Kethsirigama	gnd	302	298	3	1	0	0	0	0
LK-6109005	Medinnoruwa	gnd	302	296	6	0	0	0	0	0
LK-6127015	Thalawa	gnd	302	288	13	0	1	0	0	0
LK-6142075	Urapotta	gnd	302	297	5	0	0	0	0	0
LK-6142110	Maunawa	gnd	302	301	1	0	0	0	0	0
LK-6145305	Ihala Gomugomuwa	gnd	302	299	3	0	0	0	0	0
LK-7118135	Pandukabhayapura	gnd	302	290	10	0	1	0	0	1
LK-7118160	Mahakanadarawa R. B. Track 02	gnd	302	293	9	0	0	0	0	0
LK-7127190	Pandikaramaduwa	gnd	302	301	1	0	0	0	0	0
LK-7139110	Pahala Maragahawewa	gnd	302	299	3	0	0	0	0	0
LK-7215075	Wijayarajapura	gnd	302	298	3	1	0	0	0	0
LK-8124085	Unagolla	gnd	302	301	1	0	0	0	0	0
LK-8127200	Weliulla	gnd	302	295	6	0	0	0	0	1
LK-8206050	Thampalawela	gnd	302	297	3	0	1	0	0	1
LK-8206095	Makulla	gnd	302	296	6	0	0	0	0	0
LK-1209230	Dimbuldeniya	gnd	301	299	2	0	0	0	0	0
LK-1212670	Pasyala East	gnd	301	300	0	1	0	0	0	0
LK-1327105	Bombuwala North - East	gnd	301	294	7	0	0	0	0	0
LK-1336150	Batahena	gnd	301	297	3	0	0	0	0	1
LK-2139220	Aluthkanda	gnd	301	298	3	0	0	0	0	0
LK-3109075	Magala North	gnd	301	299	2	0	0	0	0	0
LK-3109085	Diyapitagallana	gnd	301	292	6	0	0	0	0	3
LK-3112025	Himbutugoda	gnd	301	301	0	0	0	0	0	0
LK-3212100	Diddenipotha South	gnd	301	300	1	0	0	0	0	0
LK-3218175	Galabadahena	gnd	301	297	4	0	0	0	0	0
LK-3230005	Denagama East	gnd	301	301	0	0	0	0	0	0
