region_id	region_name	region_name_in_data	region_ent_type	occupied_housing_units
LK-4406015	Kollavilankulam	Kollavilankulam	GND	137
LK-4406020	Moonrumurippu	Moonrumurippu	GND	176
LK-4406025	Naddankandal	Naddankandal	GND	124
LK-4406030	Oddaruththakulam	Oddaruththakulam	GND	195
LK-4406035	Palinagar	Palinagar	GND	312
LK-4406040	Pandiyankulam	Pandiyankulam	GND	251
LK-4406045	Ponnagar/Kuttymulai	Ponnagar/Kuttymulai	GND	38
LK-4406050	Poovarasankulam	Poovarasankulam	GND	110
LK-4406055	Selvapuram	Selvapuram	GND	169
LK-4406060	Siraddikulam	Siraddikulam	GND	51
LK-4406065	Sivapuram	Sivapuram	GND	46
LK-4406070	Vannivilankulam	Vannivilankulam	GND	119
LK-4406075	Vinayagapuram	Vinayagapuram	GND	89
LK-4409	Puthukkudiyiruppu	Puthukkudiyiruppu	DSD	10667
LK-4409005	Anandapuram	Anandapuram	GND	227
LK-4409010	Iranaippalai	Iranaippalai	GND	356
LK-4409015	Kombavil	Kombavil	GND	1180
LK-4409020	Mallikaithivu	Mallikaithivu	GND	410
LK-4409025	Manikkapuram	Manikkapuram	GND	324
LK-4409030	Mannakandal	Mannakandal	GND	221
LK-4409035	Manthuvil	Manthuvil	GND	503
LK-4409040	Puthukudiyiruppu East	Puthukudiyiruppu East	GND	664
LK-4409045	Puthukudiyiruppu West	Puthukudiyiruppu West	GND	1210
LK-4409050	Sivanagar	Sivanagar	GND	372
LK-4409055	Suthanthirapuram	Suthanthirapuram	GND	677
LK-4409060	Theravil	Theravil	GND	355
LK-4409065	Thevipuram	Thevipuram	GND	788
LK-4409070	Udayarkattu North	Udaiyarkaddu North	GND	560
LK-4409075	Udayarkattu South	Udaiyarkaddu South	GND	888
LK-4409080	Vallipunam	Vallipunam	GND	506
LK-4409085	Valluvarpuram	Valluvarpuram	GND	341
LK-4409090	Visuvamadu East	Visuvamadu East	GND	410
LK-4409095	Visuvamadu West	Visuvamadu West	GND	675
LK-4412	Oddusuddan	Oddusuddan	DSD	5078
LK-4412005	Ampakamam	Ampakamam	GND	113
LK-4412010	Ganeshapuram	Ganeshapuram	GND	65
LK-4412015	Indupuram	Indupuram	GND	326
LK-4412020	Kanagarathinapuram	Kanagarathinapuram	GND	94
LK-4412025	Karuvelankandal	Karuvelankandal	GND	97
LK-4412030	Katchilaimadu	Katchilaimadu	GND	256
LK-4412035	Kathaliyarsamalankulam	Kathaliyarsamlankulam	GND	269
LK-4412040	Koolamurippu	koolamurippu	GND	125
LK-4412045	Manavalanpaddamurippu	Manavalanpaddamurippu	GND	145
LK-4412050	Mankulam	Mankulam	GND	563
LK-4412055	Muththuaiyankaddukulam	Muththaiyankaddukulam	GND	298
LK-4412060	Muthuvinayagapuram	Muthuvinayagarpuram	GND	202
LK-4412065	Oddusuddan	Oddusuddan	GND	313
LK-4412070	Olumadu	Olumadu	GND	158
LK-4412075	Othiyamalai	Othiyamalai	GND	67
LK-4412080	Palampasi	Palampasi	GND	305
LK-4412085	Pandaravanni	Pandaravanni	GND	121
LK-4412090	Panikkankulam	Panikkankulam	GND	151
LK-4412095	Peraru	Peraru	GND	88
LK-4412100	Periyaithimadu	Periyaithimadu	GND	53
LK-4412105	Periyakulam	Periyakulam	GND	24
LK-4412110	Puliyankulam	Puliyankulam	GND	100
LK-4412115	Thachchadampan	Thachchadampan	GND	185
LK-4412120	Thanduvan	Thanduvan	GND	116
LK-4412125	Thaddayarmalai	Thaddayarmalai	GND	189
LK-4412130	Thirumurukandi	Thirumurukanndy	GND	399
LK-4412135	Vithyapuram	Vithyapuram	GND	256
LK-4415	Maritimepattu	Maritimepattu	DSD	10393
LK-4415005	Alampil North	Alampil North	GND	148
LK-4415010	Alampil South	Alampil South	GND	289
LK-4415015	Ampalavanpokkanai	Ampalavanpokkanai	GND	320
LK-4415020	Shemmalai	Chemmalai	GND	301
LK-4415025	Shemmalai East	Chemmalai East	GND	87
LK-4415030	Chilawattai	Chilawattai	GND	449
LK-4415035	Chilawattai South	Chilawattai South	GND	142
LK-4415040	Keekkirapuram	Keekkirapuram	GND	327
LK-4415045	Kallappadu North	Kallappadu North	GND	165
LK-4415050	Kallappadu South	Kallappadu South	GND	472
LK-4415055	Kanukerny East	Kanukerny East	GND	158
LK-4415060	Kanukerny West	Kanukerny West	GND	190
LK-4415065	Karunaddukerny	Karunaddukerny	GND	170
LK-4415070	Keppapulavu	Keppapulavu	GND	370
LK-4415075	Kokkilai East	Kokkilai East	GND	157
LK-4415080	Kokkilai West	Kokkilai West	GND	207
LK-4415085	Kokuthoduvai Centre	Kokuthoduvai Centre	GND	99
LK-4415090	Kokuthoduvai North	Kokuthoduvai North	GND	119
LK-4415095	Kokuthoduvai South	Kokuthoduvai South	GND	59
LK-4415100	Kovilkudiyiruppu	Kovilkudiyiruppu	GND	59
LK-4415105	Kumarapuram	Kumarapuram	GND	356
LK-4415110	Kumulamunai Centre	Kumulamunai Centre	GND	185
LK-4415115	Kumulamunai East	Kumulamunai East	GND	243
LK-4415120	Kumulamunai West	Kumulamunai West	GND	133
LK-4415125	Mamoolai	Mamoolai	GND	388
LK-4415130	Manalkudiyiruppu	Manalkudiyiruppu	GND	60
LK-4415135	Mathavalasingankulam	Mathavalasingankulam	GND	210
LK-4415140	Mullaitivu South	Mullaitivu South	GND	237
LK-4415145	Mullaitivu Town	Mullaitivu Town	GND	30
LK-4415150	Mullivaikkal East	Mullivaikkal East	GND	377
LK-4415155	Mullivaikkal West	Mullivaikkal West	GND	285
LK-4415160	Mulliyawalai Centre	Mulliyawalai Centre	GND	140
LK-4415165	Mulliyawalai East	Mulliyawalai East	GND	393
LK-4415170	Mulliyawalai North	Mulliyawalai North	GND	306
LK-4415175	Mulliyawalai South	Mulliyawalai South	GND	144
LK-4415180	Mulliyawalai West	Mulliyawalai West	GND	556
LK-4415185	Neeravippiddy East	Neeravippiddy East	GND	130
LK-4415190	Neeravippiddy West	Neeravippiddy West	GND	180
LK-4415195	Putharikuda	Putharikuda	GND	128
LK-4415200	Selvapuram	Selvapuram	GND	385
LK-4415205	Thannimurippu	Thannimurippu	GND	106
LK-4415210	Thanneerudru East	Thanneerudru East	GND	63
LK-4415215	Thanneerudru West	Thanneerudru West	GND	240
LK-4415220	Uppumaveli	Uppumaveli	GND	345
LK-4415225	Vannankulam	Vannankulam	GND	80
LK-4415230	Vattapalai	Vattappalai	GND	405
LK-4418	Welioya	Welioya	DSD	3203
LK-4418005	Gajabapura	Gajabapura	GND	338
LK-4418010	Kalyanapura	Kalayanapura	GND	372
LK-4418015	Ehetugaswewa	Ehetugaswewa	GND	475
LK-4418020	Kiriibbanwewa	Kiriebbanwewa	GND	322
LK-4418025	Janakapura	Janakapura	GND	418
LK-4418030	Nawagajabapura	Nawagajabapura	GND	118
LK-4418035	Nikawewa Left	Nikawewa Left	GND	470
LK-4418040	Ethawetunawewa	Ethawatunawewa	GND	302
LK-4418045	Nikawewa South	Nikawewa South	GND	388
LK-45	Kilinochchi	Kilinochchi	DISTRICT	36484
LK-4503	Pachchilaipalli	Pachchilaipalli	DSD	3835
LK-4503005	Allipalai	Allipallai	GND	92
LK-4503010	Arasarkeni	Arasarkerni	GND	126
LK-4503015	Ittavil	Ittavil	GND	271
LK-4503020	Iyakkachchi	Iyakkachchi	GND	254
LK-4503025	Kachcharveli	Kachcharveli	GND	141
LK-4503030	Kilaly	Kilaly	GND	214
LK-4503035	Kovilvayal	Kovilvayal	GND	242
LK-4503040	Masar	Masar	GND	187
LK-4503045	Muhamalai	Muhamalai	GND	143
LK-4503050	Muhavil	Muhavil	GND	249
LK-4503055	Mullaiyadi	Mullaiyadi	GND	181
LK-4503060	Pallai Town	Pallai Town	GND	176
LK-4503065	Pulopalai	Pulopallai	GND	223
LK-4503070	Pulopalai West	Pulopallai West	GND	128
LK-4503075	Soranpattu	Soranpattu	GND	283
LK-4503080	Thambagamam	Thampakamam	GND	433
LK-4503085	Tharmakeny	Tharmakerny	GND	227
LK-4503090	Vempodukeny	Vempodukerny	GND	265
LK-4506	Kandavalai	Kandavalai	DSD	6858
LK-4506005	Elephant Pass	Elephant pass	GND	11
LK-4506010	Kalmadunagar	Kalmadunagar	GND	679
LK-4506015	Kandawalai	Kandawalai	GND	285
LK-4506020	Korakkankattu	Korakkankaddu	GND	454
LK-4506025	Kumarapuram	Kumarapuram	GND	274
LK-4506030	Murasumoddai	Murasumoddai	GND	209
LK-4506035	Paranthan Town	Paranthan Town	GND	693
LK-4506040	Periyakulam	Periyakulam	GND	357
LK-4506045	Piramanthanaru	Piramanthalaru	GND	615
LK-4506050	Puliyampokkanai	Puliyampokkanai	GND	356
LK-4506055	Punnaineeravi	Puthiya punnaineeravi	GND	1642
LK-4506060	Thattuwankotty	Thadduvankoddy	GND	82
LK-4506065	Tharmapuram East	Tharmapuram East	GND	453
LK-4506070	Tharmapuram West	Tharmapuram west	GND	311
LK-4506075	Umaiyalpuram	Umaiyalpuram	GND	238
LK-4506080	Uriyan	Uriyan	GND	199
LK-4509	Karachchi	Karachchi	DSD	19488
LK-4509005	Akkarayankulam	Akkarayankulam	GND	651
LK-4509010	Ambalkulam	Ambalkulam	GND	799
LK-4509015	Ambalnagar	Ambalnagar	GND	853
LK-4509020	Anaivilunthankulam	Anaivilunthankulam	GND	334
LK-4509025	Anandapuram	Anandapuram	GND	530
LK-4509030	Civic Centre	Civic Centre	GND	178
LK-4509035	Jeyanthinagar	Jeyanthinagar	GND	530
LK-4509040	Kanagampikaikulam	Kanagambigaikulam	GND	367
LK-4509045	Kanakapuram	Kanagapuram	GND	305
LK-4509050	Ganeshapuram	Kaneshapuram	GND	253
LK-4509055	Kannagaipuram	Kannagaipuram	GND	302
LK-4509060	Kilinochchi Town	Kilinochchi Town	GND	395
LK-4509065	Konavil	Konavil	GND	940
LK-4509070	Krishnapuram	Krishnapuram	GND	743
LK-4509075	Malaiyalapuram	Malaiyalapuram	GND	542
LK-4509080	Maruthanagar	Maruthanagar	GND	302
LK-4509085	Mavadiyamman	Mavadiyamman	GND	385
LK-4509090	Mayavanoor	Mayavanoor	GND	722
LK-4509095	Pannankandy	Pannakandy	GND	207
LK-4509100	Barathipuram	Barathypuram	GND	764
LK-4509105	Periyaparanthan	Periya Paranthan	GND	328
LK-4509110	Ponnagar	Ponnagar	GND	500
LK-4509115	Puthumurippu	Puthumurippu	GND	418
LK-4509120	Ramanathapuram	Ramanathapuram	GND	610
LK-4509125	Rathinapuram	Rathinapuram	GND	322
LK-4509130	Selvanagar	Selvanagar	GND	730
LK-4509135	Sivanagar	Sivanagar	GND	342
LK-4509140	Skandapuram	Skanthapuram	GND	618
LK-4509145	Thirunagar North	Thirunagar North	GND	384
LK-4509150	Thirunagar South	Thirunagar South	GND	321
LK-4509155	Thiruvaiaru	Thiruvaiaru	GND	256
LK-4509160	Thiruvaiaru West	Thiruvaiaru West	GND	267
LK-4509165	Thondamannagar	Thondamannagar	GND	233
LK-4509170	Urithirapuram East	Uruththirapuram East	GND	363
LK-4509175	Urithirapuram North	Urithirapuram North	GND	431
LK-4509180	Urithirapuram West	Uruththirapuram West	GND	309
LK-4509185	Uthayanagar East	Uthayanagar East	GND	597
LK-4509190	Uthayanagar West	Uthayanagar West	GND	663
LK-4509195	Uttupulam	Uttupulam	GND	321
LK-4509200	Vaddakachchi	Vaddakachchi	GND	508
LK-4509205	Vannerikulam	Vannerikulam	GND	320
LK-4509210	Vivekanandanagar	Vivehananthanagar	GND	545
LK-4512	Poonakary	Poonakary	DSD	6303
LK-4512005	Alankeni	Alankerni	GND	67
LK-4512010	Cheddiakurichchi	Cheddiakurichchi	GND	180
LK-4512015	Gnanimadam	Gnanimadam	GND	107
LK-4512020	Iranaithivu	Iranaitivu	GND	19
LK-4512025	Jeyapuram North	Jayapuram North	GND	180
LK-4512030	Jeyapuram South	Jayapuram South	GND	178
LK-4512035	Kariyalainagapaduvan	Kariyalainagapaduvan	GND	511
LK-4512040	Kiranchi	Kiranchi	GND	497
LK-4512045	Kollakuruchchi	Kollakuruchchi	GND	276
LK-4512050	Kowtharimunai	Kowtharimunai	GND	115
LK-4512055	Madduvilnadu East	Madduvilnadu East	GND	110
LK-4512060	Madduvilnadu West	Madduvilnadu West	GND	223
LK-4512065	Mulankavil	Mulankavil	GND	1083
LK-4512070	Nachchikuda	Nachchikkuda	GND	599
LK-4512075	Nallur	Nallur	GND	451
LK-4512080	Pallavarayankattu	Pallavarayankaddu	GND	294
LK-4512085	Pallikuda	Pallikuda	GND	825
LK-4512090	Paramankirai	Paramankirai	GND	158
LK-4512095	Ponnaveli	Ponnaveli	GND	430
LK-5	Eastern	Eastern	PROVINCE	489362
LK-51	Batticaloa	Batticaloa	DISTRICT	167150
LK-5103	Koralai Pattu North	Koralai Pattu North (Vaharai)	DSD	7758
LK-5103005	Kathiraveli	Kathiraveli	GND	831
LK-5103010	Ammanthanaveli	Ammanthanaaveli	GND	667
LK-5103015	Puchchakkerni	Puchchakerny	GND	488
LK-5103020	Palchenai	Palchenai	GND	709
LK-5103025	Vakarai North	Vakarai North	GND	694
LK-5103030	Ooriyankattu	Ooriyankattu	GND	687
LK-5103035	Kaddumurivu	Kaddumurivu	GND	245
LK-5103040	Vakarai Central	Vakarai Central	GND	128
LK-5103045	Panichchankerni	Panichchankerni	GND	618
LK-5103050	Mathurankernikulam	Mathurankernikulam	GND	193
LK-5103055	Punanai East	Punanai East	GND	810
LK-5103060	Kirimichchai	Kirimichai	GND	397
LK-5103065	Mankerny Central	Mankerny Central	GND	172
LK-5103070	Mankerny South	Mankerny South	GND	308
LK-5103075	Kayankerny	Kayankerny	GND	383
LK-5103080	Vattavan	Vattavan	GND	428
LK-5104	Koralai Pattu Central	Koralai Pattu Central	DSD	8481
LK-5104005	nan	Punanai East	GND	659
LK-5104010	Thiyavattavan	Thiyavattavan	GND	1165
LK-5104015	Valaichchenai 5 Muslim	Valaichchenai 5 Muslim	GND	568
LK-5104020	Valaichchenai 4 Muslim	Valaichchenai 4 Muslim	GND	666
LK-5104025	Valaichchenai 5 Muslim South	Valaichchenai 5 Muslim South	GND	820
LK-5104030	Brynthuraichenai North	Brynthuraichenai North	GND	929
LK-5104035	Brynthuraichenai South	Brynthuraichenai South	GND	1397
LK-5104040	Mavadichenai	Mavadichenai	GND	854
LK-5104045	Semmanodai	Chemmann Odai	GND	1423
LK-5106	Koralai Pattu West	Koralai Pattu West (Oddamavadi)	DSD	7200
LK-5106005	Paper Town	Paper Town	GND	1395
LK-5106010	Oddamavadi 01 North	Oddamavadi 01 North	GND	946
LK-5106015	Oddamavadi 01 South	Oddamavadi 01 South	GND	628
LK-5106020	Oddamavadi 02	Oddamavadi 02	GND	592
LK-5106025	Oddamavadi 03	Oddamavadi 03	GND	718
LK-5106030	Meeravodai Muslim West	Meeravodai Muslim West	GND	826
LK-5106035	Meeravodai Muslim East	Meeravodai Muslim East	GND	969
LK-5106040	Mancholai	Mancholai	GND	1126
LK-5109	Koralai Pattu	Koralai Pattu (Valachchenai)	DSD	8313
LK-5109005	Nasivanthivu	Nasivanthivu	GND	422
LK-5109010	Valachchenai Tamil	Valachchenai Tamil	GND	336
LK-5109015	Puthukudiyiruppu	Puthukudiyiruppu	GND	553
LK-5109020	Peththalai	Peththalai	GND	962
LK-5109025	Kalkudah	Kalkuda	GND	823
LK-5109030	Kalmadu	Kalmadu	GND	1576
LK-5109035	Kannagipuram	Kannagipuram	GND	753
LK-5109040	Kumburumulai	Kumburumulai	GND	316
LK-5109045	Sungankerny	Sungankerny	GND	641
LK-5109050	Kinnaiyady	Kinnayadi	GND	868
LK-5109055	Karuwakerni	Karuwakerni	GND	714
LK-5109060	Meeravodai Tamil	Meeravodai Tamil	GND	349
LK-5110	Koralai Pattu South	Koralai Pattu South (Kiran)	DSD	8528
LK-5110005	Punanai West	Punanai West	GND	215
LK-5110010	Vahaneri	Vahaneri	GND	452
LK-5110015	Maruththanai	Muruthanai	GND	255
LK-5110020	Uthuchchenai	Uthuchenai	GND	140
LK-5110025	Kallichchai	Kallichchai	GND	0
LK-5110030	Vadamunai	Vadamunai	GND	114
LK-5110035	Kudumpimalai	Kudumpimalai	GND	184
LK-5110040	Perillaveli	Perillaveli	GND	211
LK-5110045	Poolakadu	Poolakadu	GND	295
LK-5110050	Kiran East	Kiran East	GND	1299
LK-5110055	Kiran West	Kiran West	GND	524
LK-5110060	Korakallimadu	Korakallimadu	GND	853
LK-5110065	Santhiveli	Santhiveli	GND	965
LK-5110070	Palaiyadithona	Palaiyadithona	GND	952
LK-5110075	Thevapuram	Thevapuram	GND	703
LK-5110080	Murakkottanchenai	Murakkottanchenai	GND	631
LK-5110085	Thihiliveddai	Thihilivaddai	GND	416
LK-5110090	Koraveli	Koraveli	GND	319
LK-5112	Eravur Pattu	Eravur Pattu	DSD	25613
LK-5112005	Sittandy 3	Sittandy 3	GND	593
LK-5112010	Sittandy 2	Sittandy 2	GND	244
LK-5112015	Sittandy 4	Sittandy 4	GND	632
LK-5112020	Sittandy 1	Sittandy 1	GND	952
LK-5112025	Mavadivembu 2	Mavadivembu 2	GND	687
LK-5112030	Mavadivembu 1	Mavadivembu 1	GND	1040
LK-5112035	Kaluwankerny 1	Kaluvankerny 1	GND	842
LK-5112040	Kaluwankerny 2	Kaluwankerny 2	GND	587
LK-5112045	Thalavai	Thalavai	GND	679
LK-5112050	Iyankerny Tamil	Iyankerny Tamil	GND	1060
LK-5112055	Kommathurai North	Kommathurai North	GND	444
LK-5112060	Palachcholai	Palachcholai	GND	553
LK-5112065	Vantharumoolai East	Vantharumoolai East	GND	928
LK-5112070	Vantharumoolai West	Vantharumoolai West	GND	1033
LK-5112075	Eralakkulam	Eralakkulam	GND	271
LK-5112080	Mylavedduvan	Mailavaddavan	GND	79
LK-5112085	Koduwamadu	Koduwamadu	GND	444
LK-5112090	Kommathurai West	Kommathurai West	GND	234
LK-5112095	Kommathurai East	Kommathurai East	GND	555
LK-5112100	Chenkalady-2	Chenkalady 2	GND	472
LK-5112105	Chenkalady-1	Chenkalady 1	GND	816
LK-5112110	Iyankerny Muslim	Iyankerny Muslim	GND	894
LK-5112115	Meerakerny	Meerakerny	GND	1783
LK-5112120	Michnagar	Mich Nagar	GND	1971
LK-5112125	Savukkady	Savukkady	GND	623
LK-5112130	Thannamunai	Thannamunai	GND	490
LK-5112135	Mylampavely	Mylampavely	GND	907
LK-5112140	Arumugathan Kudiyiruppu 2	Arumugathan kudiyiruppu 2	GND	610
LK-5112145	Arumugathan Kudiyiruppu 1	Arumugathan Kudiyiruppu 1	GND	545
LK-5112150	Kumaraveliyar Kiramam	Kumaraveliar Kiramam	GND	574
LK-5112155	Pankudahvely	Pankudahvely	GND	572
LK-5112160	Vepavedduwan	Vepavedduwan	GND	818
LK-5112165	Karadiyanaru	Karadiyanaru	GND	567
LK-5112170	Marappalam	Marappalam	GND	511
LK-5112175	Kithul	Kithulwewa	GND	408
LK-5112180	Rugam	Rugam	GND	214
LK-5112185	Koppavely	Koppavely	GND	280
LK-5112190	Periyapullumalai	Periyapullumalai	GND	201
LK-5112195	Gemunupura	Gemunupura	GND	500
LK-5115	Eravur Town	Eravur Town	DSD	7172
LK-5115005	Ellainagar	Ellainagar	GND	314
LK-5115010	Eravur 04	Eravur 04	GND	227
LK-5115015	Eravur 03	Eravur 03	GND	807
LK-5115020	Eravur 03A	Eravur 03A	GND	956
LK-5115025	Eravur 02	Eravur 02	GND	470
LK-5115030	Eravur 02B	Eravur 02B	GND	308
LK-5115035	Eravur 02C	Eravur 02C	GND	671
LK-5115040	Eravur 02A	Eravur 02A	GND	479
LK-5115045	Eravur 01B	Eravur 01B	GND	486
LK-5115050	Eravur 01	Eravur 01	GND	462
LK-5115055	Eravur 01A	Eravur 01A	GND	467
LK-5115060	Eravur 06A	Eravur 06A	GND	446
LK-5115065	Eravur 06D	Eravur 06D	GND	332
LK-5115070	Eravur 06	Eravur 06	GND	339
LK-5115075	Eravur 05	Eravur 05	GND	408
LK-5118	Manmunai North	Manmunai North	DSD	25590
LK-5118005	Palameenmadu	Palameenmadu	GND	337
LK-5118010	Navalady	Navalady	GND	144
LK-5118015	Amirthakali	Amirthakali	GND	671
LK-5118020	Punnachcholai	Punnachcholai	GND	628
LK-5118025	Thiraimadu	Thiraimadu	GND	1114
LK-5118030	Saththurukondan	Saththurukondan	GND	648
LK-5118035	Panichchaiyady	Panichalady	GND	541
LK-5118040	Kokkuvil	Kokkuvil	GND	848
LK-5118045	Sinna Oorani	Sinna Oorani	GND	1387
LK-5118050	Jayanthipuram	Jayanthipuram	GND	312
LK-5118055	Karuvappankerny	Karuvappankerny	GND	998
LK-5118060	Mamangam	Mamangam	GND	516
LK-5118065	Koolavadi	Koolavadi	GND	270
LK-5118070	Koolavadi East	Koolavadi East	GND	303
LK-5118075	Thamaraikerny	Thamaraikerny	GND	362
LK-5118080	Periya Uppodai	Periya Uppodai	GND	1050
LK-5118085	Dutch Bar	Dutch Bar	GND	108
LK-5118090	Thissaweerasingam Square	Thissaveerasingam Sathukam	GND	352
LK-5118095	Iruthayapuram East	Iruthayapuram East	GND	414
LK-5118100	Iruthayapuram Central	Iruthayapuram Central	GND	262
LK-5118105	Iruthayapuram West	Iruthayapuram West	GND	715
LK-5118110	Periya Oorani	Periya Oorani	GND	317
LK-5118115	Gnanasooriyam Square	Gnasooriyam Sathukam	GND	396
LK-5118120	Vettukkadu	Vettukkadu	GND	152
LK-5118125	Barathipuram	Barathipuram	GND	412
LK-5118130	Thandavanveli	Thandavanveli	GND	807
LK-5118135	Arasadi	Arasadi	GND	311
LK-5118140	Koddamunai	Koddamunai	GND	341
LK-5118145	Kallady Mugaththuwaram	Kallady Mugathuvaram	GND	346
LK-5118150	Thiruchendhoor	Thiruchendhoor	GND	683
LK-5118155	Kallady	Kallady	GND	663
LK-5118160	Kallady Veloor	Kallady Veloor	GND	847
LK-5118165	Kallady Uppodai	Kallady Uppodai	GND	557
LK-5118170	Puliyantivu East	Puliyanthivu East	GND	389
LK-5118175	Puliyantivu Central	Puliyanthivu Central	GND	246
LK-5118180	Puliyantivu West	Puliyanthivu West	GND	315
LK-5118185	Puliyantivu South	Puliyanthivu South	GND	694
LK-5118190	Thiruperunthurai	Thiruperunthurai	GND	480
LK-5118195	Puthunagar	Puthunagar	GND	573
LK-5118200	Seththukudah	Seththukudah	GND	310
LK-5118205	Veechchukalmunai	Veechikalmunai	GND	233
LK-5118210	Thimilathivu	Thimilathivu	GND	345
LK-5118215	Nochchimunai	Nochchimunai	GND	1297
LK-5118220	Navatkudah	Navatkudah	GND	411
LK-5118225	Navatkudah East	Navatkudah East	GND	909
LK-5118230	Navatkudah South	Navatkudah South	GND	263
LK-5118235	Manjanthoduvai North	Manjanthoduvai North	GND	187
LK-5118240	Manjanthoduvai South	Manjanthoduvai South	GND	1126
LK-5121	Manmunai West	Manmunai West	DSD	9647
LK-5121005	Narippulthoddam	Narippulthoddam	GND	338
LK-5121010	Mahilavedduvaan	Mahilavedduvan	GND	535
LK-5121015	Karaveddi	Karaveddi	GND	628
LK-5121020	Vilavedduwan	Vilavedduwan	GND	569
LK-5121025	Naavatkaadu	Naavatkaadu	GND	504
LK-5121030	Eachchantivu	Echchantivu	GND	339
LK-5121035	Mankikaddu	Mankikaddu	GND	173
LK-5121040	Vavunativu	Vavunativu	GND	266
LK-5121045	Ayiththiyamalai South	Ayithiyamalai South	GND	295
LK-5121050	Ayiththiyamalai North	Ayithiyamalai North	GND	671
LK-5121055	Nediyamadu	Nediyamadu	GND	234
LK-5121060	Pavatkodichenai	Pavatkodichenai	GND	583
LK-5121065	Kurinchamunai	Kurinchaamunai	GND	362
LK-5121070	Paruththichenai	Paruththichenai	GND	344
LK-5121075	Kannankudah	Kannakudah	GND	282
LK-5121080	Mandapathadi	Mandapathadi	GND	244
LK-5121085	Karaiyakkantivu	Karaiyakkantivu	GND	300
LK-5121090	Puthumandapaththadi	Puthumandapaththadi	GND	625
LK-5121095	Ganthinagar	Kaanthinagar	GND	196
LK-5121100	Unnichchai	Unnichchi	GND	346
LK-5121105	Panchenai	Panchenai	GND	217
LK-5121110	Iluppadichenai	Illuppadichenai	GND	447
LK-5121115	Koththiyapulai	Koththiyapulai	GND	382
LK-5121120	Kaanchirankudah	Kaanchirankudah	GND	767
LK-5124	Kattankudy	Kattankudy	DSD	12899
LK-5124005	Kattankudy Division 1	Kattankudy Division 1	GND	346
LK-5124010	Kattankudy Division 1 South	Kattankudy 1 South	GND	581
LK-5124015	Kattankudy Division 2	Kattankudy Division 2	GND	587
LK-5124020	Kattankudy Division 2 North	Kattankudy 2 North	GND	789
LK-5124025	New Kattankudy North	New Kattankudy Division North	GND	1696
LK-5124030	New Kattankudy South	New Kattankudy Division South	GND	1490
LK-5124035	Kattankudy Division 3 East	Kattankudy 3 East	GND	379
LK-5124040	Kattankudy Division 3	Kattankudy Division 3	GND	407
LK-5124045	Kattankudy Division 3 West	Kattankudy 3 West	GND	275
LK-5124050	Kattankudy Division 4 West	Kattankudy 4 West	GND	372
LK-5124055	Kattankudy Division 4	Kattankudy Division 4	GND	296
LK-5124060	Kattankudy Division 6	Kattankudy Division 6	GND	821
LK-5124065	New Kattankudy West	New Kattankudy Division West	GND	693
LK-5124070	New Kattankudy East	New Kattankudy Division East	GND	1829
LK-5124075	Kattankudy Division 6 South	Kattankudy 6 South	GND	888
LK-5124080	Kattankudy Division 6 West	Kattankudy 6 West	GND	544
LK-5124085	Kattankudy Division 5	Kattankudy Division 5	GND	625
LK-5124090	Kattankudy Division 5 South	Kattankudy 5 South	GND	281
LK-5127	Manmunai Pattu	Manmunai Pattu (Araipattai)	DSD	10254
LK-5127005	Kirankulam North	Kirankulam North	GND	487
LK-5127010	Kirankulam South	Kirankulam South	GND	417
LK-5127015	Kirankulam	Kirankulam	GND	381
LK-5127020	Kirankulam Central	Kirankulam Central	GND	265
LK-5127025	Puthukudiyiruppu	Puthukudiyiruppu	GND	343
LK-5127030	Puthukudiyiruppu South	Puthukudiyiruppu South	GND	312
LK-5127035	Puthukudiyiruppu North	Puthukudiyiruppu North	GND	504
LK-5127040	Palamunai	Palamunai	GND	1068
LK-5127045	Thalankudah	Thalankudah	GND	405
LK-5127050	Manmunai	Manmunai	GND	361
LK-5127055	Vedarkudiyiruppu	Vedarkudiyiruppu	GND	354
LK-5127060	Mavilankanthurai	Mavilankanthurai	GND	352
LK-5127065	Kankeyanodai	Kankeyanodai	GND	311
LK-5127070	Ollikulam	Ollikulam	GND	197
LK-5127075	Kankeyanodai South	Kankeyanodai South	GND	490
LK-5127080	Arayampathy 3	Araipattai 3	GND	157
LK-5127085	Rajadurai Gramam	Rajadurai Kiramam	GND	262
LK-5127090	Arayampathy South	Araipattai South	GND	261
LK-5127095	Kovilkulam	Kovilkulam	GND	339
LK-5127100	Arayampathy Central	Araipattai Central	GND	146
LK-5127105	Arayampathy 2	Araipattai 2	GND	111
LK-5127110	Selvanagar	Selvanagar	GND	383
LK-5127115	Selvanagar East	Selvanagar East	GND	865
LK-5127120	Arayampathy East	Araipattai East	GND	987
LK-5127125	Arayampathy North	Araipattai North	GND	152
LK-5127130	Arayampathy 1	Araipattai 1	GND	189
LK-5127135	Arayampathy West	Araipattai West	GND	155
LK-5130	Manmunai South West	Manmunai South-West	DSD	7745
LK-5130005	Munaikkadu West	Munaikkadu West	GND	329
LK-5130010	Munaikkadu North	Munaikkadu North	GND	419
LK-5130015	Munaikkadu East	Munaikkadu East	GND	196
LK-5130020	Muthalaikkudah West	Muthalaikkudah West	GND	393
LK-5130025	Muthalaikkudah	Muthalaikkudah	GND	228
LK-5130030	Mahiladitivu	Mahiladitivu	GND	241
