region_id	region_name	region_name_in_data	region_ent_type	occupied_housing_units
LK-2233250	Elkaduwa Watta	Elkaduwa Watta	GND	359
LK-2233255	Elkaduwa	Elkaduwa	GND	264
LK-2233260	Udangamuwa	Udangamuwa	GND	130
LK-2233265	Kendagollamada	Kendagollamada	GND	108
LK-2233270	Wehigala	Wehigala	GND	186
LK-2233275	Rathwatta	Rathwatta	GND	157
LK-2233280	Weligala	Weligala	GND	118
LK-2233285	Kureewela	Kureewela	GND	538
LK-2233290	Maberiya	Maberiya	GND	277
LK-2233295	Marukona	Marukona	GND	610
LK-2233300	Gurulawela South	Gurulawela South	GND	179
LK-2233305	Guralawela North	Gurulawela North	GND	180
LK-2233310	Nugapitiya	Nugapitiya	GND	255
LK-2233315	Kandemada	Kandemada	GND	110
LK-2233320	Ulpathapitiya	Ulpathapitiya	GND	283
LK-2233325	Raithalawela	Raithalawela	GND	346
LK-2233330	Kaduwela	Kaduwela	GND	356
LK-2233335	Pujagoda	Pujagoda	GND	188
LK-2233340	Pahala Wehigala	Pahala Wehigala	GND	172
LK-2233345	Talingamada	Talingamada	GND	152
LK-2233350	Hunnasgiriyawatta	Hunnasgiriyawatta	GND	382
LK-2233355	Karagahahinna	Karagahahinna	GND	120
LK-2233360	Imbulpitiya	Imbulpitiya	GND	146
LK-2233365	Rangama	Rangama	GND	128
LK-23	Nuwara Eliya	Nuwara Eliya	DISTRICT	192915
LK-2302	Kothmale West	Kothmale West	DSD	11360
LK-2302005	Doruwadeniya	Doruwadeniya	GND	134
LK-2302010	Polwathura	Polwathura	GND	184
LK-2302015	Pahala Gorakaoya	Pahala Gorakaoya	GND	479
LK-2302020	Dambagalla	Dambagolla	GND	241
LK-2302025	Nayapana	Nayapana	GND	282
LK-2302030	Kadadora	Kadadora	GND	306
LK-2302035	Kotagepitiya North	Kotagepitiya North	GND	140
LK-2302115	Kotagepitiya South	Kotagepitiya South	GND	65
LK-2302120	Ranwanthalawa	Ranwanthalawa	GND	92
LK-2302125	Thispane Kanda	Thispane Kanda	GND	153
LK-2302130	Harangala	Harangala	GND	264
LK-2302135	Hapugasthalawa	Hapugasthalawa	GND	457
LK-2302140	Kaludemada	Kaludemada	GND	509
LK-2302145	Ihala Gorakaoya	Ihala Gorakaoya	GND	334
LK-2302150	Mallanda	Mallanda	GND	576
LK-2302155	Ruwanpura	Ruwanpura	GND	519
LK-2302160	Werella Pathana	Werella Pathana	GND	104
LK-2302165	Halgolla	Halgolla	GND	363
LK-2302170	Harangala South	Harangala South	GND	227
LK-2302175	Kirimetiyawa	Kirimetiyawa	GND	168
LK-2302180	Hunugaloya	Hunugaloya	GND	306
LK-2302185	Godamaditta	Godamaditta	GND	253
LK-2302190	Wataddara	Wataddara	GND	90
LK-2302200	Nawangama	Nawangama	GND	24
LK-2302210	Wethalawa	Wethalawa	GND	110
LK-2302260	Hedunuwewa	Hedunuwewa	GND	94
LK-2302265	Kalapitiya East	Kalapitiya East	GND	185
LK-2302270	Kottunugoda	Kottunugoda	GND	108
LK-2302275	Kalapitiya West	Kalapitiya West	GND	110
LK-2302280	Weerasekarapura	Weerasekarapura	GND	158
LK-2302285	Rojersangama South	Rojersangama South	GND	164
LK-2302290	Rojersangama North	Rojersangama North	GND	143
LK-2302295	Dombagasthalawa	Dombagasthalawa	GND	318
LK-2302300	Katugolla	Katugolla	GND	194
LK-2302305	Thelissagala	Thelissagala	GND	402
LK-2302310	Ketabulawa	Ketabulawa	GND	861
LK-2302315	Wijayabahu Kanda	Wijayabahu Kanda	GND	78
LK-2302320	Rawanagoda West	Rawanagoda West	GND	106
LK-2302325	Udagama	Udagama	GND	141
LK-2302330	Rawanagoda East	Rawanagoda East	GND	69
LK-2302335	Methagama	Methagama	GND	160
LK-2302340	Maldeniya	Maldeniya	GND	136
LK-2302345	Katarandana	Katarandana	GND	178
LK-2302445	Beramana	Beramana	GND	150
LK-2302450	Beramana North	Beramana North	GND	137
LK-2302455	Kolapathana	Kolapathana	GND	390
LK-2302460	Queensberry	Queensberry	GND	464
LK-2302465	Beramana South	Beramana South	GND	78
LK-2302470	Weerapura	Weerapura	GND	156
LK-2303	Kothmale East	Kothmale East	DSD	16612
LK-2303040	Nawa Morape	Nawa Morape	GND	300
LK-2303045	Nawa Kadadora	Nawa Kadadora	GND	382
LK-2303050	Deltagemunupura	Deltagemunupura	GND	441
LK-2303055	Hellboda	Hellboda	GND	835
LK-2303060	Karagasthalawa	Karagasthalawa	GND	400
LK-2303065	Frotoft	Frotoft	GND	712
LK-2303070	Ramboda	Ramboda	GND	533
LK-2303075	Sangilipalama	Sangilipalama	GND	461
LK-2303080	Panangammana	Panangammana	GND	275
LK-2303085	Katukithula	Katukithula	GND	256
LK-2303090	Helsirigama	Helsirigama	GND	248
LK-2303095	Kothmalgama	Kothmalgama	GND	307
LK-2303100	Rajaela	Raja Ela	GND	330
LK-2303105	Mawela East	Mawela East	GND	130
LK-2303110	Mawela West	Mawela West	GND	219
LK-2303195	Maswela	Maswela	GND	82
LK-2303205	Mawela Kanda	Mawela Kanda	GND	104
LK-2303215	Gomburuoya	Gomburuoya	GND	174
LK-2303220	Wewahinna	Wewahinna	GND	132
LK-2303225	Delunthalamada	Delunthalamada	GND	125
LK-2303230	Ambathalawa	Ambathalawa	GND	291
LK-2303235	Malhewa	Malhewa	GND	179
LK-2303240	Rambodagama	Rambodagama	GND	174
LK-2303245	Wedamulla	Wedamulla	GND	606
LK-2303250	Palagolla	Palagolla	GND	720
LK-2303255	Niyamgamdora	Niyamgamdora	GND	301
LK-2303350	Kirindiwela	Kirindiwela	GND	234
LK-2303355	Kumbaloluwa	Kumbaloluwa	GND	153
LK-2303360	Medakanda	Medakanda	GND	168
LK-2303365	Egodawela	Egodawela	GND	82
LK-2303370	Pundaluoya North	Pundaluoya North	GND	350
LK-2303375	Labukele	Labukele	GND	762
LK-2303380	Kudaoya	Kudaoya	GND	263
LK-2303385	Samaneliya	Samaneliya	GND	152
LK-2303390	Kikiliyamana	Kikiliyamana	GND	189
LK-2303395	Dunsinane	Dunsinane	GND	980
LK-2303400	Sheen	Sheen	GND	716
LK-2303405	Sheengama	Sheengama	GND	368
LK-2303410	Pundaluoya South	Pundaluoya South	GND	844
LK-2303415	Kadadorapitiya	Kadadorapitiya	GND	120
LK-2303420	Kosgaha Pathana	Kosgaha Pathana	GND	590
LK-2303425	Karagahayatathenna	Karagahayatathenna	GND	136
LK-2303430	Bogahawela	Bogahawela	GND	115
LK-2303435	Halpola	Halpola	GND	187
LK-2303440	Madakumbura	Madakumbura	GND	233
LK-2303475	Dunukedeniya	Dunukedeniya	GND	423
LK-2303480	Medakumbura North	Medakumbura North	GND	830
LK-2306	Hanguranketa	Hanguranketha	DSD	16557
LK-2306005	Hingurukaduwa	Hingurukaduwa	GND	134
LK-2306010	Ambewela	Ambewela	GND	199
LK-2306015	Welikada	Welikada	GND	275
LK-2306020	Idamalanda	Idamalanda	GND	309
LK-2306025	Adikarigama	Adikarigama	GND	434
LK-2306030	Karalliyadda	Karalliyadda	GND	207
LK-2306035	Bogahalanda	Bogahalanda	GND	215
LK-2306040	Hakuruthale	Hakuruthale	GND	57
LK-2306045	Maliyadda	Maliyadda	GND	98
LK-2306050	Mirahampe	Mirahampe	GND	48
LK-2306055	Pussalamankada	Pussalamankada	GND	236
LK-2306060	Yati Hanguranketha	Yati Hanguranketha	GND	249
LK-2306065	Delgahapitiya	Delgahapitiya	GND	193
LK-2306070	Sangaraja Gama	Sangaraja Gama	GND	310
LK-2306075	Mudunapita	Mudunapita	GND	111
LK-2306080	Ganga Udagama	Ganga Udagama	GND	173
LK-2306085	Malulla	Malulla	GND	149
LK-2306090	Udawatta East	Udawatta East	GND	198
LK-2306095	Hilpenkandura	Hilpenkandura	GND	115
LK-2306100	Galauda North	Galauda North	GND	221
LK-2306105	Endiribedda	Endiribedda	GND	114
LK-2306115	Galauda South	Galauda South	GND	142
LK-2306120	Udakanda	Udakanda	GND	164
LK-2306125	Udawatta West	Udawatta West	GND	179
LK-2306130	Udawatta Kumbura	Udawatta Kumbura	GND	275
LK-2306135	Pallemaluwa	Pallemaluwa	GND	125
LK-2306140	Hanguranketha	Hanguranketha	GND	227
LK-2306145	Damunumeya North	Damunumeya North	GND	166
LK-2306150	Arattana	Arattana	GND	217
LK-2306155	Ambaliyadda	Ambaliyadda	GND	214
LK-2306160	Dampola	Dampola	GND	220
LK-2306165	Rekitipe	Rekitipe	GND	297
LK-2306170	Hapuwala	Hapuwala	GND	250
LK-2306175	Dolugala	Dolugala	GND	209
LK-2306180	Deliwala	Deliwala	GND	179
LK-2306185	Madanwala	Madanwala	GND	165
LK-2306190	Damunumeya	Damunumeya	GND	150
LK-2306195	Kottala	Kottala	GND	231
LK-2306200	Diya - Udagama	Diya - Udagama	GND	259
LK-2306205	Uda Galauda	Uda Galauda	GND	220
LK-2306225	Dodamkumbura	Dodamkumbura	GND	476
LK-2306230	Walalawela	Walalawela	GND	140
LK-2306235	Rathmetiya	Rathmetiya	GND	229
LK-2306240	Hapugasdeniya	Hapugasdeniya	GND	165
LK-2306245	Diggalpotta	Diggalpotta	GND	223
LK-2306250	Unanthenna	Unanthenna	GND	141
LK-2306255	Kosgaha Debala	kosgaha Debala	GND	202
LK-2306260	Warapitiya	Warapitiya	GND	79
LK-2306265	Medagama	Medagama	GND	160
LK-2306270	Bowala	Bowala	GND	176
LK-2306275	Kithulpe	Kithulpe	GND	175
LK-2306280	Makempe	Makempe	GND	100
LK-2306285	Puranagama	Puranagama	GND	68
LK-2306290	Ekiriya	Ekiriya	GND	136
LK-2306295	Poramadulla	Poramadulla	GND	660
LK-2306300	Labuhena	Labuhena	GND	285
LK-2306320	Rikillagaskada	Rikillagaskada	GND	568
LK-2306345	Dimbulkumbura	Dimbulkumbura	GND	201
LK-2306375	Bulugahapitiya	Bulugahapitiya	GND	119
LK-2306380	Wegama	Wegama	GND	101
LK-2306385	Agappala	Agappala	GND	143
LK-2306390	Bambaragama	Bambaragama	GND	89
LK-2306395	Bambaragama East	Bambaragama East	GND	130
LK-2306400	Bambaragama West	Bambaragama West	GND	143
LK-2306405	Malanwatta	Malanwatta	GND	110
LK-2306410	Gannewa Udagama	Gannewa Udagama	GND	119
LK-2306415	Gedereiyawa	Gedereiyawa	GND	50
LK-2306420	Daraoya	Daraoya	GND	137
LK-2306425	Kirimetiya	Kirimetiya	GND	143
LK-2306430	Hope	Hope	GND	835
LK-2306435	Wetesthenna	Wetesthenna	GND	99
LK-2306440	Handawalapitiya	Handawalapitiya	GND	187
LK-2306445	Karamidula	Karamidula	GND	129
LK-2306450	Madumana	Madumana	GND	226
LK-2306455	Rahathungoda	Rahathungoda	GND	302
LK-2306460	Enasal Arawa	Enasal Arawa	GND	185
LK-2306465	Kawatayamana	Kawatayamana	GND	138
LK-2306515	Rookwood Estate	Rookwood Estate	GND	451
LK-2306520	Muloya	Muloya	GND	603
LK-2307	Mathurata	Mathurata	DSD	9375
LK-2307110	Happawara	Happawara	GND	149
LK-2307210	Illagolla	Illagolla	GND	170
LK-2307215	Rammalakandura	Rammalakandura	GND	121
LK-2307220	Moragolla	Moragolla	GND	225
LK-2307305	Udawela Pathana	Udawela Pathana	GND	115
LK-2307310	Welampagoda	Welampagoda	GND	191
LK-2307315	Denike	Denike	GND	217
LK-2307325	Alawattegama	Alawattegama	GND	208
LK-2307330	Uda Makuruppa	Uda Makuruppa	GND	268
LK-2307335	Palle Makuruppa	Palle Makuruppa	GND	107
LK-2307340	Bogamuwa	Bogamuwa	GND	230
LK-2307350	Bodhiwela	Bodhiwela	GND	147
LK-2307355	Pallewela	Pallewela	GND	138
LK-2307360	Kaluattanagolla	Kaluattanagolla	GND	198
LK-2307365	Wadawala	Wadawala	GND	166
LK-2307370	Udalumada	Udalumada	GND	221
LK-2307470	Ehelamalpe	Ehelamalpe	GND	173
LK-2307475	Rathukurusa Janapadaya	Rathukurusa Janapadaya	GND	193
LK-2307480	Wilwala	Wilwala	GND	212
LK-2307485	Dehipe	Dehipe	GND	202
LK-2307490	Deniyagama	Deniyagama	GND	174
LK-2307495	Bodhimalkada	Bodhimalkada	GND	250
LK-2307500	Welapahala	Welapahala	GND	166
LK-2307505	Uda Padiyapelella	Uda Padiyapelella	GND	152
LK-2307510	Okandagala	Okandagala	GND	14
LK-2307525	Rathyaya	Rathyaya	GND	52
LK-2307530	Godigamuwa	Godigamuwa	GND	414
LK-2307535	Manakola	Manakola	GND	124
LK-2307540	Marthuwela	Marthuwela	GND	238
LK-2307545	Idampitiya	Idampitiya	GND	139
LK-2307550	Mathurata	Mathurata	GND	192
LK-2307555	Udagama	Udagama	GND	65
LK-2307560	Merrygoll	Merrygold	GND	96
LK-2307565	Ketayapathana	Ketayapathana	GND	51
LK-2307570	Gonakele	Gonakele	GND	160
LK-2307575	Gonapitiya	Gonapitiya	GND	754
LK-2307580	Bomellagoda	Bomellagoda	GND	61
LK-2307585	Dunukebedda	Dunukebedda	GND	106
LK-2307590	Wellagiriya	Wellagiriya	GND	123
LK-2307595	Ampitigoda	Ampitigoda	GND	162
LK-2307600	Wewathenna	Wewathenna	GND	79
LK-2307605	Metibembiya	Metibembiya	GND	132
LK-2307610	Goodwood	Goodwood	GND	167
LK-2307615	Hunukotuwa	Hunukotuwa	GND	194
LK-2307620	Medawela	Medawela	GND	144
LK-2307625	Labuhenwala	Labuhenwala	GND	119
LK-2307630	Ketahira	Ketahira	GND	139
LK-2307635	Deegalahinna	Deegalahinna	GND	365
LK-2307640	Elamulla	Elamulla	GND	277
LK-2307645	Udawela	Udawela	GND	248
LK-2307650	Mandaram Nuwara	Mandaram Nuwara	GND	161
LK-2307655	Malsara Nuwara	Malsara Nuwara	GND	206
LK-2309	Walapane	Walapane	DSD	17697
LK-2309005	Serasunthenna	Serasunthenna	GND	169
LK-2309065	Ketakandura	Ketakandura	GND	106
LK-2309070	Batagolla	Batagolla	GND	48
LK-2309075	Thennehenwala	Thennehenwala	GND	161
LK-2309080	Deliwela South	Deliwela South	GND	119
LK-2309085	Deliwala North	Deliwela North	GND	129
LK-2309090	Pannala	Pannala	GND	202
LK-2309095	Serupitiya	Serupitiya	GND	261
LK-2309100	Mailagasthenna	Mailagasthenna	GND	107
LK-2309105	Andawala	Andawala	GND	72
LK-2309110	Naranthalawa	Naranthalawa	GND	56
LK-2309115	Ihala Pannala	Ihala Pannala	GND	95
LK-2309120	Wewakele	Wewakele	GND	96
LK-2309125	Kumbalgamuwa	Kumbalgamuwa	GND	238
LK-2309130	Kumbalgamuwa East	Kumbalgamuwa East	GND	168
LK-2309135	Mulhalkele	Mulhalkele	GND	292
LK-2309140	Manelwala	Manelwala	GND	208
LK-2309145	Wathumulla	Wathumulla	GND	232
LK-2309150	Kendagolla	Kendagolla	GND	37
LK-2309255	Egodakanda	Egodakanda	GND	287
LK-2309260	Kandegama	Kandegama	GND	282
LK-2309265	Walapane	Walapane	GND	287
LK-2309270	Kurunduoya	Kurunduoya	GND	623
LK-2309275	Liyanwela Ihalagama	Liyanwela Ihalagama	GND	182
LK-2309280	Madumana	Madumana	GND	214
LK-2309285	Ilukpelessa	Ilukpelessa	GND	140
LK-2309290	Unagolla	Unagolla	GND	209
LK-2309295	Liyanwala Pahalagama	Liyanwela Pahalagama	GND	341
LK-2309300	Medakandura	Medakandura	GND	320
LK-2309305	Galabada	Galabada	GND	207
LK-2309310	Ambagaspitiya	Ambagaspitiya	GND	159
LK-2309315	Munwatta	Munwatta	GND	170
LK-2309320	Landupita	Landupita	GND	143
LK-2309325	Wetekegama	Wetekegama	GND	90
LK-2309330	Padiyapelella	Padiyapelella	GND	129
LK-2309335	Napatawela	Napatawela	GND	117
LK-2309340	Ukuthule	Ukuthule	GND	157
LK-2309345	Yatiwella	Yatiwella	GND	121
LK-2309350	Wetakepatha	Wetakepatha	GND	182
LK-2309355	Ukuthule East	Ukuthule East	GND	227
LK-2309360	Alakolawewa	Alakolawewa	GND	171
LK-2309365	High Forest	High Forest Estate	GND	633
LK-2309370	Mahakudugala	Mahakudugala	GND	310
LK-2309375	Brookside	Brookside	GND	1304
LK-2309380	High Forest	High Forest	GND	393
LK-2309385	Binganthalawa	Binganthalawa	GND	680
LK-2309390	Maha Uva	Maha Uva	GND	722
LK-2309395	Werellapathana	Werellapathana	GND	285
LK-2309485	Morabedda	Morabedda	GND	135
LK-2309490	Harasbedda North	Harasbedda North	GND	318
LK-2309495	Mahapathana	Mahapathana	GND	127
LK-2309500	Harasbedda South	Harasbedda South	GND	119
LK-2309505	Palalpathana	Palalpathana	GND	214
LK-2309510	Rathnayakapura	Rathnayakapura	GND	888
LK-2309515	Ragala Watta	Ragala Watta	GND	924
LK-2309520	Manthreethenna	Manthreethenna	GND	424
LK-2309525	Pandithaya Kumbura	Pandithaya Kumbura	GND	224
LK-2309575	Senarathpura	Senarathpura	GND	733
LK-2309580	St. Leonard	St. Leonard	GND	674
LK-2309585	Ragala	Ragala	GND	532
LK-2309590	Ekangapura	Ekangapura	GND	260
LK-2309595	Samagipura	Samagipura	GND	244
LK-2310	Nildandahinna	Nildandahinna	DSD	12232
LK-2310010	Morangathenna	Morangathenna	GND	79
LK-2310015	Hegasulla	Hegasulla	GND	125
LK-2310020	Bolagandawela	Bolagandawela	GND	79
LK-2310025	Ambagahathenna	Ambagahathenna	GND	212
LK-2310030	Helagama	Helagama	GND	155
LK-2310035	Mallagama	Mallagama	GND	160
LK-2310040	Dulana	Dulana	GND	99
LK-2310045	Galketiwela	Galketiwela	GND	132
LK-2310050	Ellakumbura	Ellakumbura	GND	218
LK-2310055	Muganagahapitiya	Muganagahapitiya	GND	120
LK-2310060	Hapugahapitiya	Hapugahapitiya	GND	71
LK-2310155	Arampitiya	Arampitiya	GND	196
LK-2310160	Yombuwelthenna	Yombuwelthenna	GND	117
LK-2310165	Udawela	Udawela	GND	172
LK-2310170	Kalaganwatta	Kalaganwatta	GND	201
LK-2310175	Theripehe	Theripehe	GND	111
LK-2310180	Udamadura North	Udamadura North	GND	152
LK-2310185	Galkadawela	Galkadawela	GND	117
LK-2310190	Yatimadura	Yatimadura	GND	205
LK-2310195	Kandeyaya	Kandeyaya	GND	322
LK-2310200	Madulla North	Madulla North	GND	248
LK-2310205	Thunhitiyawa	Thunhitiyawa	GND	169
LK-2310210	Wewathenna	Wewathenna	GND	161
LK-2310215	Kosgolla	Kosgolla	GND	187
LK-2310220	Udamadura	Udamadura	GND	146
LK-2310225	Ambanella	Ambanella	GND	151
LK-2310230	Dabbare	Dabbare	GND	166
LK-2310235	Nildandaheenna	Nildandaheenna	GND	534
LK-2310240	Rambuke	Rambuke	GND	91
LK-2310245	Watambe	Watambe	GND	113
LK-2310250	Thibbatugoda	Thibbatugoda	GND	87
LK-2310400	Thibbatugoda South	Thibbatugoda South	GND	125
LK-2310405	Goradiyagolla	Goradiyagolla	GND	164
LK-2310410	Denambure	Denambure	GND	99
LK-2310415	Purankumbura	Purankumbura	GND	121
LK-2310420	Hegama	Hegama	GND	93
LK-2310425	Dambagolla	Dambagolla	GND	118
LK-2310430	Demataarawa	Demataarawa	GND	128
LK-2310435	Madulla South	Madulla South	GND	236
LK-2310440	Morahela	Morahela	GND	300
LK-2310445	Meepanawa	Meepanawa	GND	140
LK-2310450	Roopaha East	Roopaha East	GND	50
LK-2310455	Pallewela	Pallewela	GND	131
LK-2310460	Palugama	Palugama	GND	183
LK-2310465	Kotambe	Kotambe	GND	169
LK-2310470	Karandagolla	Karandagolla	GND	185
LK-2310475	Udagama	Udagama	GND	118
LK-2310480	Kumbukwela	Kumbukwela	GND	78
LK-2310530	Roopaha	Roopaha	GND	114
LK-2310535	Mathetilla	Mathetilla	GND	175
LK-2310540	Embulampaha	Embulampaha	GND	105
LK-2310545	Maliyadda	Maliyadda	GND	183
LK-2310550	Kurupanawela	Kurupanawela	GND	209
LK-2310555	Wathulanda East	Wathulanda East	GND	96
LK-2310560	Wathulanda West	Wathulanda West	GND	117
LK-2310565	Ambaliyadda	Ambaliyadda	GND	137
LK-2310570	Galkadapathana	Galkadapathana	GND	332
LK-2310600	Delmar	Delmar	GND	909
LK-2310605	Sooriyagahapathana Ihala	Sooriyagahapathana Ihala	GND	134
LK-2310610	Sooriyagahapathana Pahala	Sooriyagahapathana Pahala	GND	301
LK-2310615	Udapussellawa South	Udapussellawa South	GND	615
LK-2310620	St. Magret	St. Magret	GND	886
LK-2310625	Udapussellawa North	Udapussellawa North	GND	385
LK-2312	Nuwara Eliya	Nuwara Eliya	DSD	22302
LK-2312030	Bangalahatha	Bangalahatha	GND	840
LK-2312035	Toppass	Toppass	GND	609
LK-2312040	Park	Park	GND	1064
LK-2312045	Concordia	Concordia	GND	928
LK-2312050	Kandapola	Kandapola	GND	332
LK-2312055	Kandapola Central	Kandapola Central	GND	696
LK-2312060	Hawaeliya East	Hawaeliya East	GND	613
LK-2312065	Bambarakele	Bambarakele	GND	720
LK-2312070	Nuwaraeliya West	Nuwara Eliya West	GND	366
LK-2312075	Shanthipura	Shanthipura	GND	384
LK-2312080	Kalapura	Kalapura	GND	902
LK-2312140	Rathnagiriya	Rathnagiriya	GND	685
LK-2312150	Summerset	Summerset	GND	880
LK-2312155	Nanuoya	Nanuoya	GND	913
LK-2312160	Windicorner	Windicorner	GND	501
LK-2312165	Nuwaraeliya	Nuwara Eliya	GND	203
LK-2312170	Nuwara Eliya Central	Nuwara Eliya Central	GND	952
LK-2312175	Hawaeliya North	Hawaeliya North	GND	547
LK-2312180	Hawaeliya West	Hawaeliya West	GND	502
LK-2312185	Bulu Ela	Bulu Ela	GND	442
LK-2312190	Galpalama	Galpalama	GND	291
LK-2312195	Jayalanka	Jayalanka	GND	383
LK-2312200	Kandapola East	Kandapola East	GND	232
LK-2312205	Pedro	Pedro	GND	1019
LK-2312210	Goredihela	Goredihela	GND	356
LK-2312215	Seethaeliya	Seethaeliya	GND	481
LK-2312220	Sandathenna	Sandathenna	GND	756
LK-2312225	Kelegala	Kelegala	GND	413
LK-2312230	Kalukele	Kalukele	GND	322
LK-2312235	Magasthota	Magasthota	GND	254
LK-2312240	Ruwaneliya	Ruwaneliya	GND	718
LK-2312245	Perakumpura	Perakumpura	GND	980
LK-2312250	Kirimetiya	Kirimetiya	GND	1011
LK-2312290	Magoda	Magoda	GND	370
LK-2312295	Mihindupura	Mihindupura	GND	365
LK-2312300	Meepilimana	Meepilimana	GND	563
LK-2312305	Ambewela	Ambewela	GND	161
LK-2312310	Pattipola	Pattipola	GND	548
LK-2313	Thalawakele	Thalawakelle	DSD	32304
LK-2313005	Bogahawatta	Bogahawatta	GND	1106
LK-2313010	Mount Vernon	Mount Vernon	GND	603
LK-2313015	Watagoda	Watagoda	GND	1174
LK-2313020	Hollyrood	Hollyrood	GND	953
LK-2313025	Great Western	Great Western	GND	754
LK-2313085	Bearwell	Barewell	GND	877
LK-2313090	Thalawakele	Thalawakele	GND	1075
LK-2313095	Devon	Devon	GND	793
LK-2313100	Dimbula	Dimbula	GND	1098
LK-2313105	Stonycliff	Stonycliff	GND	815
LK-2313110	Kuduoya	Kuduoya	GND	1381
LK-2313115	Kotagala	Kotagala	GND	1804
LK-2313120	Drayton	Drayton	GND	967
LK-2313125	Yulefield	Yulefield	GND	983
LK-2313130	Coombewood	Coombewood	GND	978
LK-2313135	Lindula	Lindula	GND	873
LK-2313145	Waltrim	Waltrim	GND	1956
LK-2313255	Nagasena	Nagasena	GND	1279
LK-2313260	Eildonhall	Eildonhall	GND	868
LK-2313265	Rahanwatta	Rahanwatta	GND	731
LK-2313270	Balmoral	Balmoral	GND	715
LK-2313275	Hallbrook	Hallbrook	GND	879
LK-2313280	Henfold	Henfold	GND	1063
LK-2313285	Thangakele	Thangakele	GND	572
LK-2313315	Lippakelle	Lippakelle	GND	731
LK-2313320	Dayagama West	Dayagama West	GND	747
LK-2313325	Sandrinham	Sandrinham	GND	809
LK-2313330	Glasgow	Glasgow	GND	989
LK-2313335	Braemore	Braemore	GND	567
LK-2313340	Albion	Albian	GND	946
LK-2313345	Elbedda	Elbedda	GND	1035
LK-2313350	Agarapathana	Agarapathana	GND	524
LK-2313355	Weverly	Weverly	GND	740
LK-2313360	Dayagama East	Dayagama East	GND	919
LK-2314	Norwood	Norwood	DSD	41961
LK-2314165	Rosella	Rosella	GND	1005
LK-2314170	Welioya	Welioya	GND	1281
LK-2314175	Maussakele	Maussakele	GND	1281
LK-2314180	Lethant	Lethant	GND	1525
LK-2314185	Shanon	Shanon	GND	743
LK-2314190	Hatton East	Hatton East	GND	1282
LK-2314195	Hatton South	Hatton South	GND	915
LK-2314200	Panmur	Panmur	GND	456
LK-2314205	Ruwanpura	Ruwanpura	GND	675
LK-2314210	Hatton West	Hatton West	GND	557
LK-2314215	Hatton North	Hatton North	GND	2032
LK-2314220	Dickoya	Dickoya	GND	878
LK-2314225	Annfield	Annfield	GND	1786
LK-2314230	Dickoya South	Dickoya South	GND	1076
LK-2314235	Injuster	Injustry	GND	1302
LK-2314240	Wanarajah	Wanarajah	GND	1162
LK-2314245	Newvalleygama	New Weligama	GND	995
LK-2314250	Norwood	Norwood	GND	1697
LK-2314255	Maskeliya	Maskeliya	GND	1129
LK-2314260	Brownlow	Brownlow	GND	1297
LK-2314265	Seethagangula	Seethagangula	GND	1162
LK-2314270	Moray	Moray	GND	952
LK-2314275	Mocha	Moca	GND	1045
LK-2314280	Brownswick	Brownswick	GND	1406
LK-2314285	Gawarawila	Gawarawila	GND	1338
LK-2314290	Mahanelu	Mahanelu	GND	618
LK-2314295	Venture	Venture	GND	1368
LK-2314300	Tillary	Tillary	GND	603
LK-2314305	Kirkoswald	Kirkoswald	GND	2383
LK-2314310	Bogawana	Bogawana	GND	1247
LK-2314315	Loinon	Loinon	GND	1686
LK-2314320	Kotiyagala	Kotiyagala	GND	799
LK-2314325	Bagawanthalawa South	Bagawanthalawa South	GND	1669
LK-2314330	Aulton Watta	Aulton Watta	GND	1330
LK-2314335	Strathspey	Strathspey	GND	1281
LK-2315	Ambagamuwa Korale	Ambagamuwa Koralaya	DSD	12515
LK-2315005	Kalugala	Kalugala	GND	264
LK-2315010	Pitawala	Pitawala	GND	333
LK-2315015	Bulathgama	Bulathgama	GND	531
LK-2315020	Gonawala	Gonawala	GND	332
LK-2315025	Ambagamuwa North	Ambagamuwa North	GND	366
LK-2315030	Sellipigama	Sellipigama	GND	730
LK-2315035	Ambagamuwa East	Ambagamuwa East	GND	435
LK-2315040	Ambagamuwa South	Ambagamuwa South	GND	479
LK-2315045	Rampadeniya	Rampadeniya	GND	412
LK-2315050	Millagahamula	Millagahamula	GND	261
LK-2315055	Dagampitiya	Dagampitiya	GND	360
LK-2315060	Polpitiya	Polpitiya	GND	341
LK-2315065	Minuwandeniya	Minuwandeniya	GND	263
LK-2315070	Hitigama	Hitigegama	GND	242
LK-2315075	Kehelwarawa	Kehelwarawa	GND	298
LK-2315080	Homagama	Homagama	GND	328
LK-2315085	Hambakanda	Hebbekanda	GND	291
LK-2315090	Samansirigama	Samansirigama	GND	232
LK-2315095	Theeniyagala	Theeniyagala	GND	206
LK-2315100	Ginigathhena	Ginigathhena	GND	740
LK-2315105	Dehigasthenna	Dehigasthenna	GND	465
LK-2315110	Keleweldeniya	Kalaweldeniya	GND	288
LK-2315115	Morahenagama	Morahenagama	GND	408
LK-2315120	Hangarapitiya	Hangarapitiya	GND	154
LK-2315125	Jambuthenna	Jambuthenna	GND	375
