region_id	region_name	region_name_in_data	region_ent_type	single_house_single_storeyed	single_house_two_storeyed	single_house_more_than_two_storeyed	attached_house_1st_floor	attached_house_2nd_floor	attached_house_from_3_to_4_floors	attached_house_from_5_to_10_floors	attached_house_from_11_to_19_floors	attached_house_from_20_floors_or_more	other
LK-5136045	Thettativu South - 01	Thettathivu South 1	GND	239	4	1	0	0	0	0	0	0	0
LK-5136050	Kaluthawalai 1	Kaluthawalai 1	GND	455	12	0	0	0	0	0	0	0	6
LK-5136055	Kaluthawalai Central	Kaluthawalai Central	GND	285	21	0	0	0	0	0	0	0	0
LK-5136060	Kaluthawalai 2	Kaluthawalai 2	GND	247	34	0	0	0	0	0	0	0	0
LK-5136065	Kaluthawalai 3	Kaluthawalai 3	GND	294	18	1	0	0	0	0	0	0	0
LK-5136070	Kaluthawalai 4	Kaluthawalai 4	GND	461	14	0	0	0	0	0	0	0	1
LK-5136075	Kaluthawalai 4 Santhipuram	Kaluthavalai 04 Santhipuram	GND	441	19	0	0	0	0	0	0	0	0
LK-5136080	Kaluwanchikudy North 1	Kaluwanchikudy North 1	GND	472	34	0	0	0	0	0	0	0	0
LK-5136085	Kaluwanchikudy North	Kaluwanchikudy North	GND	279	33	0	0	1	0	0	0	0	0
LK-5136090	Paddiruppu	Paddiruppu	GND	239	27	0	0	0	0	0	0	0	0
LK-5136095	Eruvil North	Eruvil North	GND	357	65	1	0	0	0	0	0	0	0
LK-5136100	Kaluwanchikudy South	kaluwanchikudy South	GND	906	114	2	0	0	0	0	0	0	0
LK-5136105	Onthachimadam North	Onthachimadam North	GND	569	50	0	0	0	0	0	0	0	5
LK-5136110	Eruvil East	Eruvil East	GND	703	42	0	0	0	0	0	0	0	0
LK-5136115	Eruvil South	Eruvil South	GND	454	62	0	0	0	0	0	0	0	0
LK-5136120	Kurumanvely 11 West	Kurumanvely 11West	GND	241	43	0	0	0	0	0	0	0	0
LK-5136125	Kurumanvely 11 East	Kurumanvely 11 East	GND	210	23	0	0	0	0	0	0	0	0
LK-5136130	Kurumanvely 12	Kurumanvely 12	GND	289	22	0	0	0	0	0	0	0	0
LK-5136135	Mahiloor West	Mahiloor West	GND	375	25	0	0	0	0	0	0	0	0
LK-5136140	Mahiloor South West	Mahiloor South West	GND	386	7	0	0	0	0	0	0	0	0
LK-5136145	Mahiloor East	Mahiloor East	GND	530	17	0	0	0	0	0	0	0	0
LK-5136150	Onthachimadam South	Onthachimadam South	GND	265	17	1	0	0	0	0	0	0	0
LK-5136155	Koddaikallar North	Koddaikallar North	GND	367	44	1	1	1	0	0	0	0	0
LK-5136160	Koddaikallar West	Koddaikallar West	GND	231	39	3	0	0	0	0	0	0	0
LK-5136165	Mahiloormunai	Mahiloor Munai	GND	283	4	3	0	0	0	0	0	0	0
LK-5136170	Koddaikallar East	Koddaikallar East	GND	215	33	0	0	0	0	0	0	0	1
LK-5136175	Koddaikallar South	Koddaikallar South	GND	193	33	0	1	0	0	0	0	0	0
LK-5136180	Periyakallar 01	Periyakallar 1	GND	226	36	1	0	0	0	0	0	0	0
LK-5136185	Periyakallar 01 South	Periyakallar 1 South	GND	237	18	1	0	0	0	0	0	0	0
LK-5136190	Periyakallar 02 West	Periyakallar 2 West	GND	291	42	0	1	0	0	0	0	0	0
LK-5136195	Periyakallar 02	Periyakallar 2	GND	221	25	0	0	0	0	0	0	0	0
LK-5136200	Periyakallar 03 South	Periyakallar 3 South	GND	345	9	0	1	1	0	0	0	0	0
LK-5136205	Periyakallar 03	Periyakallar 3	GND	199	17	0	0	0	0	0	0	0	0
LK-5136210	Thuraineelavanai North	Thuraineelavanai North	GND	357	10	0	0	0	0	0	0	0	0
LK-5136215	Thuraineelavanai North 01	Thuraineelavanai North 1	GND	205	16	0	0	0	0	0	0	0	0
LK-5136220	Thuraineelavanai South	Thuraineelavanai South	GND	233	16	0	0	0	0	0	0	0	0
LK-5136225	Thuraineelavanai South 01	Thuraineelavanai South1	GND	394	23	1	0	0	0	0	0	0	0
LK-52	Ampara	Ampara	DISTRICT	184418	15935	486	933	582	424	0	0	0	83
LK-5203	Dehiattakandiya	Dehiattakandiya	DSD	17720	681	19	11	4	0	0	0	0	2
LK-5203005	Rideela	Rideela	GND	1220	49	0	1	0	0	0	0	0	0
LK-5203010	Bakmeedeniya	Bakmeedeniya	GND	1215	32	0	0	0	0	0	0	0	0
LK-5203015	Dehiattakandiya	Dehiattakandiya	GND	2288	257	17	6	3	0	0	0	0	0
LK-5203020	Kadirapura	Kadirapura	GND	3199	99	0	1	0	0	0	0	0	0
LK-5203025	Mawanagama	Mawanagama	GND	1207	35	0	1	0	0	0	0	0	0
LK-5203030	Lihiniyagama	Lihiniyagama	GND	1148	35	0	0	0	0	0	0	0	0
LK-5203035	Serupitiya	Serupitiya	GND	1211	17	0	0	0	0	0	0	0	1
LK-5203040	Sandamadulla	Sadamadulla	GND	1010	35	0	1	0	0	0	0	0	0
LK-5203045	Sandunpura	Sandunpura	GND	1443	18	0	0	0	0	0	0	0	0
LK-5203050	Paranagama	Paranagama	GND	1492	16	0	0	0	0	0	0	0	0
LK-5203055	Ihalagama	Ihalagama	GND	826	23	1	0	0	0	0	0	0	1
LK-5203060	Nawa Medagama	Nawa Medagama	GND	777	47	1	1	1	0	0	0	0	0
LK-5203065	Wewmedagama	Wewmedagama	GND	684	18	0	0	0	0	0	0	0	0
LK-5206	Padiyathalawa	Padiyathalawa	DSD	6145	106	4	2	2	0	0	0	0	1
LK-5206005	Galode	Galode	GND	375	4	0	1	1	0	0	0	0	0
LK-5206010	Palathuruwella	Palathuruwella	GND	279	1	0	1	0	0	0	0	0	0
LK-5206015	Pulungasmulla	Pulungasmulla	GND	334	0	1	0	0	0	0	0	0	0
LK-5206020	Serankada	Serankada	GND	344	6	0	0	0	0	0	0	0	0
LK-5206025	Unapana	Unapana	GND	174	3	0	0	0	0	0	0	0	0
LK-5206030	Hagamwela	Hagamwela	GND	285	7	0	0	0	0	0	0	0	0
LK-5206035	Kirawana	Kirawana	GND	431	13	0	0	0	0	0	0	0	0
LK-5206040	Padiyathalawa	Padiyathalawa	GND	419	40	3	0	1	0	0	0	0	0
LK-5206045	Thalapitaoya Left	Thalapitaoya Left	GND	262	10	0	0	0	0	0	0	0	0
LK-5206050	Saranagama	Saranagama	GND	310	6	0	0	0	0	0	0	0	0
LK-5206055	Pallegama	Pallegama	GND	270	4	0	0	0	0	0	0	0	0
LK-5206060	Moradeniya	Moradeniya	GND	374	1	0	0	0	0	0	0	0	0
LK-5206065	Thalapitaoya South	Thalapitaoya South	GND	218	2	0	0	0	0	0	0	0	0
LK-5206070	Holike	Holike	GND	315	1	0	0	0	0	0	0	0	0
LK-5206075	Kehelulla	Kehelulla	GND	373	4	0	0	0	0	0	0	0	0
LK-5206080	Miriswatta	Miriswatta	GND	280	2	0	0	0	0	0	0	0	0
LK-5206085	Kolamanthalawa	Kolamanthalawa	GND	269	0	0	0	0	0	0	0	0	1
LK-5206090	Dorakumbura	Dorakumbura	GND	248	0	0	0	0	0	0	0	0	0
LK-5206095	Marangala	Marangala	GND	304	2	0	0	0	0	0	0	0	0
LK-5206100	Komana	Komana	GND	281	0	0	0	0	0	0	0	0	0
LK-5209	Mahaoya	Mahaoya	DSD	6854	108	1	2	3	0	0	0	0	0
LK-5209005	Bogamuyaya	Bogamuyaya	GND	80	0	0	0	0	0	0	0	0	0
LK-5209010	Tempitiya	Tempitiya	GND	203	3	0	0	0	0	0	0	0	0
LK-5209015	Poolawala	Poolawala	GND	185	2	0	0	0	0	0	0	0	0
LK-5209020	Bedirekka	Bedirekka	GND	178	6	0	0	0	0	0	0	0	0
LK-5209025	Unuwathura Bubula	Unuwathura Bubula	GND	606	1	0	0	0	0	0	0	0	0
LK-5209030	Iddapola	Iddapola	GND	328	1	0	0	0	0	0	0	0	0
LK-5209035	Thepelpola	Thepelpola	GND	472	10	0	0	0	0	0	0	0	0
LK-5209040	Mahaoya	Mahaoya	GND	265	22	0	0	0	0	0	0	0	0
LK-5209045	Samagipura	Samagipura	GND	621	13	0	0	1	0	0	0	0	0
LK-5209050	Borapola	Borapola	GND	284	3	0	0	0	0	0	0	0	0
LK-5209055	Kelavinna	Kelavinna	GND	502	9	1	1	0	0	0	0	0	0
LK-5209060	Dambadeniya	Dambadeniya	GND	641	11	0	1	2	0	0	0	0	0
LK-5209065	Kekirihena	Kekirihena	GND	589	16	0	0	0	0	0	0	0	0
LK-5209070	Kudaharasgala	Kudaharasgala	GND	477	2	0	0	0	0	0	0	0	0
LK-5209075	Lahugala	Lahugala	GND	391	0	0	0	0	0	0	0	0	0
LK-5209080	Pollebedda	Pollebedda	GND	593	4	0	0	0	0	0	0	0	0
LK-5209085	Aranthalawa	Aranthalawa	GND	439	5	0	0	0	0	0	0	0	0
LK-5212	Uhana	Uhana	DSD	16678	612	28	5	1	1	0	0	0	1
LK-5212005	Piyangala	Piyangala	GND	161	2	0	0	0	0	0	0	0	0
LK-5212010	Nugelanda North	Nugelanda North	GND	217	4	0	0	0	0	0	0	0	0
LK-5212015	Nugelanda South	Nugelanda South	GND	209	7	0	0	0	0	0	0	0	0
LK-5212020	Bakkiella	Bakkiella	GND	122	2	0	0	0	0	0	0	0	0
LK-5212025	Rajagalathenna South	Rajagalathenna South	GND	330	7	3	0	0	0	0	0	0	0
LK-5212030	Rajagalathenna North	Rajagalathenna North	GND	558	21	2	0	0	0	0	0	0	0
LK-5212035	Gonagolla	Gonagolla	GND	397	26	2	0	0	0	0	0	0	0
LK-5212040	Galapitagala West	Galapitagala West	GND	206	9	0	0	0	0	0	0	0	0
LK-5212045	Galapitagala East	Galapitagala East	GND	166	3	2	0	0	0	0	0	0	0
LK-5212050	Kothmale	Kothmale	GND	219	7	0	0	0	0	0	0	0	0
LK-5212055	Mayadunna	Mayadunna	GND	665	34	0	0	0	0	0	0	0	1
LK-5212060	Nawagiriyawa	Nawagiriyawa	GND	411	13	0	0	0	0	0	0	0	0
LK-5212065	Bandaradoowa	Bandaradoowa	GND	528	5	1	0	0	0	0	0	0	0
LK-5212070	Lathugala	Lathugala	GND	226	0	0	0	0	0	0	0	0	0
LK-5212075	Bokkabedda	Bokkabedda	GND	219	3	0	0	0	0	0	0	0	0
LK-5212080	Kohombana	Kohombana	GND	156	6	0	0	0	0	0	0	0	0
LK-5212085	Walagampura	Walagampura	GND	621	21	0	0	0	0	0	0	0	0
LK-5212090	Verenketagoda	Verenketagoda	GND	741	53	0	0	0	0	0	0	0	0
LK-5212095	Senagama North	Senagama North	GND	292	14	0	0	0	0	0	0	0	0
LK-5212100	Senagama South	Senagama South	GND	187	6	0	0	0	0	0	0	0	0
LK-5212105	Gonagala	Gonagala	GND	322	1	0	0	0	0	0	0	0	0
LK-5212110	Veheragama East	Veheragama East	GND	118	2	0	0	0	0	0	0	0	0
LK-5212115	Veheragama West	Veheragama West	GND	116	4	0	0	0	0	0	0	0	0
LK-5212120	Gemunupura	Gemunupura	GND	280	10	0	0	0	0	0	0	0	0
LK-5212125	Siyambalawewa	Siyambalawewa	GND	173	3	0	0	0	0	0	0	0	0
LK-5212130	Rajagama North	Rajagama North	GND	139	4	0	0	0	0	0	0	0	0
LK-5212135	Rajagama South	Rajagama South	GND	155	12	0	0	0	0	0	0	0	0
LK-5212140	Suhadagama North	Suhadagama North	GND	61	1	0	0	0	0	0	0	0	0
LK-5212145	Suhadagama South	Suhadagama South	GND	49	1	0	0	0	0	0	0	0	0
LK-5212150	Kumarigama	Kumarigama	GND	303	9	0	0	0	0	0	0	0	0
LK-5212155	Komariya	Komariya	GND	284	8	0	0	0	0	0	0	0	0
LK-5212160	Udagirigama West	Udagirigama West	GND	192	1	0	0	0	0	0	0	0	0
LK-5212165	Udagirigama East	Udagirigama East	GND	298	11	0	0	0	0	0	0	0	0
LK-5212170	Galahitiyagoda	Galahitiyagoda	GND	625	19	0	0	0	0	0	0	0	0
LK-5212175	Mahakandiya	Mahakandiya	GND	539	7	0	0	0	0	0	0	0	0
LK-5212180	Kahatagasyaya	Kahatagasyaya	GND	202	0	0	0	0	0	0	0	0	0
LK-5212185	Velikahagolla	Velikahagolla	GND	460	14	1	1	1	0	0	0	0	0
LK-5212190	Dematamalpelessa	Dematamalpelessa	GND	403	24	0	1	0	0	0	0	0	0
LK-5212195	Uhana	Uhana	GND	589	74	13	0	0	1	0	0	0	0
LK-5212200	Uhana Thissapura East	Uhana Thissapura West	GND	558	19	1	1	0	0	0	0	0	0
LK-5212205	Uhana Thissapura West	Uhana Thissapura East	GND	232	9	0	0	0	0	0	0	0	0
LK-5212210	Udayapura	Udayapura	GND	295	13	0	0	0	0	0	0	0	0
LK-5212215	Sandanadapura	Sandanadapura	GND	324	4	0	0	0	0	0	0	0	0
LK-5212220	Weeragoda North	Weeragoda North	GND	234	5	0	0	0	0	0	0	0	0
LK-5212225	Weeragoda South	Weeragoda South	GND	271	3	0	0	0	0	0	0	0	0
LK-5212230	Dadayanthalawa West	Dadayanthalawa West	GND	340	8	0	0	0	0	0	0	0	0
LK-5212235	Dadayanthalawa East	Dadayanthalawa East	GND	177	6	0	0	0	0	0	0	0	0
LK-5212240	Wijayapura East	Wijayapura East	GND	141	6	0	0	0	0	0	0	0	0
LK-5212245	Wijayapura West	Wijayapura West	GND	168	8	0	0	0	0	0	0	0	0
LK-5212250	Kumudugama	Kumudugama	GND	212	3	1	0	0	0	0	0	0	0
LK-5212255	Ruhunugama	Ruhunugama	GND	234	7	0	0	0	0	0	0	0	0
LK-5212260	Buddhangala	Buddhangala	GND	191	3	0	2	0	0	0	0	0	0
LK-5212265	Palam Kandavura	Palam Kandavura	GND	540	55	2	0	0	0	0	0	0	0
LK-5212270	Himidurawa	Himidurawa	GND	562	13	0	0	0	0	0	0	0	0
LK-5212275	Abhayapura	Abhayapura	GND	260	2	0	0	0	0	0	0	0	0
LK-5215	Ampara	Ampara	DSD	11828	1162	43	119	20	0	0	0	0	0
LK-5215005	Dambethalawa	Dambethalawa	GND	859	15	0	0	0	0	0	0	0	0
LK-5215010	Samapura	Samapura	GND	380	41	0	0	0	0	0	0	0	0
LK-5215015	Karangawa	Karangawa	GND	878	126	4	0	0	0	0	0	0	0
LK-5215020	Gemunupura	Gemunupura	GND	346	55	0	3	0	0	0	0	0	0
LK-5215025	Thissapura	Thissapura	GND	512	79	0	14	4	0	0	0	0	0
LK-5215030	Nawagampura	"Nawagampura_x000D_
Nawagamp"	GND	1205	169	2	2	2	0	0	0	0	0
LK-5215035	Senanayakepura	Senanayakepura	GND	751	109	10	0	0	0	0	0	0	0
LK-5215040	Jayawardhanapura	Jayawardhanapura	GND	667	164	5	63	1	0	0	0	0	0
LK-5215045	Indrasarapura	Indrasarapura	GND	309	75	4	24	7	0	0	0	0	0
LK-5215050	Mihindupura	Mihindupura	GND	578	88	5	7	3	0	0	0	0	0
LK-5215055	Saddhathissapura	Saddhathissapura	GND	497	65	8	5	2	0	0	0	0	0
LK-5215060	Kotavehera	Kotavehera	GND	382	18	0	0	0	0	0	0	0	0
LK-5215065	Paragahakele East	Paragahakele East	GND	422	13	0	0	0	0	0	0	0	0
LK-5215070	Paragahakele West	Paragahakele West	GND	473	11	0	0	0	0	0	0	0	0
LK-5215075	Ambagahawella	Ambagahawella	GND	442	12	0	1	0	0	0	0	0	0
LK-5215080	Ambamalthalawa	Ambamalthalawa	GND	423	18	0	0	0	0	0	0	0	0
LK-5215085	Namalthalawa	Namalthalawa	GND	427	10	0	0	0	0	0	0	0	0
LK-5215090	Namaloya II	Namaloya (ii)	GND	410	8	0	0	0	0	0	0	0	0
LK-5215095	Polwaga Janapadaya	Polwaga Janapadaya	GND	616	25	1	0	1	0	0	0	0	0
LK-5215100	Wavinna North	Wavinna North	GND	372	3	0	0	0	0	0	0	0	0
LK-5215105	Wavinna South	Wavinna South	GND	530	31	2	0	0	0	0	0	0	0
LK-5215110	Namaloya I	Namaloya ( i )	GND	349	27	2	0	0	0	0	0	0	0
LK-5216	Navithanveli	Navithanveli	DSD	6075	210	0	2	0	0	0	0	0	1
LK-5216005	Central Camp 01	Central Camp 01	GND	280	4	0	0	0	0	0	0	0	0
LK-5216010	Central Camp 02	Central Camp 02	GND	229	4	0	0	0	0	0	0	0	0
LK-5216015	Central Camp 03	Central Camp 03	GND	272	23	0	2	0	0	0	0	0	0
LK-5216020	Central Camp 05	Central Camp 05	GND	281	4	0	0	0	0	0	0	0	1
LK-5216025	Central Camp 06	Central Camp 06	GND	376	20	0	0	0	0	0	0	0	0
LK-5216030	Central Camp 04	Central Camp 04	GND	214	6	0	0	0	0	0	0	0	0
LK-5216035	Chalambaikerny 03	Chalambaikerny 03	GND	351	9	0	0	0	0	0	0	0	0
LK-5216040	Chalambaikerny 04	Chalambaikerny 04	GND	572	15	0	0	0	0	0	0	0	0
LK-5216045	Chalambaikerny 05	Chalambaikerny 05	GND	132	49	0	0	0	0	0	0	0	0
LK-5216050	Chalambaikerny 01	Chalambaikerny 01	GND	528	10	0	0	0	0	0	0	0	0
LK-5216055	Chalambaikerny 02	Chalambaikerny 02	GND	188	3	0	0	0	0	0	0	0	0
LK-5216060	Sorikalmunai 3	Sorikalmunai 03	GND	314	4	0	0	0	0	0	0	0	0
LK-5216065	Sorikalmunai 1	Sorikalmunai 01	GND	359	23	0	0	0	0	0	0	0	0
LK-5216070	Sorikalmunai 2	Sorikalmunai 02	GND	165	2	0	0	0	0	0	0	0	0
LK-5216075	Chavalakade	Chavalakade	GND	207	5	0	0	0	0	0	0	0	0
LK-5216080	Navithanveli 02	Navithanveli 02	GND	313	1	0	0	0	0	0	0	0	0
LK-5216085	Annamalai 03	Annamalai 03	GND	170	3	0	0	0	0	0	0	0	0
LK-5216090	Annamalai 02	Annamalai 02	GND	515	3	0	0	0	0	0	0	0	0
LK-5216095	Navithanveli 01	Navithanveli 01	GND	366	16	0	0	0	0	0	0	0	0
LK-5216100	Annamalai 01	Annamalai 01	GND	243	6	0	0	0	0	0	0	0	0
LK-5218	Sammanthurai	Samanthurai	DSD	17161	2131	45	44	17	0	0	0	0	2
LK-5218005	Veeramunai 04	Veeramunai 04	GND	177	8	0	0	0	0	0	0	0	0
LK-5218010	Sammanthurai 08	Sammanthurai 08	GND	269	56	3	0	0	0	0	0	0	0
LK-5218015	Sammanthurai 06	Sammanthurai 06	GND	91	54	0	0	0	0	0	0	0	0
LK-5218020	Sammanthurai TD 01	Sammanthurai Tamil Division 01	GND	137	37	2	0	0	0	0	0	0	0
LK-5218025	Sammanthurai TD 04	Sammanthurai Tamil Division 04	GND	77	7	0	0	0	0	0	0	0	0
LK-5218030	Sammanthurai TD 02	Sammanthurai Tamil Division 02	GND	143	67	0	0	0	0	0	0	0	0
LK-5218035	Sammanthurai 01	Sammanthurai 01	GND	175	61	1	1	1	0	0	0	0	0
LK-5218040	Sammanthurai 02	Sammanthurai 02	GND	311	105	7	0	0	0	0	0	0	0
LK-5218045	Sammanthurai 05	Sammanthurai 05	GND	115	64	3	1	3	0	0	0	0	0
LK-5218050	Karuwaddukal 01	Karuwaddukal 01	GND	340	38	2	1	0	0	0	0	0	0
LK-5218055	Karuwaddukal 03	Karuwaddukal 03	GND	343	99	9	4	3	0	0	0	0	0
LK-5218060	Karuwaddukal 02	Karuwaddukal 02	GND	304	60	0	0	0	0	0	0	0	0
LK-5218065	Sammanthurai 11	Sammanthurai 11	GND	185	10	0	1	0	0	0	0	0	0
LK-5218070	Sammanthurai 10	Sammanthurai 10	GND	201	20	0	0	0	0	0	0	0	0
LK-5218075	Sammanthurai 09	Sammanthurai 09	GND	299	84	2	1	1	0	0	0	0	0
LK-5218080	Sammanthurai 07	Sammanthurai 07	GND	178	81	1	0	0	0	0	0	0	0
LK-5218085	Sammanthurai 04	Sammanthurai 04	GND	166	82	0	0	0	0	0	0	0	0
LK-5218090	Sammanthurai TD 03	Sammanthurai Tamil Division 03	GND	308	67	0	0	0	0	0	0	0	0
LK-5218095	Maddakalaputharavai 02	Maddakalaputharavai 02	GND	383	11	0	0	0	0	0	0	0	0
LK-5218100	Maddakalaputharavai 01	Maddakalaputharavai 01	GND	263	77	0	2	0	0	0	0	0	0
LK-5218105	Sammanthurai 03	Sammanthurai 03	GND	285	106	0	2	1	0	0	0	0	0
LK-5218110	Veeramunai 03	Veeramunai 03	GND	164	7	0	0	0	0	0	0	0	0
LK-5218115	Veeramunai 02	Veeramunai 02	GND	123	13	0	0	0	0	0	0	0	0
LK-5218120	Veeramunai 01	Veeramunai 01	GND	150	10	0	0	0	0	0	0	0	0
LK-5218125	Sammanthurai 12	Sammanthurai 12	GND	227	16	0	0	0	0	0	0	0	0
LK-5218130	Malwatte 02	Malwatte 02	GND	346	8	0	0	0	0	0	0	0	0
LK-5218135	Block 'J' East 01	Block 'J' East 01	GND	415	50	2	2	0	0	0	0	0	0
LK-5218140	Block 'J' West 02	Block 'J' West 02	GND	479	22	1	0	0	0	0	0	0	0
LK-5218145	Kallarichchel 02	Kallarichchel 02	GND	756	44	2	0	1	0	0	0	0	0
LK-5218150	Block 'J' West 01	Block 'J' West 01	GND	342	14	0	0	0	0	0	0	0	0
LK-5218155	Kallarichchel 03	Kallarichchel 03	GND	422	9	0	0	2	0	0	0	0	0
LK-5218160	Udanga 01	Udanga 01	GND	514	66	0	0	0	0	0	0	0	0
LK-5218165	Udanga 02	Udanga02	GND	484	14	2	1	1	0	0	0	0	0
LK-5218170	Vilinayadi 01	Vilinayadi 01	GND	605	58	1	0	0	0	0	0	0	0
LK-5218175	Sennelgramam 01	Sennelgramam 01	GND	687	20	0	0	0	0	0	0	0	0
LK-5218180	Sennelgramam 02	Sennelgramam 02	GND	970	22	0	1	0	0	0	0	0	0
LK-5218185	Block 'J' East 03	Block 'J' East 03	GND	468	50	1	0	0	0	0	0	0	0
LK-5218190	Block 'J' East 02	Block 'J' East 02	GND	408	49	2	1	1	0	0	0	0	0
LK-5218195	Malayadikiramam 01	Malayadikiramam 01	GND	613	13	0	0	0	0	0	0	0	0
LK-5218200	Malayadikiramam 03	Malayadikiramam 03	GND	438	138	0	0	0	0	0	0	0	0
LK-5218205	Malwatte 03	Malwatte 03	GND	321	8	0	0	0	0	0	0	0	0
LK-5218210	Malwatte 01	Malwatte 01	GND	360	3	1	0	1	0	0	0	0	0
LK-5218215	Malkampiddy	Malkampiddy	GND	125	1	0	0	0	0	0	0	0	0
LK-5218220	Malayadikiramam 04	Malayadikiramam 04	GND	410	16	0	17	1	0	0	0	0	0
LK-5218225	Malayadikiramam 02	Malayadikiramam 02	GND	655	33	2	0	0	0	0	0	0	0
LK-5218230	Vilinayadi 02	Vilinayadi 02	GND	326	34	1	0	0	0	0	0	0	1
LK-5218235	Vilinayadi 03	Vilinayadi 03	GND	349	51	0	0	0	0	0	0	0	0
LK-5218240	Kallarichchel 01	Kallarichchel 01	GND	278	9	0	0	0	0	0	0	0	1
LK-5218245	Valathapitty 02	Valathapitty 02	GND	60	1	0	0	0	0	0	0	0	0
LK-5218250	Valathapitty 01	Valathapitty 01	GND	755	155	0	9	1	0	0	0	0	0
LK-5218255	Malwatte 04	Malwatte 04	GND	161	3	0	0	0	0	0	0	0	0
LK-5221	Kalmunai North	Kalmunai North Sub	DSD	7072	854	23	251	267	207	0	0	0	1
LK-5221005	Periyaneelavanai  01B	Periyaneelavanai  01B	GND	213	12	0	149	151	84	0	0	0	0
LK-5221010	Periyaneelavanai  01A	Periyaneelavanai  01A	GND	239	13	0	0	0	0	0	0	0	0
LK-5221015	Periyaneelavanai  01	Periyaneelavanai  01	GND	319	11	0	35	40	9	0	0	0	0
LK-5221020	Periyaneelavanai  02	Periyaneelavanai  02	GND	781	69	2	30	28	30	0	0	0	0
LK-5221025	Chenaikudiyiruppu 01A	Chenaikudiyiruppu 01A	GND	349	44	0	0	0	0	0	0	0	0
LK-5221030	Pandiruppu 01	Pandiruppu 01	GND	264	22	2	0	1	0	0	0	0	0
LK-5221035	Pandiruppu 01B	Pandiruppu 01B	GND	200	30	1	0	0	0	0	0	0	0
LK-5221040	Pandiruppu 01C	Pandiruppu 01C	GND	216	21	0	0	1	0	0	0	0	0
LK-5221045	Pandiruppu 01A	Pandiruppu 01A	GND	235	5	0	0	0	0	0	0	0	0
LK-5221050	Pandiruppu 02_x000D_	"Pandiruppu 02_x000D_
"	GND	393	64	9	0	0	0	0	0	0	1
LK-5221055	Pandiruppu 02B	Pandiruppu 02B	GND	159	25	2	1	2	0	0	0	0	0
LK-5221060	Pandiruppu 02C	Pandiruppu 02C	GND	242	48	1	1	1	0	0	0	0	0
LK-5221065	Pandiruppu 02A	Pandiruppu 02A	GND	208	0	0	0	0	0	0	0	0	0
LK-5221070	Kalmunai  01D	Kalmunai  01D	GND	93	16	0	31	32	83	0	0	0	0
LK-5221075	Kalmunai  01B	Kalmunai  01B	GND	66	53	0	0	0	0	0	0	0	0
LK-5221080	Kalmunai  01A	Kalmunai  01A	GND	172	71	0	1	10	0	0	0	0	0
LK-5221085	Kalmunai  01	Kalmunai  01	GND	235	65	3	2	1	1	0	0	0	0
LK-5221090	Natpiddimunai (T.P ) 03	Natpiddimunai (T.P ) 03	GND	269	27	0	0	0	0	0	0	0	0
LK-5221095	Natpiddimunai (T.P ) 02	Natpiddimunai (T.P ) 02	GND	320	26	1	0	0	0	0	0	0	0
LK-5221100	Natpiddimunai (T.P ) 01	Natpiddimunai (T.P ) 01	GND	199	28	0	0	0	0	0	0	0	0
LK-5221105	Chenaikudiyiruppu 01B	Chenaikudiyiruppu 01B	GND	249	19	0	0	0	0	0	0	0	0
LK-5221110	Chenaikudiyiruppu 01	Chenaikudiyiruppu 01	GND	251	13	0	0	0	0	0	0	0	0
LK-5221115	Kalmunai  01C	Kalmunai  01C	GND	169	24	0	0	0	0	0	0	0	0
LK-5221120	Kalmunai  01E	Kalmunai  01E	GND	256	22	0	0	0	0	0	0	0	0
LK-5221125	Kalmunai  02B	Kalmunai  02B	GND	146	25	0	0	0	0	0	0	0	0
LK-5221130	Kalmunai  02A	Kalmunai  02A	GND	208	20	0	0	0	0	0	0	0	0
LK-5221135	Kalmunai  02	Kalmunai  02	GND	304	51	0	1	0	0	0	0	0	0
LK-5221140	Kalmunai  03	Kalmunai  03	GND	212	28	2	0	0	0	0	0	0	0
LK-5221145	Kalmunai  03A	Kalmunai  03A	GND	105	2	0	0	0	0	0	0	0	0
LK-5224	Kalmunai	Kalmunai	DSD	10126	2544	100	280	216	213	0	0	0	2
LK-5224005	Periyaneelavanai 01B	Periyaneelavanai  Muslim Section	GND	433	186	7	0	0	0	0	0	0	0
LK-5224010	Periyaneelavanai 01A	Periyaneelavanai  Muslim Section	GND	297	18	0	0	0	0	0	0	0	0
LK-5224015	Periyaneelavanai 01	Maruthamunai 01	GND	211	57	6	0	0	0	0	0	0	0
LK-5224020	Periyaneelavanai 02	Maruthamunai 02	GND	309	69	2	0	1	0	0	0	0	0
LK-5224025	Chenaikudiyiruppu 01A	Maruthamunai 03	GND	988	237	7	1	1	0	0	0	0	2
LK-5224030	Pandiruppu 01	Maruthamunai 04	GND	403	78	1	63	3	1	0	0	0	0
LK-5224035	Pandiruppu 01B	Maruthamunai 05	GND	255	110	4	0	0	0	0	0	0	0
LK-5224040	Pandiruppu 01C	Maruthamunai 06	GND	864	236	8	2	1	0	0	0	0	0
LK-5224045	Pandiruppu 01A	Natpiddimunai (M.P ) 03	GND	292	17	0	0	0	0	0	0	0	0
LK-5224050	Pandiruppu 02	Natpiddimunai (M.P ) 02	GND	213	30	1	0	0	0	0	0	0	0
LK-5224055	Pandiruppu 02B	Natpiddimunai (M.P ) 01	GND	252	30	2	0	0	0	0	0	0	0
