region_id	region_name	region_name_in_data	region_ent_type	single_house_single_storeyed	single_house_two_storeyed	single_house_more_than_two_storeyed	attached_house_1st_floor	attached_house_2nd_floor	attached_house_from_3_to_4_floors	attached_house_from_5_to_10_floors	attached_house_from_11_to_19_floors	attached_house_from_20_floors_or_more	other
LK-1221180	Kandana West	Kandana West	GND	205	239	17	8	0	1	0	0	0	0
LK-1221185	Uswatta	Uswatta	GND	804	173	19	3	2	1	0	0	0	0
LK-1221190	Hapugoda Central	Hapugoda Central	GND	459	142	10	0	0	0	0	0	0	0
LK-1221195	Batagama South	Batagama South	GND	708	219	10	5	3	0	0	0	0	0
LK-1221200	Polpitimookalana	Polpitimookalana	GND	1179	365	7	6	6	0	0	0	0	0
LK-1221205	Batuwatta West	Batuwatta West	GND	828	288	13	5	6	11	0	0	0	0
LK-1221210	Batuwatta East	Batuwatta East	GND	885	196	3	2	0	1	0	0	0	0
LK-1221215	Walpola East	Walpola East	GND	1021	183	5	7	2	0	0	0	0	0
LK-1221220	Jayasrigama	Jayasrigama	GND	832	262	14	29	17	3	0	0	0	0
LK-1221225	Hapugoda East	Hapugoda East	GND	460	256	26	16	16	3	0	0	0	0
LK-1221230	Nagoda	Nagoda	GND	661	286	23	9	13	5	0	0	0	0
LK-1221235	Jayasamarugama	Jayasamarugama	GND	955	410	28	19	26	2	0	0	0	0
LK-1221240	Peralanda	Peralanda	GND	1188	416	11	5	2	0	0	0	0	0
LK-1221245	Podiveekumbura	Podiveekumbura	GND	1216	354	20	0	0	0	0	0	0	0
LK-1221250	Walpola West	Walpola West	GND	1106	144	5	8	8	4	0	0	0	0
LK-1221255	Narangodapaluwa West	Narangodapaluwa West	GND	837	245	14	5	5	0	0	0	0	1
LK-1221260	Narangodapaluwa East	Narangodapaluwa East	GND	1069	173	2	7	4	0	0	0	0	0
LK-1221265	Thewatta	Thewatta	GND	705	322	18	23	21	1	0	0	0	0
LK-1221270	Ragama	Ragama	GND	717	284	20	18	9	43	8	0	0	0
LK-1221275	Ketagewatta	Ketagewatta	GND	750	205	16	15	11	1	0	0	0	0
LK-1221280	Dambuwa	Dambuwa	GND	875	244	11	0	0	0	0	0	0	0
LK-1221285	Rampitiya	Rampitiya	GND	634	188	14	18	56	29	14	0	0	0
LK-1224	Gampaha	Gampaha	DSD	42694	12933	580	797	336	123	102	0	0	3
LK-1224005	Makevita North	Makevita North	GND	407	81	2	13	1	0	0	0	0	0
LK-1224010	Makevita South	Makevita South	GND	335	94	10	0	0	0	0	0	0	0
LK-1224015	Mabima	Mabima	GND	399	70	2	0	0	0	0	0	0	0
LK-1224020	Gonagaha II	Gonagaha II	GND	392	56	1	0	0	0	0	0	0	0
LK-1224025	Welikada	Welikada	GND	297	27	1	2	0	0	0	0	0	0
LK-1224030	Gonagaha I	Gonagaha i	GND	189	50	4	6	5	7	0	0	0	0
LK-1224035	Ambanvita	Ambanvita	GND	160	41	2	1	0	0	0	0	0	0
LK-1224040	Kirindivita	Kirindivita	GND	208	58	0	10	2	0	0	0	0	0
LK-1224045	Akaravita	Akaravita	GND	372	112	0	0	0	0	0	0	0	0
LK-1224050	Pahalagama	Pahalagama	GND	262	101	8	13	10	0	0	0	0	0
LK-1224055	Medagama II	Medagama ii	GND	305	159	17	36	19	1	0	0	0	0
LK-1224060	Ihalagama West	Ihalagama West	GND	348	172	7	12	7	1	0	0	0	0
LK-1224065	Ihalagama East	Ihalagama East	GND	451	141	2	4	5	0	0	0	0	0
LK-1224070	Gampaha Aluthgama North	Gampaha Aluthgama North	GND	477	139	7	4	2	0	0	0	0	0
LK-1224075	Karanekamulla	Karanekamulla	GND	176	23	0	0	0	1	0	0	0	0
LK-1224080	Baduwathugoda	Baduwathugoda	GND	282	47	1	0	0	0	0	0	0	0
LK-1224085	Boraliyawatha	Boraliyawatha	GND	295	72	0	0	0	0	0	0	0	0
LK-1224090	Thittalapitigoda	Thittalapitigoda	GND	296	65	1	1	0	0	0	0	0	0
LK-1224095	Aluthgama Bogamuwa North	Aluthgama Bogamuwa North	GND	789	316	13	3	2	1	0	0	0	0
LK-1224100	Aluthgama Bogamuwa South	Aluthgama Bogamuwa South	GND	389	168	19	13	18	6	1	0	0	0
LK-1224105	Mahipalagoda	Mahipalagoda	GND	391	83	2	3	2	1	0	0	0	0
LK-1224110	Morenna	Morenna	GND	337	62	1	1	1	0	0	0	0	1
LK-1224115	Weediyawatta	Weediyawatta	GND	303	73	1	7	0	0	0	0	0	0
LK-1224120	Keselwathugoda North	Keselwathugoda North	GND	613	197	7	0	2	1	0	0	0	0
LK-1224125	Indigolla	Indigolla	GND	375	108	7	1	0	1	1	0	0	0
LK-1224130	Gampaha Aluthgama West	Gampaha Aluthgama West	GND	399	191	8	15	0	0	0	0	0	0
LK-1224135	Bendiyamulla North	Bendiyamulla North	GND	215	190	12	6	7	9	29	0	0	0
LK-1224140	Medagama IV	Medagama iv	GND	233	152	5	6	7	3	0	0	0	0
LK-1224145	Medagama III	Medagama iii	GND	109	136	19	1	1	37	19	0	0	0
LK-1224150	Medagama I	Medagama i	GND	20	29	5	0	0	0	0	0	0	0
LK-1224155	Oruthota South	Oruthota South	GND	333	141	9	4	2	0	0	0	0	0
LK-1224160	Kosovita	Kosovita	GND	300	64	2	0	0	0	0	0	0	0
LK-1224165	Rathmalavita	Rathmalavita	GND	150	29	0	1	4	0	0	0	0	0
LK-1224170	Makilangamuwa	Makilangamuwa	GND	234	72	2	16	4	1	0	0	0	0
LK-1224175	Horagolla North	Horagolla North	GND	581	164	4	2	1	0	0	0	0	0
LK-1224180	Thibbotugoda	Thibbotugoda	GND	506	99	2	0	1	0	0	0	0	0
LK-1224185	Midellavita	Midellavita	GND	157	18	0	0	1	0	0	0	0	0
LK-1224190	Kudabollatha	Kudabollatha	GND	449	49	0	5	2	0	0	0	0	2
LK-1224195	Bollatha North	Bollatha North	GND	651	154	2	11	3	0	0	0	0	0
LK-1224200	Wewel Agara	Wewel Agara	GND	163	20	0	0	0	0	0	0	0	0
LK-1224205	Bollatha West	Bollatha West	GND	350	47	5	0	0	0	0	0	0	0
LK-1224210	Bollatha South	Bollatha South	GND	704	170	8	8	3	1	0	0	0	0
LK-1224215	Bulugahagoda West	Bulugahagoda West	GND	339	61	0	8	1	0	0	0	0	0
LK-1224220	Bulugahagoda East	Bulugahagoda East	GND	226	69	3	0	0	0	0	0	0	0
LK-1224225	Galahitiyawa North	Galahitiyawa North	GND	675	219	15	13	11	0	0	0	0	0
LK-1224230	Horagolla South	Horagolla South	GND	413	111	3	6	4	1	0	0	0	0
LK-1224235	Neduna	Neduna	GND	251	68	10	7	7	0	0	0	0	0
LK-1224240	Pahala Yagoda	Pahala Yagoda	GND	531	97	0	1	0	0	0	0	0	0
LK-1224245	Oruthota North	Oruthota North	GND	335	112	7	0	0	0	0	0	0	0
LK-1224250	Moragoda 1	Moragoda 1	GND	273	71	3	4	2	0	0	0	0	0
LK-1224255	Bendiyamulla West	Bendiyamulla West	GND	555	223	20	17	16	0	0	0	0	0
LK-1224260	Kidagammulla	Kidagammulla	GND	334	180	7	14	9	4	0	0	0	0
LK-1224265	Bendiyamulla East	Bendiyamulla East	GND	259	225	15	8	5	17	49	0	0	0
LK-1224270	Gampaha Aluthgama East	Gampaha Aluthgama East	GND	517	429	26	3	2	0	0	0	0	0
LK-1224275	Keselwathugoda South	Keselwathugoda South	GND	237	93	3	4	0	1	0	0	0	0
LK-1224280	Yakkala North	Yakkala North	GND	452	265	33	298	24	3	0	0	0	0
LK-1224285	Galthotamulla	Galthotamulla	GND	255	75	5	0	1	0	0	0	0	0
LK-1224290	Yakkala West	Yakkala West	GND	426	118	7	2	1	0	0	0	0	0
LK-1224295	Pepolgasdeniya	Pepolgasdeniya	GND	483	174	4	1	2	0	0	0	0	0
LK-1224300	Yakkala East	Yakkala East	GND	242	128	4	4	3	0	0	0	0	0
LK-1224305	Yakkala South	Yakkala South	GND	399	169	16	0	0	0	0	0	0	0
LK-1224310	Henarathgoda	Henarathgoda	GND	462	277	16	14	13	1	0	0	0	0
LK-1224315	Mudungoda West	Mudungoda West	GND	215	39	0	0	0	0	0	0	0	0
LK-1224320	Moragoda 2	Moragoda 2	GND	372	127	2	1	0	0	0	0	0	0
LK-1224325	Ihala Yagoda North	Ihala Yagoda North	GND	600	146	2	1	2	3	0	0	0	0
LK-1224330	Mahena	Mahena	GND	775	134	1	0	0	0	0	0	0	0
LK-1224335	Ganemulla South	Ganemulla South	GND	1174	372	6	0	5	0	0	0	0	0
LK-1224340	Ganemulla North	Ganemulla North	GND	404	183	15	45	23	4	0	0	0	0
LK-1224345	Galahitiyawa East	Galahitiyawa East	GND	396	149	13	20	14	2	0	0	0	0
LK-1224350	Galahitiyawa South	Galahitiyawa South	GND	808	211	8	9	0	0	0	0	0	0
LK-1224355	Kossinna East	Kossinna East	GND	497	105	2	3	2	0	0	0	0	0
LK-1224360	Amunugoda North	Amunugoda North	GND	765	257	7	0	4	3	0	0	0	0
LK-1224365	Ihala Yagoda South	Ihala Yagoda South	GND	666	171	7	0	0	0	0	0	0	0
LK-1224370	Mudungoda South	Mudungoda South	GND	486	60	2	0	0	0	0	0	0	0
LK-1224375	Mudungoda North	Mudungoda North	GND	324	112	3	11	2	0	0	0	0	0
LK-1224380	Godagedara	Godagedara	GND	472	112	4	3	9	0	0	0	0	0
LK-1224385	Rathupaswala	Rathupaswala	GND	735	200	4	24	3	4	3	0	0	0
LK-1224390	Galloluwa	Galloluwa	GND	547	105	0	4	6	0	0	0	0	0
LK-1224395	Belummahara	Belummahara	GND	670	243	11	11	16	0	0	0	0	0
LK-1224400	Ihala Imbulgoda North	Ihala Imbulgoda North	GND	310	142	2	4	5	0	0	0	0	0
LK-1224405	Ihala Imbulgoda South	Ihala Imbulgoda South	GND	474	189	5	4	0	1	0	0	0	0
LK-1224410	Pahala Imbulgoda South	Pahala Imbulgoda South	GND	569	189	12	4	1	0	0	0	0	0
LK-1224415	Pahala Imbulgoda West	Pahala Imbulgoda West	GND	510	368	13	5	5	2	0	0	0	0
LK-1224420	Amunugoda South	Amunugoda South	GND	428	82	0	2	1	4	0	0	0	0
LK-1224425	Parakandeniya North 1	Parakandeniya North 1	GND	417	162	5	3	0	1	0	0	0	0
LK-1224430	Kossinna West 1	Kossinna West 1	GND	473	76	4	0	0	0	0	0	0	0
LK-1224435	Katuwalamulla North	Katuwalamulla North	GND	431	91	6	2	1	0	0	0	0	0
LK-1224440	Kossinna West 2	Kossinna West 2	GND	494	125	4	12	4	0	0	0	0	0
LK-1224445	Katuwalamulla South	Katuwalamulla South	GND	423	60	2	2	0	0	0	0	0	0
LK-1224450	Parakandeniya North 2	Parakandeniya North 2	GND	458	94	2	1	2	0	0	0	0	0
LK-1224455	Parakandeniya	Parakandeniya	GND	401	188	9	2	3	0	0	0	0	0
LK-1224460	Pahala Imbulgoda East	Pahala Imbulgoda East	GND	216	94	1	0	7	0	0	0	0	0
LK-1224465	Embaraluwa North 2	Embaraluwa North 2	GND	375	85	5	0	0	0	0	0	0	0
LK-1224470	Embaraluwa North 1	Embaraluwa North 1	GND	533	132	7	1	0	0	0	0	0	0
LK-1224475	Weliweriya West	Weliweriya West	GND	691	137	7	0	0	0	0	0	0	0
LK-1224480	Nedungamuwa	Nedungamuwa	GND	538	106	1	7	0	0	0	0	0	0
LK-1224485	Weliweriya East	Weliweriya East	GND	556	126	3	5	2	0	0	0	0	0
LK-1224490	Weliweriya North	Weliweriya North	GND	701	105	6	0	1	1	0	0	0	0
LK-1224495	Weliweriya South	Weliweriya South	GND	428	70	1	0	0	0	0	0	0	0
LK-1224500	Embaraluwa South 1	Embaraluwa South 1	GND	497	79	3	0	3	0	0	0	0	0
LK-1224505	Embaraluwa South 2	Embaraluwa South 2	GND	799	103	0	2	2	0	0	0	0	0
LK-1227	Attanagalla	Attanagalla	DSD	44352	8797	275	265	287	58	1	0	0	2
LK-1227005	Eluwapitiya West	Eluwapitiya West	GND	340	35	0	0	0	0	0	0	0	0
LK-1227010	Eluwapitiya	Eluwapitiya	GND	433	50	0	0	0	0	0	0	0	0
LK-1227015	Hiripitiya West	Hiripitiya West	GND	288	80	1	6	40	0	0	0	0	0
LK-1227020	Hiripitiya North	Hiripitiya North	GND	366	56	4	0	0	0	0	0	0	0
LK-1227025	Hiripitiya Central	Hiripitiya Central	GND	93	24	3	0	0	0	0	0	0	0
LK-1227030	Hiripitiya East	Hiripitiya East	GND	250	81	2	11	6	0	0	0	0	0
LK-1227035	Thalgasmote West	Thalgasmote West	GND	168	50	0	0	0	0	0	0	0	0
LK-1227040	Thalgasmote	Thalgasmote	GND	136	49	0	0	0	0	0	0	0	0
LK-1227045	Thalgasmote East	Thalgasmote East	GND	189	45	1	2	4	7	0	0	0	0
LK-1227050	Udammita	Udammita	GND	265	65	2	1	3	0	0	0	0	0
LK-1227055	Humbutiyawa West	Humbutiyawa West	GND	225	48	0	2	0	1	0	0	0	0
LK-1227060	Humbutiyawa	Humbutiyawa	GND	242	44	0	1	0	0	0	0	0	0
LK-1227065	Parana Veyangoda	Parana Veyangoda	GND	270	59	1	0	0	0	0	0	0	0
LK-1227070	Kongasdeniya	Kongasdeniya	GND	153	66	2	1	0	0	0	0	0	0
LK-1227075	Wedagama	Wedagama	GND	226	116	3	0	0	0	0	0	0	0
LK-1227080	Kalalpitiya	Kalalpitiya	GND	574	211	12	0	0	0	0	0	0	0
LK-1227085	Nawagamuwa	Nawagamuwa	GND	191	43	3	0	0	0	0	0	0	0
LK-1227090	Napagoda	Napagoda	GND	261	56	1	0	3	0	0	0	0	0
LK-1227095	Nittambuwa South	Nittambuwa South	GND	131	92	7	3	2	0	0	0	0	0
LK-1227100	Nittambuwa North	Nittambuwa North	GND	153	56	2	0	0	0	0	0	0	0
LK-1227105	Nittambuwa East	Nittambuwa East	GND	155	67	1	0	0	0	0	0	0	0
LK-1227110	Kolawatta	Kolawatta	GND	164	86	3	0	0	0	0	0	0	0
LK-1227115	Pattalagedara East	Pattalagedara East	GND	288	122	11	9	2	0	0	0	0	0
LK-1227120	Pattalagedara	Pattalagedara	GND	406	150	6	9	13	1	0	0	0	0
LK-1227125	Hiripitiya South	Hiripitiya South	GND	250	67	1	0	0	0	0	0	0	0
LK-1227130	Wataddara	Wataddara	GND	280	83	5	2	1	2	0	0	0	0
LK-1227135	Wataddara West	Wataddara West	GND	302	145	2	1	5	0	0	0	0	0
LK-1227140	Magalegoda	Magalegoda	GND	373	49	2	0	0	0	0	0	0	0
LK-1227145	Magalegoda South	Magalegoda South	GND	365	86	4	1	11	3	0	0	0	0
LK-1227150	Heendeniya	Heendeniya	GND	198	37	1	0	0	0	0	0	0	0
LK-1227155	Pattigoda	Pattigoda	GND	214	39	0	6	0	0	0	0	0	0
LK-1227160	Wataddara South	Wataddara South	GND	227	45	0	0	0	0	0	0	0	0
LK-1227165	Hiripitiya Pahala	Hiripitiya Pahala	GND	140	28	1	1	0	0	0	0	0	0
LK-1227170	Danvilana	Danvilana	GND	150	35	1	0	1	1	0	0	0	0
LK-1227175	Dadagamuwa East	Dadagamuwa East	GND	276	36	1	0	0	0	0	0	0	0
LK-1227180	Pinnagolla	Pinnagolla	GND	388	119	8	0	0	0	0	0	0	0
LK-1227185	Egoda Nittambuwa	Egoda Nittambuwa	GND	178	35	1	0	1	0	0	0	0	0
LK-1227190	Horagollagama	Horagollagama	GND	275	181	4	0	0	0	0	0	0	0
LK-1227195	Nambadaluwa West	Nambadaluwa West	GND	80	27	0	1	1	0	0	0	0	0
LK-1227200	Nambadaluwa East	Nambadaluwa East	GND	298	150	12	6	20	5	0	0	0	0
LK-1227205	Ranpokunagama A Zone	Ranpokunagama A Zone	GND	271	126	8	7	8	1	0	0	0	0
LK-1227210	Ellakkala West	Ellakkala West	GND	751	138	3	0	0	0	0	0	0	0
LK-1227215	Maimbula	Maimbula	GND	521	50	0	0	0	0	0	0	0	0
LK-1227220	Ranpokunagama	Ranpokunagama	GND	286	25	1	1	0	0	0	0	0	0
LK-1227225	Ranpokunagama D Zone	Ranpokunagama D Zone	GND	231	82	9	0	0	0	0	0	0	0
LK-1227230	Ranpokunagama C Zone	Ranpokunagama C Zone	GND	4	79	21	0	0	0	0	0	0	0
LK-1227235	Ranpokunagama B Zone	Ranpokunagama B Zone	GND	323	83	0	0	0	0	0	0	0	0
LK-1227240	Maduwegedara	Maduwegedara	GND	513	198	4	1	1	0	0	0	0	0
LK-1227245	Yatiyana	Yatiyana	GND	403	72	1	0	0	0	0	0	0	0
LK-1227250	Orchardwatta North	Orchardwatta North	GND	262	35	1	0	0	0	0	0	0	0
LK-1227255	Malwatta	Malwatta	GND	406	244	7	9	16	1	0	0	0	0
LK-1227260	Thihariya North	Thihariya North	GND	429	119	6	11	12	14	0	0	0	0
LK-1227265	Katuwasgoda West	Katuwasgoda West	GND	213	33	1	0	1	0	0	0	0	0
LK-1227270	Katuwasgoda	Katuwasgoda	GND	290	17	0	0	0	0	0	0	0	0
LK-1227275	Dadagamuwa	Dadagamuwa	GND	305	53	2	0	0	0	0	0	0	0
LK-1227280	Mudagamuwa	Mudagamuwa	GND	247	62	2	0	0	0	0	0	0	0
LK-1227285	Bandarabatawala	Bandarabatawala	GND	237	35	0	4	1	0	0	0	0	0
LK-1227290	Pitiyegedara	Pitiyegedara	GND	232	62	1	0	0	0	0	0	0	0
LK-1227295	Daraluwa	Daraluwa	GND	172	29	0	1	1	0	0	0	0	0
LK-1227300	Bemmulla	Bemmulla	GND	339	85	0	1	0	0	0	0	0	0
LK-1227305	Kandaoluwawa	Kandaoluwawa	GND	401	69	2	0	0	0	0	0	0	0
LK-1227310	Raniswala	Raniswala	GND	236	13	0	0	0	0	0	0	0	0
LK-1227315	Sapugasthenna	Sapugasthenna	GND	526	169	3	4	4	0	0	0	0	0
LK-1227320	Thiriwanegama South	Thiriwanegama South	GND	264	83	3	6	4	1	0	0	0	0
LK-1227325	Thiriwanegama North	Thiriwanegama North	GND	241	50	0	0	0	0	0	0	0	0
LK-1227330	Halgampitiya	Halgampitiya	GND	254	162	4	0	0	0	0	0	0	0
LK-1227335	Kalagedihena	Kalagedihena	GND	345	180	7	0	0	0	0	0	0	0
LK-1227340	Thihariyagama	Thihariyagama	GND	454	174	3	6	9	2	0	0	0	0
LK-1227345	Thihariya East	Thihariya East	GND	1224	242	12	58	58	14	1	0	0	1
LK-1227350	Kalotuwawa	Kalotuwawa	GND	361	42	0	0	1	0	0	0	0	0
LK-1227355	Kattota	Kattota	GND	505	37	0	5	5	0	0	0	0	0
LK-1227360	Orchardwatta South	Orchardwatta South	GND	256	18	1	0	0	0	0	0	0	0
LK-1227365	Bogoda	Bogoda	GND	260	22	0	0	0	0	0	0	0	0
LK-1227370	Mathalana West	Mathalana West	GND	297	43	0	4	1	0	0	0	0	0
LK-1227375	Wathupitiwala	Wathupitiwala	GND	589	110	10	4	3	0	0	0	0	0
LK-1227380	Walpola	Walpola	GND	615	131	4	0	0	0	0	0	0	0
LK-1227385	Haggalla	Haggalla	GND	595	76	2	0	0	0	0	0	0	0
LK-1227390	Ellakkala	Ellakkala	GND	366	65	4	0	0	0	0	0	0	0
LK-1227395	Godagama West	Godagama West	GND	150	9	0	0	0	0	0	0	0	0
LK-1227400	Godagama	Godagama	GND	180	3	0	0	0	0	0	0	0	0
LK-1227405	Welikadamulla	Welikadamulla	GND	318	32	1	0	0	0	0	0	0	0
LK-1227410	Karasnagala	Karasnagala	GND	162	11	0	0	0	0	0	0	0	0
LK-1227415	Alawala North	Alawala North	GND	329	26	0	0	0	0	0	0	0	0
LK-1227420	Etha Udakanda	Etha Udakanda	GND	144	16	0	0	1	0	0	0	0	0
LK-1227425	Alawala South	Alawala South	GND	241	10	0	0	0	0	0	0	0	0
LK-1227430	Nikahetikanda	Nikahetikanda	GND	176	9	1	1	0	0	0	0	0	0
LK-1227435	Karasnagala South	Karasnagala South	GND	140	10	0	0	0	0	0	0	0	0
LK-1227440	Palkumbura	Palkumbura	GND	309	28	0	0	0	0	0	0	0	0
LK-1227445	Pelpita	Pelpita	GND	239	31	2	0	0	0	0	0	0	0
LK-1227450	Walaliyadda	Walaliyadda	GND	235	30	0	0	0	0	0	0	0	0
LK-1227455	Haggalla East	Haggalla East	GND	164	44	2	0	0	0	0	0	0	0
LK-1227460	Diyakade	Diyakade	GND	183	21	0	0	0	0	0	0	0	0
LK-1227465	Welagedara	Welagedara	GND	270	32	2	3	0	0	0	0	0	0
LK-1227470	Kamburagalla	Kamburagalla	GND	665	118	1	6	0	0	0	0	0	0
LK-1227475	Mathalana North	Mathalana North	GND	213	10	0	0	0	0	0	0	0	0
LK-1227480	Mathalana	Mathalana	GND	339	93	4	0	0	1	0	0	0	0
LK-1227485	Meewala	Meewala	GND	221	23	1	0	0	0	0	0	0	0
LK-1227490	Kittammahara	Kittammahara	GND	64	16	0	0	0	0	0	0	0	0
LK-1227495	Thihariya South	Thihariya South	GND	400	92	2	1	1	0	0	0	0	0
LK-1227500	Pahala Thihariya	Pahala Thihariya	GND	735	80	0	2	1	0	0	0	0	0
LK-1227505	Thihariya West	Thihariya West	GND	304	75	0	0	2	0	0	0	0	0
LK-1227510	Bogamuwa	Bogamuwa	GND	170	17	0	0	0	0	0	0	0	0
LK-1227515	Mangalathiriya	Mangalathiriya	GND	269	56	1	1	0	0	0	0	0	0
LK-1227520	Pilankada	Pilankada	GND	152	29	1	0	1	0	0	0	0	0
LK-1227525	Bonegala	Bonegala	GND	367	51	0	1	1	0	0	0	0	0
LK-1227530	Meewala West	Meewala West	GND	243	32	1	0	0	0	0	0	0	0
LK-1227535	Udugoda West	Udugoda West	GND	354	34	0	1	0	0	0	0	0	0
LK-1227540	Mathalana East	Mathalana East	GND	385	42	1	1	0	0	0	0	0	0
LK-1227545	Udugoda	Udugoda	GND	225	26	0	0	0	0	0	0	0	0
LK-1227550	Pannila	Pannila	GND	166	11	2	0	0	0	0	0	0	0
LK-1227555	Hunupola	Hunupola	GND	324	66	1	0	0	0	0	0	0	0
LK-1227560	Halpandeniya	Halpandeniya	GND	222	38	0	2	0	0	0	0	0	0
LK-1227565	Urapola	Urapola	GND	228	58	1	5	7	1	0	0	0	0
LK-1227570	Wanduramulla	Wanduramulla	GND	308	43	2	0	0	0	0	0	0	0
LK-1227575	Deenapamunuwa West	Deenapamunuwa West	GND	170	35	0	0	0	0	0	0	0	0
LK-1227580	Deenapamunuwa	Deenapamunuwa	GND	223	25	0	0	0	0	0	0	0	0
LK-1227585	Yatawaka	Yatawaka	GND	213	7	0	0	0	0	0	0	0	0
LK-1227590	Sapugasthenna	Sapugasthenna	GND	277	26	2	0	0	0	0	0	0	0
LK-1227595	Bopagama	Bopagama	GND	484	21	1	0	0	0	0	0	0	0
LK-1227600	Bopagama East	Bopagama East	GND	202	6	0	0	0	0	0	0	0	0
LK-1227605	Meevitigammana	Meevitigammana	GND	337	32	2	0	0	0	0	0	0	0
LK-1227610	Bopetta South	Bopetta South	GND	336	39	2	1	0	1	0	0	0	0
LK-1227615	Bopetta	Bopetta	GND	252	40	0	0	0	0	0	0	0	0
LK-1227620	Nagoda	Nagoda	GND	262	12	0	0	0	0	0	0	0	0
LK-1227625	Kurawalana	Kurawalana	GND	448	62	2	2	5	0	0	0	0	1
LK-1227630	Kahatovita	Kahatovita	GND	327	37	1	3	4	1	0	0	0	0
LK-1227635	Kahatovita West	Kahatovita West	GND	347	62	1	31	15	0	0	0	0	0
LK-1227640	Ogodapola North	Ogodapola North	GND	467	42	1	2	5	0	0	0	0	0
LK-1227645	Ogodapola	Ogodapola	GND	182	13	0	2	0	0	0	0	0	0
LK-1227650	Kahambilihena	Kahambilihena	GND	207	27	0	0	0	0	0	0	0	0
LK-1227655	Udatuttiripitiya	Udatuttiripitiya	GND	415	63	2	8	4	1	0	0	0	0
LK-1227660	Mattagoda	Mattagoda	GND	327	31	0	0	0	0	0	0	0	0
LK-1227665	Weerangula	Weerangula	GND	298	59	1	2	1	0	0	0	0	0
LK-1227670	Weerangula South	Weerangula South	GND	313	58	0	0	0	0	0	0	0	0
LK-1227675	Koskandawala North	Koskandawala North	GND	248	34	1	0	0	0	0	0	0	0
LK-1227680	Kirikittamulla	Kirikittamulla	GND	128	18	0	0	0	0	0	0	0	0
LK-1227685	Kirikittamulla South	Kirikittamulla South	GND	227	70	0	0	0	0	0	0	0	0
LK-1227690	Koskandawala	Koskandawala	GND	361	83	1	0	0	0	0	0	0	0
LK-1227695	Opathella	Opathella	GND	228	31	0	4	0	0	0	0	0	0
LK-1227700	Paranagama	Paranagama	GND	315	35	0	0	0	0	0	0	0	0
LK-1227705	Paranagama East	Paranagama East	GND	331	31	0	0	0	0	0	0	0	0
LK-1227710	Aruppassa	Aruppassa	GND	383	56	0	1	1	0	0	0	0	0
LK-1227715	Madakotuwa West	Madakotuwa West	GND	212	14	0	0	0	0	0	0	0	0
LK-1227720	Madakotuwa	Madakotuwa	GND	106	14	0	0	0	0	0	0	0	0
LK-1227725	Rathambale	Rathambale	GND	337	28	0	0	0	0	0	0	0	0
LK-1227730	Walgammulla	Walgammulla	GND	280	26	0	0	0	0	0	0	0	0
LK-1227735	Ruwanpura	Ruwanpura	GND	231	19	0	0	0	0	0	0	0	0
LK-1227740	Lavulupitiya	Lavulupitiya	GND	279	31	1	0	0	0	0	0	0	0
LK-1227745	Galboda	Galboda	GND	189	22	1	0	0	0	0	0	0	0
LK-1227750	Dematalanda	Dematalanda	GND	259	23	0	0	0	0	0	0	0	0
LK-1227755	Happitiya	Happitiya	GND	372	17	0	0	0	0	0	0	0	0
LK-1230	Dompe	Dompe	DSD	41593	5263	152	162	98	25	2	0	0	2
LK-1230005	Maryland Colony	Maryland Colony	GND	392	33	0	0	0	0	0	0	0	0
LK-1230010	Indurugalla	Indurugalla	GND	364	47	0	1	0	0	0	0	0	0
LK-1230015	Wathurugama	Wathurugama	GND	404	40	1	0	1	0	0	0	0	0
LK-1230020	Bandaranayakapura West	Bandaranayakapura West	GND	202	9	0	0	0	0	0	0	0	0
LK-1230025	Bandaranayakapura East	Bandaranayakapura East	GND	208	11	1	0	0	0	0	0	0	0
LK-1230030	Mailawalana	Mailawalana	GND	313	27	3	2	1	0	0	0	0	0
LK-1230035	Mailawalana South	Mailawalana South	GND	149	17	0	0	0	0	0	0	0	0
LK-1230040	Thimbirigama	Thimbirigama	GND	186	27	1	3	2	0	0	0	0	0
LK-1230045	Mahal Loluwa	Mahal Loluwa	GND	263	35	3	0	2	0	0	0	0	0
LK-1230050	Millathe Ihala	Millathe Ihala	GND	424	72	1	1	1	0	0	0	0	0
LK-1230055	Pingamuwa	Pingamuwa	GND	362	30	1	0	0	0	0	0	0	0
LK-1230060	Pahala Millathe	Pahala Millathe	GND	305	47	2	0	1	0	0	0	0	0
LK-1230065	Millathe	Millathe	GND	140	31	4	1	0	0	0	0	0	0
LK-1230070	Kirindiwela	Kirindiwela	GND	263	124	13	1	2	1	0	0	0	0
LK-1230075	Bogahawatta	Bogahawatta	GND	358	61	3	3	3	1	0	0	0	0
LK-1230080	Rambutanwatta	Rambutanwatta	GND	384	63	3	2	0	0	0	0	0	0
LK-1230085	Etambagahawatta	Etambagahawatta	GND	194	27	1	1	0	0	0	0	0	0
LK-1230090	Kannimahara	Kannimahara	GND	330	25	0	0	0	0	0	0	0	0
LK-1230095	Radawana North	Radawana North	GND	135	43	1	0	0	0	0	0	0	0
LK-1230100	Palupelpita	Palupelpita	GND	530	97	3	1	2	0	0	0	0	0
LK-1230105	Kithulakanda	Kithulakanda	GND	306	44	0	0	0	0	0	0	0	0
LK-1230110	Radawana South	Radawana South	GND	351	46	1	0	0	2	0	0	0	1
