region_id	region_name	region_name_in_data	region_ent_type	sinhalese	sri_lanka_tamil	indian_malaiyaga_tamil	sri_lanka_moor_muslim	burgher	malay	sri_lanka_chetty	bharatha	veddha
LG-51003	Eravur Pattu PS		LG	13	58	23	6533	0	0	0	0	0
LG-51004	Eravur Pattu PS		LG	14	0	0	7514	0	0	0	0	0
LG-51005	Koralai Pattu PS		LG	0	4317	0	3290	35	0	0	0	0
LG-51006	Koralai Pattu PS		LG	675	14598	13	790	14	0	0	0	0
LG-51007	Koralai Pattu PS		LG	281	14662	0	58	18	0	0	0	0
LG-51008	Eravur Pattu PS		LG	0	4373	0	0	0	0	0	0	0
LG-51009	Eravur Pattu PS		LG	0	6082	0	0	0	0	0	0	0
LG-51010	Koralai Pattu PS		LG	90	8170	0	0	14	0	0	0	0
LG-51011	Koralai Pattu PS		LG	1178	99297	332	6838	2422	0	0	0	0
LG-51012	Eravur Pattu PS		LG	0	4431	36	0	0	0	0	0	0
LG-51013	Eravur Pattu PS		LG	0	3922	0	0	0	0	0	0	0
LG-51014	Eravur Pattu PS		LG	0	6136	0	0	0	0	0	0	0
LG-51015	Eravur Pattu PS		LG	0	870	0	0	0	0	0	0	0
LG-51016	Eravur Pattu PS		LG	0	4853	0	68	0	0	0	0	0
LG-51017	Eravur Pattu PS		LG	28	2164	0	73	0	0	0	0	0
LG-51018	Eravur Pattu PS		LG	1773	0	0	0	0	0	0	0	0
LG-51021	Kattankudy UC		LG	23	0	0	44692	0	0	0	0	0
LG-51022	Eravur UC		LG	0	16	0	22822	0	0	0	0	0
LG-51034	Koralai Pattu PS		LG	62	25344	0	23604	0	0	0	0	0
LG-51035	Koralai Pattu North PS		LG	163	24582	0	3169	12	0	0	0	30
LG-51036	Koralai Pattu West PS		LG	31	3262	26	28356	61	0	0	0	0
LG-51037	Manmunaipattu PS		LG	73	25225	77	11030	0	0	0	0	0
LG-51038	Manmunai South & Eruvil Pattu PS		LG	65	62604	0	0	41	0	0	0	0
LG-51039	Manmunai South-West PS		LG	1347	25298	0	0	0	0	0	0	0
LG-51040	Manmunai West (Vavunativu) PS		LG	0	32680	0	13	0	0	0	0	38
LG-51041	Porativepattu PS		LG	195	38284	10	0	0	0	0	0	0
LG-52011	Kalmunai MC		LG	145	27545	33	85633	486	0	0	0	0
LG-52012	Akkaraipattu MC		LG	36	115	17	36389	0	0	0	0	0
LG-52021	Ampara UC/ Namaloya PS		LG	26170	166	0	142	12	100	0	0	0
LG-52031	Addalachchanai PS		LG	3417	698	115	48854	0	0	0	0	0
LG-52032	Alayadiwembu PS		LG	168	24252	24	44	152	0	0	0	0
LG-52033	Damana PS		LG	36619	0	0	160	0	0	0	0	0
LG-52034	Dehiattakandiya PS		LG	66325	71	0	63	0	0	0	0	741
LG-52036	Akkaraipattu PS		LG	41	25	0	8273	0	0	0	0	0
LG-52037	Lahugala PS		LG	9732	661	0	0	0	0	0	0	0
LG-52038	Mahaoya PS		LG	23572	0	0	0	0	0	0	0	89
LG-52039	Namaloya PS		LG	24643	0	0	0	0	0	0	0	0
LG-52040	Ninthavur PS		LG	0	968	26	29586	0	0	0	0	0
LG-52041	Padiyathalawa  PS		LG	20731	25	0	43	0	0	0	0	0
LG-52042	Pothuvil  PS		LG	765	7573	0	34436	43	0	0	0	0
LG-52043	Sammanthurai PS		LG	519	8846	20	63040	216	0	0	0	0
LG-52044	Thirukkovili PS		LG	21	29141	19	0	0	0	0	0	0
LG-52045	Uhana PS		LG	62130	0	0	0	0	0	0	0	0
LG-52046	Karathivu PS		LG	0	11080	0	8279	83	0	0	0	0
LG-52047	Navithanveli PS		LG	78	13779	0	7940	0	0	0	0	0
LG-52048	Irakkamam PS		LG	964	385	0	16255	0	0	0	0	0
LG-53011	Trincomalee MC		LG	10117	32864	43	8304	241	96	0	0	0
LG-53022	Kinniya UC		LG	55	2392	12	41272	0	0	0	0	0
LG-53031	Gomarankadawala PS		LG	8349	35	0	0	0	0	0	0	0
LG-53032	Kanthale PS		LG	40173	1535	0	8977	51	0	0	0	0
LG-53033	Kinniya PS		LG	0	119	11	42460	0	0	0	0	0
LG-53034	Kuchchaveli PS		LG	1804	11913	121	25896	40	0	0	0	0
LG-53035	Morawewa PS		LG	6413	1201	0	1536	0	0	0	0	0
LG-53036	Muttur PS		LG	267	25901	0	45367	156	0	0	0	0
LG-53037	Padavi Sri Pura PS		LG	12064	0	0	0	0	0	0	0	0
LG-53038	Seruvila PS		LG	9824	2916	0	3211	0	0	0	0	0
LG-53039	Thambalagamuwa PS		LG	7496	5853	0	20216	0	0	0	0	0
LG-53040	Trincomalee Town and Gravets  PS		LG	11820	29221	251	6644	284	171	0	0	0
LG-53041	Verugal PS		LG	46	13975	0	0	0	0	0	0	0
LG-61011	Kurunegala MC		LG	19483	1914	30	4346	0	114	0	0	0
LG-61021	Kuliyapitiya UC/ Kuliyapitiya PS		LG	4053	464	28	523	0	15	0	0	0
LG-61031	Alawwa PS		LG	65444	77	48	0	0	0	0	0	0
LG-61032	Bingiriya PS		LG	63853	353	73	2232	0	0	0	0	0
LG-61033	Galgamuwa PS		LG	84240	572	0	4866	0	0	0	0	0
LG-61034	Giribawa PS		LG	31868	0	0	3005	0	0	0	0	0
LG-61035	Ibbagamuwa PS		LG	125791	1048	12	10418	12	0	0	0	0
LG-61036	Kobeigane PS		LG	35249	31	0	5280	0	0	0	0	0
LG-61037	Kuliyapitiya PS		LG	114842	736	23	22681	0	15	0	0	0
LG-61038	Kurunegala PS		LG	143648	2901	193	16764	28	244	0	0	0
LG-61039	Maho PS		LG	85113	264	0	3987	0	62	0	0	0
LG-61040	Mawathagama PS		LG	58509	3010	446	8686	0	0	0	0	0
LG-61041	Nikaweratiya PS		LG	85348	319	0	6443	0	0	0	0	0
LG-61042	Panduwasnuwara PS		LG	91169	659	55	10781	0	0	0	0	0
LG-61043	Pannala PS		LG	124730	1402	22	9228	0	13	0	0	0
LG-61044	Polgahawela PS		LG	95312	1663	27	6609	0	34	0	0	0
LG-61045	Polpithigama PS		LG	86173	65	0	0	0	0	0	0	0
LG-61046	Rideegama PS		LG	80568	2913	11	12265	0	0	0	0	0
LG-61047	Wariyapola PS		LG	103500	247	22	1863	0	0	0	0	0
LG-61048	Udubaddawa PS		LG	47458	566	38	6226	0	0	0	0	0
LG-61049	Narammala PS		LG	55535	271	0	3785	0	0	0	0	0
LG-62011	Puttalam MC		LG	8990	4051	65	37706	95	305	0	0	0
LG-62021	Chilaw UC		LG	17786	1662	25	1615	0	52	0	0	0
LG-62031	Anamaduwa PS		LG	79213	1155	0	5952	0	0	0	0	0
LG-62032	Arachchikattuwa PS		LG	50233	8874	28	6021	79	0	0	0	0
LG-62033	Chilaw PS		LG	80142	4346	146	6410	16	0	0	0	0
LG-62034	Kalpitiya PS		LG	44244	16339	189	73638	913	43	0	0	0
LG-62035	Karuwalagaswewa PS		LG	25977	89	0	0	48	0	0	0	0
LG-62036	Nattandiya PS		LG	103480	2506	52	7820	57	10	0	0	0
LG-62037	Nawagattegama PS		LG	17504	18	0	0	0	0	0	0	0
LG-62038	Puttalam PS		LG	29435	4417	59	27243	27	24	0	0	0
LG-62039	Vanathawilluwa PS		LG	11137	1295	0	7227	244	0	0	0	0
LG-62040	Wennappuwa PS		LG	123595	3045	97	415	0	0	0	0	0
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS		LG	64100	1196	79	5428	26	0	0	0	0
LG-71031	Galenbindunuwewa PS		LG	50079	25	0	1775	0	0	0	0	0
LG-71032	Galnewa PS		LG	36635	83	0	2691	0	0	0	0	0
LG-71033	Horowpothana PS		LG	28997	75	0	12105	0	0	0	0	0
LG-71034	Ipalogama PS		LG	35434	54	19	6164	0	0	0	0	0
LG-71035	Kahatagasdigiliya PS		LG	34252	150	10	10410	0	0	0	0	0
LG-71036	Kebithigollewa PS		LG	23758	10	0	2630	0	0	0	0	0
LG-71037	Kekirawa PS		LG	68889	1536	29	12692	19	0	0	0	0
LG-71038	Medawachchiya PS		LG	48765	165	0	3464	0	0	0	0	0
LG-71039	Mihinthale PS		LG	36927	357	23	2252	0	56	0	0	0
LG-71040	Nochchiyagama PS		LG	52819	181	0	2375	0	0	0	0	0
LG-71041	Nuwaragam Palatha Central PS		LG	70799	56	0	3822	0	0	0	0	0
LG-71042	Nuwaragam Palatha East PS		LG	53606	10	0	413	0	0	0	0	0
LG-71043	Padaviya PS		LG	24458	0	0	0	0	0	0	0	0
LG-71044	Palagala PS		LG	32544	75	0	5770	0	0	0	0	0
LG-71045	Rajanganaya PS		LG	36195	11	0	0	0	0	0	0	0
LG-71046	Rambewa PS		LG	34559	14	0	5194	0	0	0	0	0
LG-71047	Thalawa PS		LG	106825	67	0	563	0	0	0	0	0
LG-71048	Nuwaragam Palatha East PS		LG	30341	68	0	5225	0	0	0	0	0
LG-72011	Polonnaruwa MC		LG	29520	247	0	7436	12	0	0	0	0
LG-72031	Dimbulagala PS		LG	82969	2584	0	0	0	0	0	0	221
LG-72032	Elahera PS		LG	48381	76	0	0	0	0	0	0	0
LG-72033	Hingurakgoda PS		LG	69833	105	0	550	0	0	0	0	0
LG-72034	Lankapura PS		LG	27079	11	0	12525	0	0	0	0	0
LG-72035	Medirigiriya PS		LG	70929	0	0	1471	0	0	0	0	0
LG-72037	Welikanda PS		LG	28232	3269	0	6622	0	0	0	0	0
LG-72038	Polonnaruwa PS		LG	45832	722	13	8080	0	0	0	0	0
LG-81011	Badulla MC		LG	32771	3520	1294	7187	105	258	0	0	0
LG-81012	Bandarawela MC/ Bandarawela  PS		LG	26864	3625	1343	3626	77	54	0	0	0
LG-81022	Haputale  UC/ Haputale  PS		LG	1119	1665	4368	1530	0	0	0	0	0
LG-81031	Badulla PS		LG	24663	2133	9668	1217	27	35	0	0	0
LG-81032	Bandarawela  PS		LG	22590	1391	7615	905	0	0	0	0	0
LG-81033	Ella  PS		LG	30884	7670	6663	1274	0	22	0	0	0
LG-81034	Haldummulla  PS		LG	21590	6648	9961	460	0	0	0	0	0
LG-81035	Hali-Ela  PS		LG	60374	17744	11394	4283	105	95	0	0	0
LG-81036	Haputale  PS		LG	23770	5997	7115	2533	0	0	0	0	0
LG-81037	Kandaketiya PS		LG	25477	316	481	584	0	0	0	0	0
LG-81038	Mahiyanganaya PS		LG	86448	14	0	2317	0	0	0	0	168
LG-81039	Meegahaivula PS		LG	20859	209	1547	0	0	0	0	0	0
LG-81040	Passara PS		LG	27268	6828	12755	2562	77	35	0	0	0
LG-81041	Rideemaliyadda PS		LG	60675	93	31	0	0	0	0	0	0
LG-81042	Soranathota PS		LG	19749	552	3796	241	0	0	0	0	0
LG-81043	Uva Paranagama  PS		LG	69488	5796	4068	2438	122	0	0	0	0
LG-81044	Welimada  PS		LG	73138	8495	4026	19485	35	0	0	0	0
LG-81045	Lunugala PS		LG	12890	8553	9219	1122	0	0	0	0	0
LG-82031	Badalkumbura PS		LG	39646	4235	452	2149	0	0	0	0	0
LG-82032	Bibila PS		LG	44947	999	11	1200	0	0	0	0	0
LG-82033	Buttala PS		LG	59686	420	0	392	0	0	0	0	0
LG-82034	Katharagama PS		LG	17345	744	0	35	0	0	0	0	0
LG-82035	Madulla PS		LG	36395	0	0	0	0	0	0	0	0
LG-82036	Medagama PS		LG	37759	23	0	6764	0	0	0	0	0
LG-82037	Moneragala PS		LG	48766	7218	624	265	0	0	0	0	0
LG-82038	Siyambalanduwa PS		LG	62902	11	12	26	0	0	0	0	0
LG-82039	Thanamalvila PS		LG	80477	31	0	0	0	0	0	0	0
LG-82040	Wellawaya PS		LG	71443	605	26	1090	0	0	0	0	0
LG-91011	Ratnapura MC/ Ratnapura PS		LG	46039	5313	443	6901	36	0	0	0	0
LG-91021	Balangoda UC/ Imbulpe PS		LG	24087	5986	1664	6123	82	0	0	0	0
LG-91022	Embilipitiya UC		LG	43024	12	0	0	0	0	0	0	0
LG-91032	Ayagama PS		LG	26188	2504	1209	0	0	0	0	0	0
LG-91033	Balangoda PS		LG	45993	4837	1588	850	0	0	0	0	0
LG-91034	Eheliyagoda PS		LG	66476	2454	1085	3845	0	0	0	0	0
LG-91035	Embilipitiya PS		LG	116708	73	0	0	0	0	0	0	0
LG-91036	Imbulpe PS		LG	54072	5439	1363	48	0	0	0	0	0
LG-91037	Kalawana PS		LG	44601	4027	2055	0	0	0	0	0	0
LG-91038	Kolonna PS		LG	45389	4362	272	0	0	0	0	0	0
LG-91039	Kuruvita PS		LG	122465	5821	995	2042	36	0	0	0	0
LG-91040	Nivithigala PS		LG	85893	9963	1362	517	10	0	0	0	0
LG-91041	Pelmadulla PS		LG	78253	9352	3106	588	0	0	0	0	0
LG-91042	Ratnapura PS		LG	51207	11382	1908	112	0	0	0	0	0
LG-91043	Weligepola PS		LG	58922	1921	231	226	0	0	0	0	0
LG-91044	Godakawela PS		LG	60788	11608	3282	2668	55	0	0	0	0
LG-91045	Kahawatta PS		LG	33410	5694	3003	1500	0	0	0	0	0
LG-92011	Kegalle MC		LG	15026	600	31	524	0	25	0	0	0
LG-92031	Aranayaka  PS		LG	62092	1319	76	5453	0	0	0	0	0
LG-92032	Dehiovita PS		LG	68007	7557	5477	3812	0	0	0	0	0
LG-92033	Deraniyagala PS		LG	34656	6607	2636	15	19	0	0	0	0
LG-92034	Galigamuwa PS		LG	69747	2591	194	1121	0	0	0	0	0
LG-92035	Kegalle PS		LG	75432	1655	97	669	10	0	0	0	0
LG-92036	Mawanella PS		LG	82919	1180	109	41553	12	0	0	0	0
LG-92037	Rambukkana PS		LG	82564	846	14	3389	0	0	0	0	0
LG-92038	Ruwanwella  PS		LG	56545	3314	1401	4227	0	0	0	0	0
LG-92039	Warakapola PS		LG	106360	3576	79	7647	0	0	0	0	0
LG-92040	Yatiyanthota PS		LG	45611	6306	7187	3046	0	0	0	0	0
LG-92041	Bulathkohupitiya PS		LG	37426	4173	3528	54	0	0	0	0	0
LK	Sri Lanka	Sri Lanka	COUNTRY	16140688	2665574	590087	2274372	25159	22838	1753	553	1287
LK-11	Colombo	Colombo	DISTRICT	1807945	243613	14412	284667	9885	7456	49	338	0
LK-1103	Colombo	Colombo	DSD	64504	96647	4466	122247	1381	1708	13	299	0
LK-1103005	Sammanthranapura	Sammanthranapura	GND	3234	2485	32	1865	16	0	0	0	0
LK-1103010	Mattakkuliya	Mattakkuliya	GND	7454	11566	596	8214	189	50	13	0	0
LK-1103015	Modara	Modara	GND	8253	14043	396	8712	147	132	0	25	0
LK-1103020	Madampitiya	Madampitiya	GND	2156	2171	438	2893	0	34	0	0	0
LK-1103025	Mahawatta	Mahawatta	GND	3079	1728	29	2237	17	0	0	0	0
LK-1103030	Aluthmawatha	Aluthmawatha	GND	3525	7103	762	2142	107	56	0	0	0
LK-1103035	Lunupokuna	Lunupokuna	GND	4123	7010	464	277	15	28	0	0	0
LK-1103040	Bloemendhal	Bloemendhal	GND	2117	3934	317	1199	66	15	0	116	0
LK-1103045	Kotahena East	Kotahena East	GND	840	4873	127	211	14	0	0	0	0
LK-1103050	Kotahena West	Kotahena West	GND	1447	7144	133	454	0	0	0	0	0
LK-1103055	Kochchikade North	Kochchikade North	GND	400	5272	25	536	0	0	0	0	0
LK-1103060	Jinthupitiya	Jinthupitiya	GND	692	5884	438	1979	37	0	0	70	0
LK-1103065	Masangasweediya	Masangasweediya	GND	344	2194	107	4068	10	43	0	12	0
LK-1103070	New Bazaar	New Bazaar	GND	997	2233	33	8106	65	41	0	0	0
LK-1103075	Grandpass South	Grandpass South	GND	4727	2497	60	6737	111	31	0	0	0
LK-1103080	Grandpass North	Grandpass North	GND	1647	1520	30	6921	29	26	0	0	0
LK-1103085	Nawagampura	Nawagampura	GND	1816	3510	37	1602	16	0	0	0	0
LK-1103090	Maligawatta East	Maligawatta East	GND	2023	599	23	7170	164	239	0	0	0
LK-1103095	Khettarama	Khettarama	GND	958	1184	22	10405	60	120	0	0	0
LK-1103100	Aluthkade East	Aluthkade East	GND	353	826	45	7600	23	0	0	0	0
LK-1103105	Aluthkade West	Aluthkade West	GND	371	464	28	4406	24	23	0	0	0
LK-1103110	Kochchikade South	Kochchikade South	GND	869	1371	53	4722	64	14	0	0	0
LK-1103115	Pettah	Pettah	GND	168	297	0	116	0	0	0	0	0
LK-1103120	Fort	Fort	GND	482	171	0	124	11	0	0	0	0
LK-1103125	Galle Face	Galle Face	GND	552	361	38	2225	20	88	0	0	0
LK-1103130	Slave Island	Kompagngnaweediya	GND	684	372	20	1795	0	304	0	0	0
LK-1103135	Hunupitiya	Hunupitiya	GND	1045	567	44	2006	0	80	0	0	0
LK-1103140	Suduwella	Suduwella	GND	852	602	12	1636	10	0	0	0	0
LK-1103145	Keselwatta	Keselwatta	GND	1757	867	16	2893	55	13	0	0	0
LK-1103150	Panchikawatta	Panchikawatta	GND	1334	1078	25	4364	0	13	0	0	0
LK-1103155	Maligawatta West	Maligawatta West	GND	1591	1083	20	4245	36	30	0	0	0
LK-1103160	Maligakanda	Maligakanda	GND	1392	275	22	5648	0	44	0	0	0
LK-1103165	Maradana	Maradana	GND	1042	451	0	1491	0	0	0	0	0
LK-1103170	Ibbanwala	Ibbanwala	GND	1118	229	38	157	75	14	0	76	0
LK-1103175	Wekanda	Wekanda	GND	1062	683	36	3091	0	270	0	0	0
LK-1106	Kolonnawa	Kolonnawa	DSD	127854	18285	543	64699	787	1466	0	0	0
LK-1106005	Wadulla	Wadulla	GND	1633	3689	47	873	32	23	0	0	0
LK-1106010	Sedawatta	Sedawatta	GND	2366	2757	27	698	19	0	0	0	0
LK-1106015	Halmulla	Halmulla	GND	2014	151	0	197	0	0	0	0	0
LK-1106020	Kotuvila	Kotuvila	GND	4088	409	0	902	22	0	0	0	0
LK-1106025	Veheragoda	Veheragoda	GND	965	776	0	147	0	0	0	0	0
LK-1106030	Orugodawatta	Orugodawatta	GND	1051	2450	0	1001	17	0	0	0	0
LK-1106035	Meethotamulla	Meethotamulla	GND	3387	1467	21	3498	150	82	0	0	0
LK-1106040	Welewatta	Welewatta	GND	2552	353	27	4668	73	19	0	0	0
LK-1106045	Kittampahuwa	Kittampahuwa	GND	2742	196	35	3773	0	116	0	0	0
LK-1106050	Wennawatta	Wennawatta	GND	3749	334	26	5645	20	117	0	0	0
LK-1106055	Maha Buthgamuwa B	Maha Buthgamuwa B	GND	2775	197	0	2460	0	15	0	0	0
LK-1106060	Kuda Buthgamuwa	Kuda Buthgamuwa	GND	3986	148	0	800	16	19	0	0	0
LK-1106065	Kelanimulla	Kelanimulla	GND	3811	77	15	77	18	72	0	0	0
LK-1106070	Ambathale	Ambathale	GND	3040	97	0	42	0	0	0	0	0
LK-1106075	Mulleriyawa North	Mulleriyawa North	GND	4842	201	30	146	0	43	0	0	0
LK-1106080	Belagama	Belagama	GND	3565	141	0	219	30	77	0	0	0
LK-1106085	Kotikawatta East	Kotikawatta East	GND	3401	88	19	377	16	67	0	0	0
LK-1106090	Maha Buthgamuwa A	Maha Buthgamuwa A	GND	1977	98	16	1734	0	60	0	0	0
LK-1106095	Maha Buthgamuwa C	Maha Buthgamuwa C	GND	1997	105	27	3199	10	80	0	0	0
LK-1106100	Wellampitiya	Wellampitiya	GND	566	30	0	1631	0	32	0	0	0
LK-1106105	Kuruniyawatta	Kuruniyawatta	GND	1758	477	19	1663	32	12	0	0	0
LK-1106110	Kolonnawa	Kolonnawa	GND	873	88	13	1146	0	17	0	0	0
LK-1106115	Dahampura	Dahampura	GND	1183	256	43	1713	24	22	0	0	0
LK-1106120	Singhapura	Singhapura	GND	2715	462	12	1493	23	25	0	0	0
LK-1106125	Megoda Kolonnawa	Megoda Kolonnawa	GND	2061	286	76	11292	13	114	0	0	0
LK-1106130	Bopetta	Bopetta	GND	1390	97	13	3090	0	27	0	0	0
LK-1106135	Batalandahena	Batalandahena	GND	2424	41	0	2335	24	101	0	0	0
LK-1106140	Kotikawatta West	Kotikawatta West	GND	2973	43	10	81	0	0	0	0	0
LK-1106145	Mulleriyawa South	Mulleriyawa South	GND	4714	69	20	103	15	0	0	0	0
LK-1106150	Malgama	Malgama	GND	5662	55	0	80	17	0	0	0	0
LK-1106155	Udumulla North	Udumulla North	GND	2985	23	0	29	0	0	0	0	0
LK-1106160	Maligagodella	Maligagodella	GND	2419	38	0	25	11	0	0	0	0
LK-1106165	Rajasinghagama	Rajasinghagama	GND	6847	156	0	111	32	27	0	0	0
LK-1106170	Udumulla South	Udumulla South	GND	2631	44	0	33	0	0	0	0	0
LK-1106175	Himbutana East	Himbutana East	GND	3951	26	0	24	20	0	0	0	0
LK-1106180	Himbutana West	Himbutana West	GND	3749	30	11	60	0	25	0	0	0
LK-1106185	Malpura	Malpura	GND	4187	283	0	153	23	0	0	0	0
LK-1106190	Gothatuwa New Town	Gothatuwa New Town	GND	2022	46	0	78	0	39	0	0	0
LK-1106195	Kajugahawatta	Kajugahawatta	GND	2116	76	0	358	0	0	0	0	0
LK-1106200	Gothatuwa	Gothatuwa	GND	2078	66	0	660	0	17	0	0	0
LK-1106205	Salamulla	Salamulla	GND	3707	1447	25	3988	28	115	0	0	0
LK-1106210	Wijayapura	Wijayapura	GND	1402	60	0	2489	32	45	0	0	0
LK-1106215	Gajabapura	Gajabapura	GND	1125	74	0	1270	15	0	0	0	0
LK-1106220	Madinnagoda	Madinnagoda	GND	3337	78	0	81	21	15	0	0	0
LK-1106225	Elhena	Elhena	GND	1895	79	0	178	10	22	0	0	0
LK-1106230	Dodamgahahena	Dodamgahahena	GND	3143	121	11	79	24	21	0	0	0
LK-1109	Kaduwela	Kaduwela	DSD	267158	5248	188	2572	1108	970	0	18	0
LK-1109005	Welivita	Welivita	GND	4565	72	12	80	110	43	0	0	0
LK-1109010	Raggahawatta	Raggahawatta	GND	4127	41	0	71	0	11	0	0	0
LK-1109015	Hewagama	Hewagama	GND	4460	41	0	0	17	0	0	0	0
LK-1109020	Kaduwela	Kaduwela	GND	4093	68	0	10	0	0	0	0	0
LK-1109025	Pahala Bomiriya A	Pahala Bomiriya	GND	5069	163	0	0	11	0	0	0	0
LK-1109030	Ihala Bomiriya	Ihala Bomiriya	GND	4687	36	0	11	0	15	0	0	0
LK-1109035	Wekewatta	Wekewatta	GND	4348	98	0	10	0	0	0	0	0
LK-1109040	Nawagamuwa	Nawagamuwa	GND	5819	56	15	0	0	0	0	0	0
LK-1109045	Pahala Bomiriya B	Pahala Bomiriya B	GND	4885	90	0	0	0	0	0	18	0
LK-1109050	Welihinda	Welihinda	GND	2861	36	0	0	0	24	0	0	0
LK-1109055	Kothalawala	Kothalawala	GND	6202	90	0	16	23	32	0	0	0
LK-1109060	Mahadeniya	Mahadeniya	GND	7185	96	0	61	34	48	0	0	0
LK-1109065	Thalahena North	Thalahena North	GND	3876	42	0	24	0	0	0	0	0
LK-1109070	Malabe North	Malabe North	GND	8289	151	0	80	28	10	0	0	0
LK-1109075	Thunadahena	Thunadahena	GND	5993	68	0	81	15	15	0	0	0
LK-1109080	Korathota	Korathota	GND	11282	83	0	52	16	0	0	0	0
LK-1109085	Nawagamuwa South	Nawagamuwa South	GND	3275	33	0	10	0	0	0	0	0
LK-1109090	Batewela	Batewela	GND	2869	46	0	0	0	0	0	0	0
LK-1109095	Ranala	Ranala	GND	5654	112	12	0	0	0	0	0	0
LK-1109100	Dedigamuwa	Dedigamuwa	GND	2554	16	0	0	0	0	0	0	0
LK-1109105	Embilladeniya	Embilladeniya	GND	2359	25	0	0	0	0	0	0	0
LK-1109110	Welipillewa	Welipillewa	GND	3193	21	0	0	0	0	0	0	0
LK-1109115	Shanthalokagama	Shanthalokagama	GND	7497	139	24	181	87	118	0	0	0
LK-1109120	Pore	Pore	GND	5993	63	0	48	15	12	0	0	0
LK-1109125	Malabe East	Malabe East	GND	6652	86	0	38	76	16	0	0	0
LK-1109130	Malabe West	Malabe West	GND	5703	74	0	24	0	0	0	0	0
LK-1109135	Thalangama North B	Thalangama North B	GND	3847	63	0	39	18	0	0	0	0
LK-1109140	Thalahena South	Thalahena South	GND	2891	58	0	21	13	0	0	0	0
LK-1109145	Muttettugoda	Muttettugoda	GND	6602	165	0	64	44	15	0	0	0
LK-1109150	Thalangama North A	Thalangama North A	GND	9139	150	14	136	35	0	0	0	0
LK-1109155	Walpola	Walpola	GND	7839	134	14	67	18	12	0	0	0
LK-1109160	Kalapaluwawa	Kalapaluwawa	GND	3510	97	10	92	17	37	0	0	0
LK-1109165	Kotuwegoda	Kotuwegoda	GND	2483	683	20	117	51	27	0	0	0
LK-1109170	Subhoothipura	Subhoothipura	GND	1807	112	11	99	0	14	0	0	0
LK-1109175	Udumulla	Udumulla	GND	2137	51	0	84	25	26	0	0	0
LK-1109180	Battaramulla North	Battaramulla North	GND	2023	42	0	33	0	0	0	0	0
LK-1109185	Batapotha	Batapotha	GND	7387	168	0	50	32	13	0	0	0
LK-1109190	Pothuarawa	Pothuarawa	GND	8103	117	0	46	30	27	0	0	0
LK-1109195	Hokandara North	Hokandara North	GND	6826	175	20	16	14	16	0	0	0
LK-1109200	Oruwala	Oruwala	GND	4558	68	0	40	15	42	0	0	0
LK-1109205	Athurugiriya	Athurugiriya	GND	6160	48	0	21	0	15	0	0	0
LK-1109210	Thaldiyawala	Thaldiyawala	GND	3992	75	0	16	12	0	0	0	0
LK-1109215	Boralugoda	Boralugoda	GND	3673	19	0	16	13	0	0	0	0
LK-1109220	Hokandara East	Hokandara East	GND	6818	126	0	30	46	21	0	0	0
LK-1109225	Arangala	Arangala	GND	5579	114	0	32	15	0	0	0	0
LK-1109230	Evarihena	Evarihena	GND	2882	51	0	17	20	13	0	0	0
LK-1109235	Kumaragewatta	Kumaragewatta	GND	4331	61	10	39	12	27	0	0	0
LK-1109240	Jayawadanagama	Jayawadanagama	GND	1777	94	15	369	15	179	0	0	0
LK-1109245	Aruppitiya	Aruppitiya	GND	2055	16	0	15	0	0	0	0	0
LK-1109250	Asiri Uyana	Asiri Uyana	GND	2467	62	0	20	21	49	0	0	0
LK-1109255	Battaramulla South	Battaramulla South	GND	1367	53	0	10	11	12	0	0	0
LK-1109260	Rajamalwatta	Rajamalwatta	GND	1609	73	0	22	17	0	0	0	0
LK-1109265	Pahalawela	Pahalawela	GND	3739	118	0	86	68	16	0	0	0
LK-1109270	Wickramasinghapura	Wickramasinghapura	GND	3084	150	11	140	33	54	0	0	0
LK-1109275	Wellangiriya	Wellangiriya	GND	4066	148	0	38	39	0	0	0	0
LK-1109280	Hokandara South	Hokandara South	GND	6420	59	0	0	32	11	0	0	0
LK-1109285	Athurugiriya South	Athurugiriya South	GND	4497	52	0	0	10	0	0	0	0
LK-1112	Homagama	Homagama	DSD	275057	3001	126	919	310	368	0	0	0
LK-1112005	Jalthara	Jalthara	GND	8958	100	15	21	0	0	0	0	0
LK-1112010	Henpita	Henpita	GND	1716	27	0	0	0	0	0	0	0
LK-1112015	Atigala West	Atigala West	GND	2110	22	0	0	0	0	0	0	0
LK-1112020	Atigala East	Atigala East	GND	2398	22	14	0	0	0	0	0	0
LK-1112025	Batawala	Batawala	GND	2689	23	0	0	0	0	0	0	0
LK-1112030	Walpita	Walpita	GND	2327	13	0	0	0	0	0	0	0
LK-1112035	Nawalamulla	Nawalamulla	GND	3945	18	0	0	0	0	0	0	0
LK-1112040	Meegasmulla	Meegasmulla	GND	3771	154	0	14	0	0	0	0	0
LK-1112045	Habarakada North	Habarakada North	GND	3426	21	0	0	0	0	0	0	0
LK-1112050	Mullegama North	Mullegama North	GND	1507	0	0	0	0	0	0	0	0
LK-1112055	Mullegama South	Mullegama South	GND	4072	33	0	0	0	0	0	0	0
LK-1112060	Habarakada South	Habarakada South	GND	2917	39	0	19	0	0	0	0	0
LK-1112065	Panagoda Town	Panagoda Town	GND	1837	13	0	0	0	0	0	0	0
