region_id	region_name	region_name_in_data	region_ent_type	sinhalese	sri_lanka_tamil	indian_malaiyaga_tamil	sri_lanka_moor_muslim	burgher	malay	sri_lanka_chetty	bharatha	veddha
LK-4509165	Thondamannagar	Thondamannagar	GND	0	850	0	0	0	0	0	0	0
LK-4509170	Urithirapuram East	Uruththirapuram East	GND	0	1352	0	0	0	0	0	0	0
LK-4509175	Urithirapuram North	Urithirapuram North	GND	0	1551	0	0	0	0	0	0	0
LK-4509180	Urithirapuram West	Uruththirapuram West	GND	0	1118	0	0	0	0	0	0	0
LK-4509185	Uthayanagar East	Uthayanagar East	GND	0	2178	11	18	0	0	0	0	0
LK-4509190	Uthayanagar West	Uthayanagar West	GND	12	2414	0	0	0	0	0	0	0
LK-4509195	Uttupulam	Uttupulam	GND	0	1244	0	0	0	0	0	0	0
LK-4509200	Vaddakachchi	Vaddakachchi	GND	0	1866	0	0	0	0	0	0	0
LK-4509205	Vannerikulam	Vannerikulam	GND	0	1201	0	0	0	0	0	0	0
LK-4509210	Vivekanandanagar	Vivehananthanagar	GND	10	1985	0	0	0	0	0	0	0
LK-4512	Poonakary	Poonakary	DSD	17	23117	19	865	0	0	0	0	0
LK-4512005	Alankeni	Alankerni	GND	0	212	0	0	0	0	0	0	0
LK-4512010	Cheddiakurichchi	Cheddiakurichchi	GND	0	651	0	0	0	0	0	0	0
LK-4512015	Gnanimadam	Gnanimadam	GND	0	377	0	0	0	0	0	0	0
LK-4512020	Iranaithivu	Iranaitivu	GND	0	39	0	0	0	0	0	0	0
LK-4512025	Jeyapuram North	Jayapuram North	GND	0	603	0	0	0	0	0	0	0
LK-4512030	Jeyapuram South	Jayapuram South	GND	0	671	0	0	0	0	0	0	0
LK-4512035	Kariyalainagapaduvan	Kariyalainagapaduvan	GND	0	1998	0	0	0	0	0	0	0
LK-4512040	Kiranchi	Kiranchi	GND	0	1820	0	0	0	0	0	0	0
LK-4512045	Kollakuruchchi	Kollakuruchchi	GND	0	993	0	0	0	0	0	0	0
LK-4512050	Kowtharimunai	Kowtharimunai	GND	0	426	0	0	0	0	0	0	0
LK-4512055	Madduvilnadu East	Madduvilnadu East	GND	0	376	0	0	0	0	0	0	0
LK-4512060	Madduvilnadu West	Madduvilnadu West	GND	0	693	0	0	0	0	0	0	0
LK-4512065	Mulankavil	Mulankavil	GND	17	4330	19	0	0	0	0	0	0
LK-4512070	Nachchikuda	Nachchikkuda	GND	0	1708	0	865	0	0	0	0	0
LK-4512075	Nallur	Nallur	GND	0	1617	0	0	0	0	0	0	0
LK-4512080	Pallavarayankattu	Pallavarayankaddu	GND	0	1078	0	0	0	0	0	0	0
LK-4512085	Pallikuda	Pallikuda	GND	0	3164	0	0	0	0	0	0	0
LK-4512090	Paramankirai	Paramankirai	GND	0	543	0	0	0	0	0	0	0
LK-4512095	Ponnaveli	Ponnaveli	GND	0	1818	0	0	0	0	0	0	0
LK-51	Batticaloa	Batticaloa	DISTRICT	6034	424635	529	160135	2739	0	0	0	68
LK-5103	Koralai Pattu North	Koralai Pattu North (Vaharai)	DSD	146	24545	0	669	12	0	0	0	30
LK-5103005	Kathiraveli	Kathiraveli	GND	0	2921	0	0	12	0	0	0	0
LK-5103010	Ammanthanaveli	Ammanthanaaveli	GND	0	2165	0	0	0	0	0	0	0
LK-5103015	Puchchakkerni	Puchchakerny	GND	0	1546	0	0	0	0	0	0	0
LK-5103020	Palchenai	Palchenai	GND	0	2270	0	0	0	0	0	0	0
LK-5103025	Vakarai North	Vakarai North	GND	0	2313	0	0	0	0	0	0	0
LK-5103030	Ooriyankattu	Ooriyankattu	GND	0	2326	0	0	0	0	0	0	0
LK-5103035	Kaddumurivu	Kaddumurivu	GND	0	794	0	0	0	0	0	0	0
LK-5103040	Vakarai Central	Vakarai Central	GND	0	460	0	0	0	0	0	0	0
LK-5103045	Panichchankerni	Panichchankerni	GND	14	2031	0	0	0	0	0	0	0
LK-5103050	Mathurankernikulam	Mathurankernikulam	GND	0	565	0	0	0	0	0	0	30
LK-5103055	Punanai East	Punanai East	GND	132	1820	0	630	0	0	0	0	0
LK-5103060	Kirimichchai	Kirimichai	GND	0	1275	0	0	0	0	0	0	0
LK-5103065	Mankerny Central	Mankerny Central	GND	0	535	0	0	0	0	0	0	0
LK-5103070	Mankerny South	Mankerny South	GND	0	927	0	39	0	0	0	0	0
LK-5103075	Kayankerny	Kayankerny	GND	0	1301	0	0	0	0	0	0	0
LK-5103080	Vattavan	Vattavan	GND	0	1296	0	0	0	0	0	0	0
LK-5104	Koralai Pattu Central	Koralai Pattu Central	DSD	67	614	0	29819	61	0	0	0	0
LK-5104005	Punanai East 	Punanai East	GND	17	37	0	2500	0	0	0	0	0
LK-5104010	Thiyavattavan	Thiyavattavan	GND	31	549	0	3715	61	0	0	0	0
LK-5104015	Valaichchenai 5 Muslim	Valaichchenai 5 Muslim	GND	0	0	0	2215	0	0	0	0	0
LK-5104020	Valaichchenai 4 Muslim	Valaichchenai 4 Muslim	GND	0	0	0	2181	0	0	0	0	0
LK-5104025	Valaichchenai 5 Muslim South	Valaichchenai 5 Muslim South	GND	0	0	0	2884	0	0	0	0	0
LK-5104030	Brynthuraichenai North	Brynthuraichenai North	GND	0	0	0	3325	0	0	0	0	0
LK-5104035	Brynthuraichenai South	Brynthuraichenai South	GND	0	15	0	4863	0	0	0	0	0
LK-5104040	Mavadichenai	Mavadichenai	GND	0	0	0	2957	0	0	0	0	0
LK-5104045	Semmanodai	Chemmann Odai	GND	19	13	0	5179	0	0	0	0	0
LK-5106	Koralai Pattu West	Koralai Pattu West (Oddamavadi)	DSD	0	62	0	24458	0	0	0	0	0
LK-5106005	Paper Town	Paper Town	GND	0	39	0	4636	0	0	0	0	0
LK-5106010	Oddamavadi 01 North	Oddamavadi 01 North	GND	0	0	0	3252	0	0	0	0	0
LK-5106015	Oddamavadi 01 South	Oddamavadi 01 South	GND	0	0	0	2138	0	0	0	0	0
LK-5106020	Oddamavadi 02	Oddamavadi 02	GND	0	0	0	2133	0	0	0	0	0
LK-5106025	Oddamavadi 03	Oddamavadi 03	GND	0	0	0	2469	0	0	0	0	0
LK-5106030	Meeravodai Muslim West	Meeravodai Muslim West	GND	0	0	0	2883	0	0	0	0	0
LK-5106035	Meeravodai Muslim East	Meeravodai Muslim East	GND	0	0	0	3205	0	0	0	0	0
LK-5106040	Mancholai	Mancholai	GND	0	23	0	3742	0	0	0	0	0
LK-5109	Koralai Pattu	Koralai Pattu (Valachchenai)	DSD	664	27792	13	60	156	0	0	0	0
LK-5109005	Nasivanthivu	Nasivanthivu	GND	0	1328	0	0	0	0	0	0	0
LK-5109010	Valachchenai Tamil	Valachchenai Tamil	GND	0	1192	0	0	0	0	0	0	0
LK-5109015	Puthukudiyiruppu	Puthukudiyiruppu	GND	0	1797	0	28	35	0	0	0	0
LK-5109020	Peththalai	Peththalai	GND	33	3240	0	0	0	0	0	0	0
LK-5109025	Kalkudah	Kalkuda	GND	486	2759	13	32	14	0	0	0	0
LK-5109030	Kalmadu	Kalmadu	GND	37	5367	0	0	0	0	0	0	0
LK-5109035	Kannagipuram	Kannagipuram	GND	18	2550	0	0	0	0	0	0	0
LK-5109040	Kumburumulai	Kumburumulai	GND	0	971	0	0	93	0	0	0	0
LK-5109045	Sungankerny	Sungankerny	GND	0	2108	0	0	0	0	0	0	0
LK-5109050	Kinnaiyady	Kinnayadi	GND	0	2925	0	0	0	0	0	0	0
LK-5109055	Karuwakerni	Karuwakerni	GND	90	2415	0	0	14	0	0	0	0
LK-5109060	Meeravodai Tamil	Meeravodai Tamil	GND	0	1140	0	0	0	0	0	0	0
LK-5110	Koralai Pattu South	Koralai Pattu South (Kiran)	DSD	43	27967	26	183	0	0	0	0	0
LK-5110005	Punanai West	Punanai West	GND	0	469	0	169	0	0	0	0	0
LK-5110010	Vahaneri	Vahaneri	GND	0	1458	0	14	0	0	0	0	0
LK-5110015	Maruththanai	Muruthanai	GND	0	843	0	0	0	0	0	0	0
LK-5110020	Uthuchchenai	Uthuchenai	GND	0	409	0	0	0	0	0	0	0
LK-5110030	Vadamunai	Vadamunai	GND	0	315	26	0	0	0	0	0	0
LK-5110035	Kudumpimalai	Kudumpimalai	GND	0	493	0	0	0	0	0	0	0
LK-5110040	Perillaveli	Perillaveli	GND	0	615	0	0	0	0	0	0	0
LK-5110045	Poolakadu	Poolakadu	GND	0	913	0	0	0	0	0	0	0
LK-5110050	Kiran East	Kiran East	GND	25	4527	0	0	0	0	0	0	0
LK-5110055	Kiran West	Kiran West	GND	0	1830	0	0	0	0	0	0	0
LK-5110060	Korakallimadu	Korakallimadu	GND	0	2891	0	0	0	0	0	0	0
LK-5110065	Santhiveli	Santhiveli	GND	0	3442	0	0	0	0	0	0	0
LK-5110070	Palaiyadithona	Palaiyadithona	GND	0	3092	0	0	0	0	0	0	0
LK-5110075	Thevapuram	Thevapuram	GND	0	2316	0	0	0	0	0	0	0
LK-5110080	Murakkottanchenai	Murakkottanchenai	GND	18	2094	0	0	0	0	0	0	0
LK-5110085	Thihiliveddai	Thihilivaddai	GND	0	1361	0	0	0	0	0	0	0
LK-5110090	Koraveli	Koraveli	GND	0	899	0	0	0	0	0	0	0
LK-5112	Eravur Pattu	Eravur Pattu	DSD	2708	71094	197	19864	72	0	0	0	0
LK-5112005	Sittandy 3	Sittandy 3	GND	0	2175	0	0	0	0	0	0	0
LK-5112010	Sittandy 2	Sittandy 2	GND	0	946	0	0	0	0	0	0	0
LK-5112015	Sittandy 4	Sittandy 4	GND	0	2440	0	0	0	0	0	0	0
LK-5112020	Sittandy 1	Sittandy 1	GND	0	3427	0	0	0	0	0	0	0
LK-5112025	Mavadivembu 2	Mavadivembu 2	GND	0	2466	0	0	0	0	0	0	0
LK-5112030	Mavadivembu 1	Mavadivembu 1	GND	0	3616	0	0	0	0	0	0	0
LK-5112035	Kaluwankerny 1	Kaluvankerny 1	GND	0	2596	0	0	18	0	0	0	0
LK-5112040	Kaluwankerny 2	Kaluwankerny 2	GND	0	2042	0	0	0	0	0	0	0
LK-5112045	Thalavai	Thalavai	GND	141	1867	0	379	0	0	0	0	0
LK-5112050	Iyankerny Tamil	Iyankerny Tamil	GND	15	3527	0	379	0	0	0	0	0
LK-5112055	Kommathurai North	Kommathurai North	GND	0	1625	0	0	0	0	0	0	0
LK-5112060	Palachcholai	Palachcholai	GND	226	2107	0	58	0	0	0	0	0
LK-5112065	Vantharumoolai East	Vantharumoolai East	GND	487	4053	126	578	0	0	0	0	0
LK-5112070	Vantharumoolai West	Vantharumoolai West	GND	0	3653	0	0	0	0	0	0	0
LK-5112075	Eralakkulam	Eralakkulam	GND	0	870	0	0	0	0	0	0	0
LK-5112080	Mylavedduvan	Mailavaddavan	GND	0	320	0	0	0	0	0	0	0
LK-5112085	Koduwamadu	Koduwamadu	GND	0	1434	0	0	0	0	0	0	0
LK-5112090	Kommathurai West	Kommathurai West	GND	0	857	0	0	0	0	0	0	0
LK-5112095	Kommathurai East	Kommathurai East	GND	0	1949	36	0	0	0	0	0	0
LK-5112100	Chenkalady-2	Chenkalady 2	GND	0	1791	0	0	0	0	0	0	0
LK-5112105	Chenkalady-1	Chenkalady 1	GND	0	3205	0	0	0	0	0	0	0
LK-5112110	Iyankerny Muslim	Iyankerny Muslim	GND	0	0	0	3262	0	0	0	0	0
LK-5112115	Meerakerny	Meerakerny	GND	13	58	23	6533	0	0	0	0	0
LK-5112120	Michnagar	Mich Nagar	GND	14	0	0	7514	0	0	0	0	0
LK-5112125	Savukkady	Savukkady	GND	11	2033	0	49	0	0	0	0	0
LK-5112130	Thannamunai	Thannamunai	GND	0	1740	0	0	44	0	0	0	0
LK-5112135	Mylampavely	Mylampavely	GND	0	3369	12	0	0	0	0	0	0
LK-5112140	Arumugathan Kudiyiruppu 2	Arumugathan kudiyiruppu 2	GND	0	2162	0	0	0	0	0	0	0
LK-5112145	Arumugathan Kudiyiruppu 1	Arumugathan Kudiyiruppu 1	GND	0	916	0	971	10	0	0	0	0
LK-5112150	Kumaraveliyar Kiramam	Kumaraveliar Kiramam	GND	0	2131	0	0	0	0	0	0	0
LK-5112155	Pankudahvely	Pankudahvely	GND	0	1890	0	0	0	0	0	0	0
LK-5112160	Vepavedduwan	Vepavedduwan	GND	0	2812	0	0	0	0	0	0	0
LK-5112165	Karadiyanaru	Karadiyanaru	GND	0	1967	0	0	0	0	0	0	0
LK-5112170	Marappalam	Marappalam	GND	0	1567	0	0	0	0	0	0	0
LK-5112175	Kithul	Kithulwewa	GND	0	1319	0	68	0	0	0	0	0
LK-5112180	Rugam	Rugam	GND	0	605	0	73	0	0	0	0	0
LK-5112185	Koppavely	Koppavely	GND	12	899	0	0	0	0	0	0	0
LK-5112190	Periyapullumalai	Periyapullumalai	GND	16	660	0	0	0	0	0	0	0
LK-5112195	Gemunupura	Gemunupura	GND	1773	0	0	0	0	0	0	0	0
LK-5115	Eravur Town	Eravur Town	DSD	12	3203	0	23087	68	0	0	0	0
LK-5115005	Ellainagar	Ellainagar	GND	0	925	0	150	68	0	0	0	0
LK-5115010	Eravur 04	Eravur 04	GND	12	764	0	71	0	0	0	0	0
LK-5115015	Eravur 03	Eravur 03	GND	0	0	0	3317	0	0	0	0	0
LK-5115020	Eravur 03A	Eravur 03A	GND	0	0	0	3344	0	0	0	0	0
LK-5115025	Eravur 02	Eravur 02	GND	0	0	0	1748	0	0	0	0	0
LK-5115030	Eravur 02B	Eravur 02B	GND	0	0	0	1093	0	0	0	0	0
LK-5115035	Eravur 02C	Eravur 02C	GND	0	0	0	2456	0	0	0	0	0
LK-5115040	Eravur 02A	Eravur 02A	GND	0	0	0	1716	0	0	0	0	0
LK-5115045	Eravur 01B	Eravur 01B	GND	0	0	0	1746	0	0	0	0	0
LK-5115050	Eravur 01	Eravur 01	GND	0	0	0	1657	0	0	0	0	0
LK-5115055	Eravur 01A	Eravur 01A	GND	0	16	0	1648	0	0	0	0	0
LK-5115060	Eravur 06A	Eravur 06A	GND	0	0	0	1670	0	0	0	0	0
LK-5115065	Eravur 06D	Eravur 06D	GND	0	0	0	1189	0	0	0	0	0
LK-5115070	Eravur 06	Eravur 06	GND	0	0	0	1238	0	0	0	0	0
LK-5115075	Eravur 05	Eravur 05	GND	0	1498	0	44	0	0	0	0	0
LK-5118	Manmunai North	Manmunai North	DSD	691	85267	206	6260	2329	0	0	0	0
LK-5118005	Palameenmadu	Palameenmadu	GND	0	1132	0	0	0	0	0	0	0
LK-5118010	Navalady	Navalady	GND	0	421	0	0	0	0	0	0	0
LK-5118015	Amirthakali	Amirthakali	GND	0	2367	22	0	0	0	0	0	0
LK-5118020	Punnachcholai	Punnachcholai	GND	0	2179	0	0	55	0	0	0	0
LK-5118025	Thiraimadu	Thiraimadu	GND	12	4267	0	0	13	0	0	0	0
LK-5118030	Saththurukondan	Saththurukondan	GND	28	2102	19	0	33	0	0	0	0
LK-5118035	Panichchaiyady	Panichalady	GND	11	1407	0	0	526	0	0	0	0
LK-5118040	Kokkuvil	Kokkuvil	GND	310	2969	24	119	30	0	0	0	0
LK-5118045	Sinna Oorani	Sinna Oorani	GND	14	5121	0	0	79	0	0	0	0
LK-5118050	Jayanthipuram	Jayanthipuram	GND	18	989	0	0	143	0	0	0	0
LK-5118055	Karuvappankerny	Karuvappankerny	GND	21	3466	0	0	262	0	0	0	0
LK-5118060	Mamangam	Mamangam	GND	0	1861	0	0	49	0	0	0	0
LK-5118065	Koolavadi	Koolavadi	GND	0	811	0	0	140	0	0	0	0
LK-5118070	Koolavadi East	Koolavadi East	GND	0	830	0	0	262	0	0	0	0
LK-5118075	Thamaraikerny	Thamaraikerny	GND	19	1387	0	0	0	0	0	0	0
LK-5118080	Periya Uppodai	Periya Uppodai	GND	0	3456	0	0	243	0	0	0	0
LK-5118085	Dutch Bar	Dutch Bar	GND	0	180	0	0	195	0	0	0	0
LK-5118090	Thissaweerasingam Square	Thissaveerasingam Sathukam	GND	0	1295	0	0	0	0	0	0	0
LK-5118095	Iruthayapuram East	Iruthayapuram East	GND	17	1399	0	0	40	0	0	0	0
LK-5118100	Iruthayapuram Central	Iruthayapuram Central	GND	0	877	0	13	81	0	0	0	0
LK-5118105	Iruthayapuram West	Iruthayapuram West	GND	0	2493	0	0	83	0	0	0	0
LK-5118110	Periya Oorani	Periya Oorani	GND	0	1079	0	0	0	0	0	0	0
LK-5118115	Gnanasooriyam Square	Gnasooriyam Sathukam	GND	10	1414	0	18	0	0	0	0	0
LK-5118120	Vettukkadu	Vettukkadu	GND	0	570	0	0	0	0	0	0	0
LK-5118125	Barathipuram	Barathipuram	GND	0	1504	0	0	0	0	0	0	0
LK-5118130	Thandavanveli	Thandavanveli	GND	0	3023	0	0	33	0	0	0	0
LK-5118135	Arasadi	Arasadi	GND	11	926	0	216	15	0	0	0	0
LK-5118140	Koddamunai	Koddamunai	GND	0	1161	0	0	19	0	0	0	0
LK-5118145	Kallady Mugaththuwaram	Kallady Mugathuvaram	GND	0	1322	0	0	0	0	0	0	0
LK-5118150	Thiruchendhoor	Thiruchendhoor	GND	0	2382	0	0	18	0	0	0	0
LK-5118155	Kallady	Kallady	GND	14	2466	0	10	0	0	0	0	0
LK-5118160	Kallady Veloor	Kallady Veloor	GND	0	3033	0	0	0	0	0	0	0
LK-5118165	Kallady Uppodai	Kallady Uppodai	GND	0	1972	11	0	0	0	0	0	0
LK-5118170	Puliyantivu East	Puliyanthivu East	GND	13	1592	0	0	0	0	0	0	0
LK-5118175	Puliyantivu Central	Puliyanthivu Central	GND	11	879	0	106	0	0	0	0	0
LK-5118180	Puliyantivu West	Puliyanthivu West	GND	14	1119	0	0	10	0	0	0	0
LK-5118185	Puliyantivu South	Puliyanthivu South	GND	125	2408	0	49	0	0	0	0	0
LK-5118190	Thiruperunthurai	Thiruperunthurai	GND	0	1752	0	10	0	0	0	0	0
LK-5118195	Puthunagar	Puthunagar	GND	16	2044	0	0	0	0	0	0	0
LK-5118200	Seththukudah	Seththukudah	GND	0	1160	0	0	0	0	0	0	0
LK-5118205	Veechchukalmunai	Veechikalmunai	GND	13	713	0	0	0	0	0	0	0
LK-5118210	Thimilathivu	Thimilathivu	GND	0	1241	0	0	0	0	0	0	0
LK-5118215	Nochchimunai	Nochchimunai	GND	14	4287	115	1028	0	0	0	0	0
LK-5118220	Navatkudah	Navatkudah	GND	0	1532	0	0	0	0	0	0	0
LK-5118225	Navatkudah East	Navatkudah East	GND	0	3124	0	441	0	0	0	0	0
LK-5118230	Navatkudah South	Navatkudah South	GND	0	1011	0	0	0	0	0	0	0
LK-5118235	Manjanthoduvai North	Manjanthoduvai North	GND	0	518	0	68	0	0	0	0	0
LK-5118240	Manjanthoduvai South	Manjanthoduvai South	GND	0	26	15	4182	0	0	0	0	0
LK-5121	Manmunai West	Manmunai West	DSD	0	32680	0	13	0	0	0	0	38
LK-5121005	Narippulthoddam	Narippulthoddam	GND	0	1103	0	0	0	0	0	0	0
LK-5121010	Mahilavedduvaan	Mahilavedduvan	GND	0	1802	0	0	0	0	0	0	0
LK-5121015	Karaveddi	Karaveddi	GND	0	2048	0	0	0	0	0	0	0
LK-5121020	Vilavedduwan	Vilavedduwan	GND	0	1833	0	0	0	0	0	0	0
LK-5121025	Naavatkaadu	Naavatkaadu	GND	0	1639	0	0	0	0	0	0	0
LK-5121030	Eachchantivu	Echchantivu	GND	0	1215	0	0	0	0	0	0	0
LK-5121035	Mankikaddu	Mankikaddu	GND	0	582	0	0	0	0	0	0	0
LK-5121040	Vavunativu	Vavunativu	GND	0	938	0	0	0	0	0	0	0
LK-5121045	Ayiththiyamalai South	Ayithiyamalai South	GND	0	1003	0	0	0	0	0	0	0
LK-5121050	Ayiththiyamalai North	Ayithiyamalai North	GND	0	2137	0	0	0	0	0	0	0
LK-5121055	Nediyamadu	Nediyamadu	GND	0	790	0	0	0	0	0	0	0
LK-5121060	Pavatkodichenai	Pavatkodichenai	GND	0	1987	0	0	0	0	0	0	38
LK-5121065	Kurinchamunai	Kurinchaamunai	GND	0	1244	0	0	0	0	0	0	0
LK-5121070	Paruththichenai	Paruththichenai	GND	0	1164	0	0	0	0	0	0	0
LK-5121075	Kannankudah	Kannakudah	GND	0	1057	0	0	0	0	0	0	0
LK-5121080	Mandapathadi	Mandapathadi	GND	0	889	0	0	0	0	0	0	0
LK-5121085	Karaiyakkantivu	Karaiyakkantivu	GND	0	1087	0	0	0	0	0	0	0
LK-5121090	Puthumandapaththadi	Puthumandapaththadi	GND	0	2215	0	0	0	0	0	0	0
LK-5121095	Ganthinagar	Kaanthinagar	GND	0	641	0	13	0	0	0	0	0
LK-5121100	Unnichchai	Unnichchi	GND	0	1197	0	0	0	0	0	0	0
LK-5121105	Panchenai	Panchenai	GND	0	739	0	0	0	0	0	0	0
LK-5121110	Iluppadichenai	Illuppadichenai	GND	0	1508	0	0	0	0	0	0	0
LK-5121115	Koththiyapulai	Koththiyapulai	GND	0	1272	0	0	0	0	0	0	0
LK-5121120	Kaanchirankudah	Kaanchirankudah	GND	0	2590	0	0	0	0	0	0	0
LK-5124	Kattankudy	Kattankudy	DSD	23	0	0	44692	0	0	0	0	0
LK-5124005	Kattankudy Division 1	Kattankudy Division 1	GND	0	0	0	1140	0	0	0	0	0
LK-5124010	Kattankudy Division 1 South	Kattankudy 1 South	GND	0	0	0	1919	0	0	0	0	0
LK-5124015	Kattankudy Division 2	Kattankudy Division 2	GND	0	0	0	2011	0	0	0	0	0
LK-5124020	Kattankudy Division 2 North	Kattankudy 2 North	GND	0	0	0	2983	0	0	0	0	0
LK-5124025	New Kattankudy North	New Kattankudy Division North	GND	0	0	0	5813	0	0	0	0	0
LK-5124030	New Kattankudy South	New Kattankudy Division South	GND	0	0	0	5199	0	0	0	0	0
LK-5124035	Kattankudy Division 3 East	Kattankudy 3 East	GND	0	0	0	1390	0	0	0	0	0
LK-5124040	Kattankudy Division 3	Kattankudy Division 3	GND	0	0	0	1313	0	0	0	0	0
LK-5124045	Kattankudy Division 3 West	Kattankudy 3 West	GND	0	0	0	964	0	0	0	0	0
LK-5124050	Kattankudy Division 4 West	Kattankudy 4 West	GND	0	0	0	1248	0	0	0	0	0
LK-5124055	Kattankudy Division 4	Kattankudy Division 4	GND	0	0	0	982	0	0	0	0	0
LK-5124060	Kattankudy Division 6	Kattankudy Division 6	GND	0	0	0	2805	0	0	0	0	0
LK-5124065	New Kattankudy West	New Kattankudy Division West	GND	0	0	0	2312	0	0	0	0	0
LK-5124070	New Kattankudy East	New Kattankudy Division East	GND	23	0	0	6569	0	0	0	0	0
LK-5124075	Kattankudy Division 6 South	Kattankudy 6 South	GND	0	0	0	3067	0	0	0	0	0
LK-5124080	Kattankudy Division 6 West	Kattankudy 6 West	GND	0	0	0	1911	0	0	0	0	0
LK-5124085	Kattankudy Division 5	Kattankudy Division 5	GND	0	0	0	2158	0	0	0	0	0
LK-5124090	Kattankudy Division 5 South	Kattankudy 5 South	GND	0	0	0	908	0	0	0	0	0
LK-5127	Manmunai Pattu	Manmunai Pattu (Araipattai)	DSD	73	25225	77	11030	0	0	0	0	0
LK-5127005	Kirankulam North	Kirankulam North	GND	0	1754	0	0	0	0	0	0	0
LK-5127010	Kirankulam South	Kirankulam South	GND	0	1482	0	0	0	0	0	0	0
LK-5127015	Kirankulam	Kirankulam	GND	0	1358	0	0	0	0	0	0	0
LK-5127020	Kirankulam Central	Kirankulam Central	GND	0	1082	0	0	0	0	0	0	0
LK-5127025	Puthukudiyiruppu	Puthukudiyiruppu	GND	0	1154	0	0	0	0	0	0	0
LK-5127030	Puthukudiyiruppu South	Puthukudiyiruppu South	GND	0	1065	0	0	0	0	0	0	0
LK-5127035	Puthukudiyiruppu North	Puthukudiyiruppu North	GND	0	1758	0	0	0	0	0	0	0
LK-5127040	Palamunai	Palamunai	GND	10	46	11	3640	0	0	0	0	0
LK-5127045	Thalankudah	Thalankudah	GND	0	1322	0	0	0	0	0	0	0
LK-5127050	Manmunai	Manmunai	GND	35	1133	0	92	0	0	0	0	0
LK-5127055	Vedarkudiyiruppu	Vedarkudiyiruppu	GND	0	1200	0	0	0	0	0	0	0
LK-5127060	Mavilankanthurai	Mavilankanthurai	GND	0	1118	0	76	0	0	0	0	0
LK-5127065	Kankeyanodai	Kankeyanodai	GND	0	0	0	1136	0	0	0	0	0
LK-5127070	Ollikulam	Ollikulam	GND	0	16	0	656	0	0	0	0	0
LK-5127075	Kankeyanodai South	Kankeyanodai South	GND	0	0	0	1739	0	0	0	0	0
LK-5127080	Arayampathy 3	Araipattai 3	GND	0	543	0	0	0	0	0	0	0
LK-5127085	Rajadurai Gramam	Rajadurai Kiramam	GND	0	947	0	0	0	0	0	0	0
LK-5127090	Arayampathy South	Araipattai South	GND	0	890	0	0	0	0	0	0	0
LK-5127095	Kovilkulam	Kovilkulam	GND	16	839	0	369	0	0	0	0	0
LK-5127100	Arayampathy Central	Araipattai Central	GND	0	506	0	0	0	0	0	0	0
LK-5127105	Arayampathy 2	Araipattai 2	GND	0	363	0	0	0	0	0	0	0
LK-5127110	Selvanagar	Selvanagar	GND	12	1644	66	300	0	0	0	0	0
LK-5127115	Selvanagar East	Selvanagar East	GND	0	1696	0	1357	0	0	0	0	0
LK-5127120	Arayampathy East	Araipattai East	GND	0	1613	0	1665	0	0	0	0	0
LK-5127125	Arayampathy North	Araipattai North	GND	0	556	0	0	0	0	0	0	0
LK-5127130	Arayampathy 1	Araipattai 1	GND	0	615	0	0	0	0	0	0	0
LK-5127135	Arayampathy West	Araipattai West	GND	0	525	0	0	0	0	0	0	0
LK-5130	Manmunai South West	Manmunai South-West	DSD	1347	25298	0	0	0	0	0	0	0
LK-5130005	Munaikkadu West	Munaikkadu West	GND	0	1108	0	0	0	0	0	0	0
LK-5130010	Munaikkadu North	Munaikkadu North	GND	0	1445	0	0	0	0	0	0	0
LK-5130015	Munaikkadu East	Munaikkadu East	GND	0	643	0	0	0	0	0	0	0
LK-5130020	Muthalaikkudah West	Muthalaikkudah West	GND	0	1292	0	0	0	0	0	0	0
LK-5130025	Muthalaikkudah	Muthalaikkudah	GND	0	799	0	0	0	0	0	0	0
LK-5130030	Mahiladitivu	Mahiladitivu	GND	0	880	0	0	0	0	0	0	0
LK-5130035	Mahiladitivu South	Mahiladithivu South	GND	0	2146	0	0	0	0	0	0	0
LK-5130040	Kokkadicholai	Kokkadichcholai	GND	0	1972	0	0	0	0	0	0	0
LK-5130045	Munaikkadu South	Munaikkadu South	GND	0	1082	0	0	0	0	0	0	0
LK-5130050	Kokkadicholai South	Kokkadichcholai South	GND	0	1612	0	0	0	0	0	0	0
LK-5130055	Pandariyaveli	Pandariyaveli	GND	0	1407	0	0	0	0	0	0	0
LK-5130060	Arasaditivu North	Arasaditivu North	GND	0	1030	0	0	0	0	0	0	0
LK-5130065	Paddippalai	Paddippalai	GND	0	841	0	0	0	0	0	0	0
LK-5130070	Kuluvinamadu	Kuluvinamadu	GND	0	722	0	0	0	0	0	0	0
LK-5130075	Arasaditivu	Arasaditivu	GND	0	1286	0	0	0	0	0	0	0
LK-5130080	Kadukkamunai	Kadukkamunai	GND	0	1680	0	0	0	0	0	0	0
LK-5130085	Ampilanthurai North	Ampilanthurai North	GND	0	592	0	0	0	0	0	0	0
LK-5130090	Ampilanthurai	Ampilanthurai	GND	0	1080	0	0	0	0	0	0	0
LK-5130095	Ampilanthurai West	Ampilanthurai West	GND	0	793	0	0	0	0	0	0	0
LK-5130100	Katchenai	Katchenai	GND	0	677	0	0	0	0	0	0	0
LK-5130105	Mavadimunmaari	Mavadimunmaari	GND	0	640	0	0	0	0	0	0	0
LK-5130110	Thanthamalai	Thanthamalai	GND	0	997	0	0	0	0	0	0	0
