region_id	region_name	region_name_in_data	region_ent_type	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LG-41023	Valvettiturai UC/ Vadamaradchi South West PS		LG	48	2938	5	1	4	1	1	12	2	0	0
LG-41031	Chavakachcheri PS		LG	202	13613	12	2	25	43	73	295	11	3	1
LG-41032	Delft PS		LG	10	815	24	1	8	6	18	11	0	0	0
LG-41033	Kayts PS		LG	38	2488	3	3	26	9	18	47	1	0	0
LG-41034	Nallur PS		LG	107	9306	26	7	30	12	2	51	15	0	4
LG-41035	Point Pedro PS		LG	92	9743	9	4	5	14	89	136	12	1	13
LG-41036	Vadamaradchi South West PS		LG	261	10359	18	6	25	50	37	156	17	5	3
LG-41037	Valikamam East PS		LG	384	18301	31	18	111	140	54	286	36	4	37
LG-41038	Valikamam North PS		LG	148	11449	39	0	25	9	18	207	21	3	13
LG-41039	Valikamam South PS		LG	183	12497	57	4	103	61	13	172	12	3	3
LG-41040	Valikamam South West PS		LG	245	12981	38	15	60	101	125	209	35	2	10
LG-41041	Valikamam West PS		LG	169	10891	32	37	101	81	46	185	15	2	9
LG-41042	Velanai PS		LG	59	4122	8	0	4	25	58	83	18	2	0
LG-41043	Karainagar PS		LG	148	2338	2	0	10	24	43	60	3	1	1
LG-42021	Mannar UC		LG	137	5655	1	0	1	1	100	45	11	0	0
LG-42031	Mannar PS		LG	200	8031	9	0	1	4	243	92	9	1	8
LG-42032	Manthai West PS		LG	184	6584	5	1	7	15	34	103	13	3	0
LG-42033	Musali PS		LG	92	4155	2	0	1	0	14	72	10	0	0
LG-42034	Nanattan PS		LG	147	5829	1	2	13	21	45	76	16	0	11
LG-43011	Vavuniya MC/ Vavuniya South (Tamil) PS		LG	2325	9052	12	1	16	18	2	33	10	0	0
LG-43031	Vavuniya North PS		LG	219	3866	2	1	25	64	15	77	15	0	0
LG-43032	Vavuniya South (Sinhala) PS		LG	2642	1747	1	0	21	62	2	11	0	1	1
LG-43033	Vavuniya South (Tamil) PS		LG	3904	15900	26	5	126	149	31	304	90	0	3
LG-43034	Vengalacheddikulam PS		LG	1771	5049	4	6	29	84	6	67	30	0	0
LG-44031	Vavuniya North PS		LG	1247	538	0	0	16	62	0	5	1	1	0
LG-44041	Manthai East PS		LG	41	2089	0	0	5	13	5	22	3	0	0
LG-44042	Maritimepattu PS		LG	1127	10202	6	0	44	42	71	148	21	2	4
LG-44043	Puthukudiyiruppu PS		LG	427	14427	11	2	75	33	115	546	74	0	35
LG-44044	Thunukkai PS		LG	26	2714	3	0	4	19	9	53	0	0	1
LG-45031	Karachchi PS		LG	351	25141	24	0	128	148	101	362	84	0	7
LG-45032	Pachchillaipalli PS		LG	21	3681	4	1	1	3	38	67	17	0	2
LG-45033	Poonagari PS		LG	73	5937	3	0	18	17	128	102	23	0	2
LG-51001	Eravur Pattu PS		LG	684	680	0	0	0	0	1	26	6	0	0
LG-51002	Eravur Pattu PS		LG	777	869	1	0	0	0	19	106	6	0	0
LG-51003	Eravur Pattu PS		LG	1204	474	0	0	0	0	2	98	5	0	0
LG-51004	Eravur Pattu PS		LG	1516	317	15	0	0	0	6	113	4	0	0
LG-51005	Koralai Pattu PS		LG	1863	231	3	0	0	0	43	59	6	0	0
LG-51006	Koralai Pattu PS		LG	2258	1762	35	1	1	5	89	168	20	0	1
LG-51007	Koralai Pattu PS		LG	2192	1632	3	0	0	1	91	364	28	0	0
LG-51008	Eravur Pattu PS		LG	962	160	0	0	0	1	14	59	0	0	0
LG-51009	Eravur Pattu PS		LG	1016	510	0	0	0	0	39	128	34	0	0
LG-51010	Koralai Pattu PS		LG	1586	601	0	0	0	1	34	66	0	0	0
LG-51011	Koralai Pattu PS		LG	23804	4532	29	23	22	10	121	749	118	0	47
LG-51012	Eravur Pattu PS		LG	1015	173	1	0	0	1	5	32	6	0	0
LG-51013	Eravur Pattu PS		LG	845	186	3	1	2	0	2	4	1	0	2
LG-51014	Eravur Pattu PS		LG	1198	460	0	0	36	27	10	95	7	1	0
LG-51015	Eravur Pattu PS		LG	91	132	0	0	0	0	0	48	0	0	0
LG-51016	Eravur Pattu PS		LG	818	419	4	0	1	72	43	93	36	0	0
LG-51017	Eravur Pattu PS		LG	220	371	0	0	6	16	2	71	8	1	0
LG-51018	Eravur Pattu PS		LG	387	108	0	0	2	3	0	0	0	0	0
LG-51021	Kattankudy UC		LG	12374	150	2	2	3	1	1	296	56	0	14
LG-51022	Eravur UC		LG	5929	144	3	1	2	2	6	119	11	0	6
LG-51034	Koralai Pattu PS		LG	10506	2534	3	2	6	40	289	776	96	1	11
LG-51035	Koralai Pattu North PS		LG	3137	4131	8	1	5	23	452	435	132	1	92
LG-51036	Koralai Pattu West PS		LG	6660	2223	0	2	6	27	61	281	25	0	1
LG-51037	Manmunaipattu PS		LG	8586	779	4	10	0	2	39	672	152	1	9
LG-51038	Manmunai South & Eruvil Pattu PS		LG	14882	1159	3	1	2	5	74	356	75	1	14
LG-51039	Manmunai South-West PS		LG	6806	590	16	6	20	59	27	154	48	1	18
LG-51040	Manmunai West (Vavunativu) PS		LG	6978	1984	9	31	58	123	66	353	44	1	0
LG-51041	Porativepattu PS		LG	9986	1096	9	0	36	86	13	106	38	0	8
LG-52011	Kalmunai MC		LG	27206	2505	7	0	9	5	7	183	34	0	4
LG-52012	Akkaraipattu MC		LG	6606	3079	47	0	4	1	0	36	20	0	0
LG-52021	Ampara UC/ Namaloya PS		LG	6413	790	0	2	14	18	0	30	1	1	0
LG-52031	Addalachchanai PS		LG	9574	3091	49	3	41	116	76	135	79	2	12
LG-52032	Alayadiwembu PS		LG	2448	4389	3	0	0	2	30	111	34	0	0
LG-52033	Damana PS		LG	9258	612	4	11	107	456	1	29	8	0	0
LG-52034	Dehiattakandiya PS		LG	16396	1529	2	1	113	370	0	19	4	1	2
LG-52036	Akkaraipattu PS		LG	1103	1110	8	0	1	0	1	26	10	0	0
LG-52037	Lahugala PS		LG	1713	1073	0	8	23	68	5	11	1	0	0
LG-52038	Mahaoya PS		LG	5050	930	0	3	185	744	2	42	5	7	0
LG-52039	Namaloya PS		LG	5804	710	2	11	82	271	0	13	0	2	0
LG-52040	Ninthavur PS		LG	7655	1017	1	0	1	2	12	37	4	0	0
LG-52041	Padiyathalawa  PS		LG	4789	604	7	0	132	683	1	29	2	12	1
LG-52042	Pothuvil  PS		LG	8378	2554	91	68	28	32	69	194	36	0	16
LG-52043	Sammanthurai PS		LG	17800	1374	2	0	40	21	3	100	58	0	2
LG-52044	Thirukkovili PS		LG	3165	4934	3	1	8	1	70	99	18	1	38
LG-52045	Uhana PS		LG	15532	1100	10	5	149	479	1	44	2	3	1
LG-52046	Karathivu PS		LG	4712	460	3	1	10	6	3	32	8	0	6
LG-52047	Navithanveli PS		LG	5053	1159	7	0	17	10	4	28	8	1	1
LG-52048	Irakkamam PS		LG	3141	1417	0	0	5	18	7	55	6	0	0
LG-53011	Trincomalee MC		LG	2051	11341	12	2	28	26	0	108	22	0	4
LG-53022	Kinniya UC		LG	9553	1033	4	1	7	16	32	36	13	1	0
LG-53031	Gomarankadawala PS		LG	1968	369	2	1	11	86	2	4	1	0	2
LG-53032	Kanthale PS		LG	10187	3709	24	3	50	122	2	20	5	3	3
LG-53033	Kinniya PS		LG	9948	904	0	6	14	34	57	69	21	0	1
LG-53034	Kuchchaveli PS		LG	4304	6159	3	0	5	18	84	169	33	0	30
LG-53035	Morawewa PS		LG	1818	735	0	0	18	71	1	41	3	0	1
LG-53036	Muttur PS		LG	13234	5168	7	6	35	156	121	528	79	0	66
LG-53037	Padavi Sri Pura PS		LG	2764	608	3	1	23	32	0	4	0	2	1
LG-53038	Seruvila PS		LG	3418	1128	0	1	10	30	0	37	31	0	0
LG-53039	Thambalagamuwa PS		LG	6465	2762	5	0	22	38	6	23	3	0	0
LG-53040	Trincomalee Town and Gravets  PS		LG	2450	10381	22	0	72	65	12	141	47	0	0
LG-53041	Verugal PS		LG	2625	959	2	0	3	2	147	151	40	0	4
LG-61011	Kurunegala MC		LG	5497	820	19	1	16	9	0	45	3	0	1
LG-61021	Kuliyapitiya UC/ Kuliyapitiya PS		LG	1265	104	0	0	3	2	1	13	0	0	0
LG-61031	Alawwa PS		LG	15922	2158	14	13	411	351	4	132	8	6	1
LG-61032	Bingiriya PS		LG	17729	1340	6	16	248	135	35	144	12	7	1
LG-61033	Galgamuwa PS		LG	24208	1480	21	9	84	230	4	39	9	0	1
LG-61034	Giribawa PS		LG	9555	686	3	1	42	92	3	10	2	0	2
LG-61035	Ibbagamuwa PS		LG	35970	2503	17	5	280	773	12	79	7	8	5
LG-61036	Kobeigane PS		LG	11149	397	1	8	30	44	8	45	7	0	0
LG-61037	Kuliyapitiya PS		LG	34191	4020	13	25	396	237	10	179	7	9	1
LG-61038	Kurunegala PS		LG	40630	4313	61	46	322	399	0	119	18	5	4
LG-61039	Maho PS		LG	25062	1009	17	3	104	252	15	53	4	4	3
LG-61040	Mawathagama PS		LG	16222	2930	18	4	328	201	0	48	8	2	3
LG-61041	Nikaweratiya PS		LG	25296	1199	7	2	81	216	10	44	6	6	0
LG-61042	Panduwasnuwara PS		LG	27758	1332	11	3	181	135	10	164	12	3	2
LG-61043	Pannala PS		LG	28124	9375	24	55	589	301	10	350	11	9	5
LG-61044	Polgahawela PS		LG	25144	3841	78	6	184	306	1	98	12	2	2
LG-61045	Polpithigama PS		LG	22943	1320	14	6	172	811	14	60	6	7	1
LG-61046	Rideegama PS		LG	23671	2108	152	11	281	545	4	67	5	1	3
LG-61047	Wariyapola PS		LG	29487	1163	10	6	143	308	9	91	14	12	2
LG-61048	Udubaddawa PS		LG	12000	3234	4	16	292	75	8	175	7	3	1
LG-61049	Narammala PS		LG	13704	2681	16	6	268	221	5	111	9	5	0
LG-62011	Puttalam MC		LG	5527	6629	10	0	10	24	74	239	18	1	1
LG-62021	Chilaw UC		LG	4690	1079	2	1	11	2	30	118	1	1	1
LG-62031	Anamaduwa PS		LG	22773	2013	11	5	119	379	108	245	10	3	9
LG-62032	Arachchikattuwa PS		LG	15736	2253	7	6	45	39	238	474	8	0	4
LG-62033	Chilaw PS		LG	18441	7520	12	31	153	83	97	834	8	2	3
LG-62034	Kalpitiya PS		LG	8964	21616	56	2	11	11	2085	933	95	2	20
LG-62035	Karuwalagaswewa PS		LG	6688	861	4	7	112	223	8	26	11	1	0
LG-62036	Nattandiya PS		LG	23858	8649	89	45	138	59	47	977	12	2	6
LG-62037	Nawagattegama PS		LG	4756	379	3	1	34	77	6	8	4	3	0
LG-62038	Puttalam PS		LG	6979	7928	8	6	66	206	424	468	75	2	3
LG-62039	Vanathawilluwa PS		LG	2944	2052	5	3	184	311	150	174	20	1	2
LG-62040	Wennappuwa PS		LG	28169	9677	12	16	188	45	10	301	8	7	23
LG-71011	Anuradhapura MC/ Nuwaragam Palatha Central PS		LG	15549	3386	25	4	20	27	1	36	1	1	1
LG-71031	Galenbindunuwewa PS		LG	11653	2425	4	5	151	117	0	11	2	1	2
LG-71032	Galnewa PS		LG	10077	1060	1	3	39	167	1	20	2	2	0
LG-71033	Horowpothana PS		LG	10016	972	3	4	52	113	3	17	7	2	1
LG-71034	Ipalogama PS		LG	10026	2064	5	1	39	185	2	11	5	0	0
LG-71035	Kahatagasdigiliya PS		LG	10972	1262	9	2	38	159	1	37	0	1	2
LG-71036	Kebithigollewa PS		LG	6544	840	6	1	68	156	1	7	1	1	0
LG-71037	Kekirawa PS		LG	19447	3347	13	14	91	271	0	38	3	2	1
LG-71038	Medawachchiya PS		LG	12289	2303	7	3	81	333	3	34	1	1	1
LG-71039	Mihinthale PS		LG	7416	2534	2	2	40	94	2	31	6	10	0
LG-71040	Nochchiyagama PS		LG	12563	3194	5	1	50	106	1	15	5	2	1
LG-71041	Nuwaragam Palatha Central PS		LG	16271	4428	3	6	180	594	8	22	14	6	1
LG-71042	Nuwaragam Palatha East PS		LG	12816	2742	17	6	55	88	1	11	5	3	3
LG-71043	Padaviya PS		LG	4887	1982	2	10	64	188	0	24	5	2	0
LG-71044	Palagala PS		LG	9186	1478	6	2	51	315	0	18	5	0	0
LG-71045	Rajanganaya PS		LG	8905	1642	3	3	41	60	4	15	1	1	2
LG-71046	Rambewa PS		LG	9496	1635	2	2	44	180	0	18	3	2	0
LG-71047	Thalawa PS		LG	25548	4846	21	7	159	273	7	27	7	2	2
LG-71048	Nuwaragam Palatha East PS		LG	8380	1512	4	0	45	188	1	15	4	3	0
LG-72011	Polonnaruwa MC		LG	9314	487	0	0	22	18	0	14	3	0	0
LG-72031	Dimbulagala PS		LG	20986	2606	11	10	150	427	3	56	8	0	0
LG-72032	Elahera PS		LG	12824	878	8	1	117	198	0	15	3	2	1
LG-72033	Hingurakgoda PS		LG	17584	2060	20	3	111	320	4	27	8	2	2
LG-72034	Lankapura PS		LG	10777	476	5	6	34	39	4	19	4	0	0
LG-72035	Medirigiriya PS		LG	18840	1317	17	8	81	227	1	15	3	1	0
LG-72037	Welikanda PS		LG	9062	1580	15	3	73	181	6	74	5	1	5
LG-72038	Polonnaruwa PS		LG	14431	666	24	1	40	83	3	40	12	0	0
LG-81011	Badulla MC		LG	4333	6770	26	14	749	15	0	17	2	0	0
LG-81012	Bandarawela MC/ Bandarawela  PS		LG	3037	5346	101	235	1080	21	0	31	2	2	0
LG-81022	Haputale  UC/ Haputale  PS		LG	99	1429	502	33	136	9	0	11	1	0	0
LG-81031	Badulla PS		LG	2177	5451	607	50	1210	68	0	28	4	6	1
LG-81032	Bandarawela  PS		LG	1820	4007	796	209	1933	34	0	36	4	6	1
LG-81033	Ella  PS		LG	3369	5972	575	158	2105	86	1	50	2	6	0
LG-81034	Haldummulla  PS		LG	2482	4939	1772	187	1092	424	3	52	6	11	2
LG-81035	Hali-Ela  PS		LG	6995	12861	623	262	4967	97	1	84	12	43	0
LG-81036	Haputale  PS		LG	3247	6056	520	62	897	223	0	44	8	2	1
LG-81037	Kandaketiya PS		LG	5885	671	155	2	598	72	1	24	2	0	0
LG-81038	Mahiyanganaya PS		LG	22121	2220	12	6	234	516	1	49	5	7	2
LG-81039	Meegahaivula PS		LG	4726	633	408	3	502	110	0	12	0	2	0
LG-81040	Passara PS		LG	3553	5861	1881	228	1848	95	1	23	6	2	2
LG-81041	Rideemaliyadda PS		LG	14932	1548	25	2	321	377	0	28	5	11	2
LG-81042	Soranathota PS		LG	3316	1797	218	5	1380	41	0	19	3	2	0
LG-81043	Uva Paranagama  PS		LG	8007	7245	554	77	6464	110	2	95	10	40	1
LG-81044	Welimada  PS		LG	7704	13276	737	406	6084	259	2	156	18	22	4
LG-81045	Lunugala PS		LG	2393	3744	1394	85	1114	132	0	13	6	3	1
LG-82031	Badalkumbura PS		LG	8721	2831	368	94	808	366	1	23	2	4	1
LG-82032	Bibila PS		LG	11605	1155	91	13	428	307	0	22	7	17	0
LG-82033	Buttala PS		LG	14865	1609	8	14	338	599	3	42	6	3	1
LG-82034	Katharagama PS		LG	2992	1951	4	2	167	172	0	33	0	2	1
LG-82035	Madulla PS		LG	9033	539	41	4	130	534	2	15	4	6	1
LG-82036	Medagama PS		LG	10143	1261	9	19	509	332	2	26	3	12	0
LG-82037	Moneragala PS		LG	11515	2996	24	8	487	805	4	35	3	8	3
LG-82038	Siyambalanduwa PS		LG	12974	2908	7	7	371	1460	9	22	3	22	1
LG-82039	Thanamalvila PS		LG	16094	6002	16	123	361	701	1	35	6	6	1
LG-82040	Wellawaya PS		LG	16926	3138	20	5	581	652	4	64	5	9	5
LG-91011	Ratnapura MC/ Ratnapura PS		LG	1606	13375	214	58	57	102	0	34	1	1	0
LG-91021	Balangoda UC/ Imbulpe PS		LG	1621	7907	214	73	269	103	0	32	1	3	3
LG-91022	Embilipitiya UC		LG	8661	3023	6	3	137	60	1	15	0	3	0
LG-91032	Ayagama PS		LG	205	7211	535	47	134	433	0	273	0	9	0
LG-91033	Balangoda PS		LG	3556	10064	620	107	541	744	1	58	3	1	0
LG-91034	Eheliyagoda PS		LG	1055	17348	639	593	270	296	1	78	2	14	1
LG-91035	Embilipitiya PS		LG	24820	7576	39	17	368	949	2	57	12	3	0
LG-91036	Imbulpe PS		LG	2394	11985	1230	362	710	527	0	57	3	6	1
LG-91037	Kalawana PS		LG	465	12939	547	88	183	743	1	116	4	12	1
LG-91038	Kolonna PS		LG	7934	4408	531	38	548	1283	3	25	2	1	0
LG-91039	Kuruvita PS		LG	1907	31724	1100	553	360	677	3	177	5	14	0
LG-91040	Nivithigala PS		LG	2216	22111	1467	105	556	873	4	83	1	10	0
LG-91041	Pelmadulla PS		LG	4026	17749	1676	294	572	1004	0	65	3	5	3
LG-91042	Ratnapura PS		LG	771	15204	895	54	438	832	2	243	5	4	6
LG-91043	Weligepola PS		LG	6597	9589	300	29	501	1627	6	43	4	4	0
LG-91044	Godakawela PS		LG	7139	12032	712	248	888	1500	0	57	1	8	1
LG-91045	Kahawatta PS		LG	1624	8403	900	97	627	676	0	27	0	4	0
LG-92011	Kegalle MC		LG	2676	1535	115	4	75	20	0	13	0	0	0
LG-92031	Aranayaka  PS		LG	14253	4123	665	7	332	349	2	75	4	0	1
LG-92032	Dehiovita PS		LG	961	20211	675	440	481	273	5	169	8	12	3
LG-92033	Deraniyagala PS		LG	393	10938	854	27	243	155	2	353	2	5	0
LG-92034	Galigamuwa PS		LG	13222	6058	924	71	474	292	4	44	1	4	1
LG-92035	Kegalle PS		LG	11438	8439	1180	17	616	293	0	98	4	5	4
LG-92036	Mawanella PS		LG	24545	7440	259	32	333	334	0	57	2	2	5
LG-92037	Rambukkana PS		LG	19218	4480	135	11	344	294	2	109	4	4	0
LG-92038	Ruwanwella  PS		LG	891	15361	604	544	493	232	0	151	4	5	5
LG-92039	Warakapola PS		LG	15488	13602	810	149	1317	704	3	97	4	12	5
LG-92040	Yatiyanthota PS		LG	1167	14402	981	66	435	117	0	213	3	8	1
LG-92041	Bulathkohupitiya PS		LG	1070	9783	1288	101	373	181	0	90	1	7	1
LK	Sri Lanka	Sri Lanka	COUNTRY	2799913	2828027	95717	68497	111245	70011	7650	43260	3870	1140	1211
LK-1	Western	Western	PROVINCE	444198	1147193	8468	48401	15695	9478	122	12045	407	229	270
LK-11	Colombo	Colombo	DISTRICT	166151	462409	2691	14988	1597	675	57	5109	151	56	167
LK-1103	Colombo	Colombo	DSD	19889	49732	452	478	15	26	28	483	7	5	27
LK-1103005	Sammanthranapura	Sammanthranapura	GND	232	1517	1	1	0	0	0	83	0	0	0
LK-1103010	Mattakkuliya	Mattakkuliya	GND	1680	4794	269	33	3	5	0	51	1	0	2
LK-1103015	Modara	Modara	GND	2227	5427	21	42	3	0	0	3	1	1	0
LK-1103020	Madampitiya	Madampitiya	GND	514	1294	5	1	0	0	0	79	0	0	0
LK-1103025	Mahawatta	Mahawatta	GND	698	1005	3	14	0	0	0	24	0	0	2
LK-1103030	Aluthmawatha	Aluthmawatha	GND	1268	2226	24	54	3	8	0	65	0	0	0
LK-1103035	Lunupokuna	Lunupokuna	GND	1381	1917	18	14	1	3	0	21	0	0	0
LK-1103040	Bloemendhal	Bloemendhal	GND	860	1182	9	1	0	0	0	59	0	0	0
LK-1103045	Kotahena East	Kotahena East	GND	685	977	6	4	0	0	0	4	0	0	0
LK-1103050	Kotahena West	Kotahena West	GND	1545	928	20	2	0	0	0	1	1	0	0
LK-1103055	Kochchikade North	Kochchikade North	GND	232	1393	15	0	0	0	0	1	0	0	0
LK-1103060	Jinthupitiya	Jinthupitiya	GND	632	1540	1	23	0	2	1	3	0	0	0
LK-1103065	Masangasweediya	Masangasweediya	GND	640	804	0	41	0	0	0	0	2	0	1
LK-1103070	New Bazaar	New Bazaar	GND	411	2202	5	20	0	0	0	9	0	0	0
LK-1103075	Grandpass South	Grandpass South	GND	418	3060	5	22	0	2	0	5	0	0	0
LK-1103080	Grandpass North	Grandpass North	GND	131	2212	9	6	1	1	0	3	0	0	0
LK-1103085	Nawagampura	Nawagampura	GND	20	1756	3	0	0	0	0	9	0	0	0
LK-1103090	Maligawatta East	Maligawatta East	GND	543	1858	3	21	0	3	27	21	0	1	0
LK-1103095	Khettarama	Khettarama	GND	421	2405	1	3	0	0	0	9	0	0	1
LK-1103100	Aluthkade East	Aluthkade East	GND	551	1252	1	11	0	0	0	0	0	0	0
LK-1103105	Aluthkade West	Aluthkade West	GND	305	822	5	12	0	0	0	0	0	0	0
LK-1103110	Kochchikade South	Kochchikade South	GND	583	995	5	10	1	0	0	1	1	0	0
LK-1103115	Pettah	Pettah	GND	0	11	0	0	0	0	0	0	0	0	0
LK-1103120	Fort	Fort	GND	5	154	0	0	0	0	0	12	0	0	0
LK-1103125	Galle Face	Galle Face	GND	336	476	1	3	0	0	0	2	0	0	2
LK-1103130	Slave Island	Kompagngnaweediya	GND	253	331	1	67	0	1	0	1	0	0	0
LK-1103135	Hunupitiya	Hunupitiya	GND	527	303	0	9	0	0	0	4	1	0	16
LK-1103140	Suduwella	Suduwella	GND	22	728	2	2	0	0	0	0	0	0	0
LK-1103145	Keselwatta	Keselwatta	GND	121	1192	4	2	1	0	0	7	0	0	0
LK-1103150	Panchikawatta	Panchikawatta	GND	589	1047	1	0	0	0	0	0	0	0	0
LK-1103155	Maligawatta West	Maligawatta West	GND	666	1039	5	0	1	0	0	0	0	0	2
LK-1103160	Maligakanda	Maligakanda	GND	511	1072	7	27	1	0	0	0	0	0	0
LK-1103165	Maradana	Maradana	GND	150	653	1	0	0	0	0	0	0	0	0
LK-1103170	Ibbanwala	Ibbanwala	GND	188	542	1	3	0	1	0	6	0	3	0
LK-1103175	Wekanda	Wekanda	GND	544	618	0	30	0	0	0	0	0	0	1
LK-1106	Kolonnawa	Kolonnawa	DSD	11301	43333	199	210	122	27	4	820	19	1	64
LK-1106005	Wadulla	Wadulla	GND	440	1246	0	0	0	0	0	100	3	0	0
LK-1106010	Sedawatta	Sedawatta	GND	379	1078	40	1	2	0	2	112	0	0	0
LK-1106015	Halmulla	Halmulla	GND	32	612	1	0	0	0	0	14	0	0	0
LK-1106020	Kotuvila	Kotuvila	GND	254	1134	5	0	0	0	0	16	3	0	0
LK-1106025	Veheragoda	Veheragoda	GND	55	385	1	0	0	0	0	70	0	0	0
LK-1106030	Orugodawatta	Orugodawatta	GND	300	901	0	0	0	0	0	24	0	0	0
LK-1106035	Meethotamulla	Meethotamulla	GND	364	1696	4	31	2	0	0	66	0	0	0
LK-1106040	Welewatta	Welewatta	GND	278	1445	3	3	1	0	0	6	1	0	0
LK-1106045	Kittampahuwa	Kittampahuwa	GND	59	1555	6	1	1	1	0	9	0	0	0
LK-1106050	Wennawatta	Wennawatta	GND	920	1491	7	1	0	0	0	16	0	0	0
LK-1106055	Maha Buthgamuwa B	Maha Buthgamuwa B	GND	173	1142	4	0	0	0	0	0	0	0	0
LK-1106060	Kuda Buthgamuwa	Kuda Buthgamuwa	GND	512	867	5	3	0	1	0	2	0	0	2
LK-1106065	Kelanimulla	Kelanimulla	GND	134	962	0	0	2	0	0	5	0	0	0
LK-1106070	Ambathale	Ambathale	GND	99	813	5	2	4	1	0	20	0	0	0
LK-1106075	Mulleriyawa North	Mulleriyawa North	GND	252	1179	3	4	0	0	0	15	0	0	0
LK-1106080	Belagama	Belagama	GND	256	829	0	1	0	0	0	3	0	0	0
LK-1106085	Kotikawatta East	Kotikawatta East	GND	164	963	3	2	0	1	0	11	0	0	0
LK-1106090	Maha Buthgamuwa A	Maha Buthgamuwa A	GND	125	855	1	2	2	0	0	7	0	0	1
LK-1106095	Maha Buthgamuwa C	Maha Buthgamuwa C	GND	133	1177	5	0	2	0	0	7	0	0	0
LK-1106100	Wellampitiya	Wellampitiya	GND	170	348	12	0	0	0	0	2	0	0	0
LK-1106105	Kuruniyawatta	Kuruniyawatta	GND	91	801	8	2	0	0	1	73	2	0	0
LK-1106110	Kolonnawa	Kolonnawa	GND	390	156	2	4	0	0	0	1	0	0	0
LK-1106115	Dahampura	Dahampura	GND	315	529	2	6	2	0	0	39	0	0	0
LK-1106120	Singhapura	Singhapura	GND	368	841	3	1	0	2	0	48	0	0	58
LK-1106125	Megoda Kolonnawa	Megoda Kolonnawa	GND	310	2952	12	0	1	1	0	18	3	0	1
LK-1106130	Bopetta	Bopetta	GND	125	944	10	1	1	0	0	0	0	0	1
LK-1106135	Batalandahena	Batalandahena	GND	199	1103	6	2	0	0	0	2	0	0	0
LK-1106140	Kotikawatta West	Kotikawatta West	GND	69	810	2	4	0	0	0	4	0	0	0
LK-1106145	Mulleriyawa South	Mulleriyawa South	GND	364	995	11	3	2	0	0	15	0	0	1
LK-1106150	Malgama	Malgama	GND	314	1233	0	4	7	0	0	7	1	0	0
LK-1106155	Udumulla North	Udumulla North	GND	80	681	1	6	1	0	0	39	0	0	0
LK-1106160	Maligagodella	Maligagodella	GND	120	543	1	11	8	0	0	3	3	0	0
LK-1106165	Rajasinghagama	Rajasinghagama	GND	374	1670	3	11	2	2	0	5	1	1	0
LK-1106170	Udumulla South	Udumulla South	GND	174	584	0	5	3	2	0	1	1	0	0
LK-1106175	Himbutana East	Himbutana East	GND	130	980	1	4	1	0	0	4	1	0	0
LK-1106180	Himbutana West	Himbutana West	GND	410	677	2	1	1	0	0	2	0	0	0
LK-1106185	Malpura	Malpura	GND	255	915	5	4	58	0	0	28	0	0	0
LK-1106190	Gothatuwa New Town	Gothatuwa New Town	GND	164	415	0	4	5	0	0	1	0	0	0
LK-1106195	Kajugahawatta	Kajugahawatta	GND	275	404	0	8	3	2	0	0	0	0	0
LK-1106200	Gothatuwa	Gothatuwa	GND	91	641	4	2	1	10	0	2	0	0	0
LK-1106205	Salamulla	Salamulla	GND	286	1967	11	16	2	0	0	13	0	0	0
LK-1106210	Wijayapura	Wijayapura	GND	365	579	7	6	0	2	0	3	0	0	0
LK-1106215	Gajabapura	Gajabapura	GND	205	420	2	3	0	0	0	0	0	0	0
LK-1106220	Madinnagoda	Madinnagoda	GND	81	857	0	34	1	2	0	2	0	0	0
LK-1106225	Elhena	Elhena	GND	198	404	0	12	7	0	0	3	0	0	0
LK-1106230	Dodamgahahena	Dodamgahahena	GND	449	554	1	5	0	0	1	2	0	0	0
LK-1109	Kaduwela	Kaduwela	DSD	18998	58869	233	1133	238	72	1	165	27	3	3
LK-1109005	Welivita	Welivita	GND	701	710	2	20	1	1	0	3	0	0	0
LK-1109010	Raggahawatta	Raggahawatta	GND	174	986	0	8	2	2	0	2	0	0	1
LK-1109015	Hewagama	Hewagama	GND	130	1158	0	6	1	0	0	4	0	0	0
LK-1109020	Kaduwela	Kaduwela	GND	186	942	10	13	3	0	0	3	1	0	0
LK-1109025	Pahala Bomiriya A	Pahala Bomiriya	GND	203	1191	2	27	2	0	0	23	0	0	0
LK-1109030	Ihala Bomiriya	Ihala Bomiriya	GND	96	1182	4	20	2	0	0	5	1	0	0
LK-1109035	Wekewatta	Wekewatta	GND	201	998	3	20	3	0	0	10	0	0	0
LK-1109040	Nawagamuwa	Nawagamuwa	GND	203	1386	4	25	22	2	0	7	1	1	0
LK-1109045	Pahala Bomiriya B	Pahala Bomiriya B	GND	146	1197	0	23	4	1	0	0	0	1	0
LK-1109050	Welihinda	Welihinda	GND	146	594	2	17	1	3	0	1	0	0	0
LK-1109055	Kothalawala	Kothalawala	GND	374	1584	12	12	4	2	0	0	0	0	0
LK-1109060	Mahadeniya	Mahadeniya	GND	323	1898	5	6	3	0	0	5	0	0	0
LK-1109065	Thalahena North	Thalahena North	GND	123	927	1	3	0	0	0	0	1	0	0
LK-1109070	Malabe North	Malabe North	GND	742	1315	7	17	3	1	0	3	2	0	1
