region_id	region_name	region_name_in_data	region_ent_type	bricks	cement_block	granite_cube_stones	cabook	pressed_soil_bricks	warichchi_mud	cadjan_palmyrah	planks_metal_sheets_asbestos	zink_aluminium_sheets	other	not_relevant
LK-4109060	Manipay West	Manipay West	GND	10	636	1	0	3	0	1	8	5	0	0
LK-4109065	Sandilipay North	Sandilipay North	GND	4	511	0	0	6	8	0	4	1	0	1
LK-4109070	Sandilipay Centre	Sandilipay Centre	GND	6	443	5	0	6	2	2	10	1	0	0
LK-4109075	Sandilipay West	Sandilipay West	GND	12	374	1	0	1	0	0	13	0	0	0
LK-4109080	Masiapiddy	Masiapiddy	GND	10	379	2	0	10	1	0	6	0	0	0
LK-4109085	Vadaliyadaippu	Vadaliyadaippu	GND	6	499	0	0	3	0	1	9	0	0	0
LK-4109090	Pandatheruppu	Pandatheruppu	GND	14	635	3	1	2	1	5	3	2	0	6
LK-4109095	Piranpattai	Piranpattai	GND	2	403	0	0	1	6	2	12	0	0	1
LK-4109100	Sillalai North	Sillalai North	GND	16	501	0	0	0	47	7	11	0	0	0
LK-4109105	Sillalai South	Sillalai South	GND	1	233	0	0	0	0	1	1	0	0	0
LK-4109110	Mathagal East	Mathagal East	GND	3	573	2	0	4	2	32	12	3	0	0
LK-4109115	Mathagal South	Mathagal South	GND	4	259	2	0	0	0	0	0	0	0	0
LK-4109120	Mathagal West	Mathagal West	GND	1	295	0	0	0	0	2	10	0	0	0
LK-4109125	Periyavillan	Periyavillan	GND	4	451	0	0	3	6	0	4	0	0	0
LK-4109130	Marisankoodal	Maresankoodal	GND	4	286	1	0	1	0	67	26	1	0	0
LK-4109135	Illavalai	Illavalai	GND	0	448	4	0	4	3	2	3	1	0	0
LK-4109140	Mullanai	Mullanai	GND	16	111	1	0	1	0	1	0	0	0	0
LK-4112	Valikamam North (Thllippalai)	Valikamam North (Tellipallai)	DSD	148	11449	39	0	25	9	18	207	21	3	13
LK-4112005	Mallakam South	Mallakam South	GND	8	508	5	0	4	1	0	30	5	0	0
LK-4112010	Mallakam Centre	Mallakam Centre	GND	7	526	5	0	4	1	0	0	0	0	0
LK-4112015	Mallakam North	Mallakam North	GND	12	421	4	0	3	0	1	13	1	2	0
LK-4112020	Alaveddy North	Alaveddy North	GND	6	414	1	0	1	0	0	8	1	1	0
LK-4112025	Alaveddy Centre	Alaveddy Centre	GND	0	332	10	0	0	0	0	1	0	0	0
LK-4112030	Alaveddy East	Alaveddy East	GND	13	402	0	0	6	0	0	3	0	0	0
LK-4112035	Ganeshwaram	Ganeswaram	GND	2	299	1	0	1	0	0	2	0	0	1
LK-4112040	Alaveddy South	Alaveddy South	GND	8	451	4	0	0	2	0	3	0	0	0
LK-4112045	Alaveddy West	Alaveddy West	GND	12	534	3	0	0	0	0	2	0	0	0
LK-4112050	Ilavalai North	Ilavalai North	GND	1	326	2	0	0	0	0	2	0	0	0
LK-4112055	Ilavalai North West	Ilavalai North West	GND	2	492	0	0	0	0	3	4	0	0	0
LK-4112060	Vithakapuram	Vithahapuram	GND	0	295	0	0	0	0	0	1	1	0	0
LK-4112065	Pannalai	Pannalai	GND	1	313	1	0	1	0	0	1	0	0	0
LK-4112070	Kollankaladdy	Kollankalady	GND	8	584	0	0	0	1	0	2	2	0	0
LK-4112075	Naguleswaram	Naguleswaram	GND	2	245	0	0	0	0	0	0	0	0	0
LK-4112080	Tellippalai East	Tellippalai East	GND	4	469	0	0	0	1	1	25	0	0	0
LK-4112085	Tellippalai	Tellippalai	GND	4	241	0	0	0	0	0	15	0	0	0
LK-4112090	Thurkkapuram	Thurkkapuram	GND	0	457	0	0	4	1	0	0	0	0	0
LK-4112095	Thanthai Selvapuram	Thanthai Selvapuram	GND	6	343	0	0	0	0	0	0	0	0	0
LK-4112100	Maviddapuram	Maviddapuram	GND	1	259	0	0	0	0	0	1	0	0	0
LK-4112105	Maviddapuram South	Maviddapuram South	GND	3	230	0	0	0	0	1	1	1	0	0
LK-4112110	Kankesanthurai West	Kankesanthurai West	GND	1	100	0	0	0	0	0	0	0	0	0
LK-4112115	Kankesanthurai Centre	Kankesanthurai Centre	GND	7	35	0	0	0	0	0	0	0	0	1
LK-4112120	Kankesanthurai South	Kankesanthurai South	GND	5	67	0	0	0	0	0	0	1	0	0
LK-4112125	Palai Veemankamam North	Palai Veemankamam North	GND	1	150	1	0	0	0	0	1	0	0	0
LK-4112130	Palai Veemankamam South	Palai Veemankamam South	GND	1	213	0	0	0	0	0	1	0	0	0
LK-4112135	Kadduvan	Kadduvan	GND	1	104	0	0	0	0	0	0	0	0	0
LK-4112140	Kadduvan West	Kadduvan West	GND	0	250	0	0	0	0	0	19	0	0	0
LK-4112145	Thenmylai	Thenmylai	GND	0	62	0	0	0	0	3	1	3	0	0
LK-4112150	Varuthalaivilan	Varuthalaivilan	GND	3	276	0	0	0	0	1	5	0	0	0
LK-4112155	Kurumbasiddy	Kurumpasiddy	GND	2	38	0	0	0	0	0	0	0	0	0
LK-4112160	Kurumbasiddy East	Kurumpasiddy East	GND	3	153	0	0	0	1	5	7	0	0	0
LK-4112165	Vasavilan East	Vayavilan East	GND	3	429	2	0	1	1	2	0	0	0	11
LK-4112170	Vasavilan West	Vayavilan West	GND	3	93	0	0	0	0	0	3	0	0	0
LK-4112175	Myliddy North	Myliddy North	GND	2	292	0	0	0	0	0	23	1	0	0
LK-4112180	Theiyiddy East	Thyiddy East	GND	1	109	0	0	0	0	0	7	0	0	0
LK-4112185	Myliddythurai South	Myliddyththurai South	GND	0	0	0	0	0	0	0	0	0	0	0
LK-4112190	Theiyiddy North	Thyiddy North	GND	0	78	0	0	0	0	0	5	0	0	0
LK-4112195	Theiyiddy South	Thyiddy South	GND	0	306	0	0	0	0	0	0	2	0	0
LK-4112200	Myliddythurai North	Myliddyththurai North	GND	1	117	0	0	0	0	0	0	0	0	0
LK-4112205	Palaly South	Palaly South	GND	0	111	0	0	0	0	0	6	1	0	0
LK-4112210	Palaly East	Palaly East	GND	2	87	0	0	0	0	0	0	0	0	0
LK-4112215	Palaly North	Palaly North	GND	12	238	0	0	0	0	1	15	2	0	0
LK-4112220	Palaly North West	Palaly North West	GND	0	0	0	0	0	0	0	0	0	0	0
LK-4112225	Palaly West	Palaly West	GND	0	0	0	0	0	0	0	0	0	0	0
LK-4115	Valikamam South (Uduvil)	Valikamam South (Uduvil)	DSD	183	12497	57	4	103	61	13	172	12	3	3
LK-4115005	Uduvil South West	Uduvil South West	GND	14	334	5	1	13	12	0	13	1	0	1
LK-4115010	Uduvil South East	Uduvil South East	GND	12	428	1	0	8	5	1	1	0	0	0
LK-4115015	Uduvil Centre	Uduvil Centre	GND	2	505	2	0	16	2	0	7	0	0	2
LK-4115020	Uduvil Centre North	Uduvil Centre North	GND	28	553	12	0	2	1	0	0	0	0	0
LK-4115025	Uduvil North	Uduvil North	GND	22	499	2	0	1	0	0	2	3	0	0
LK-4115030	Sanguvely	Sanguvely	GND	0	603	0	1	5	1	2	45	0	0	0
LK-4115035	Inuvil South West	Inuvil South West	GND	2	405	0	0	1	0	0	2	0	0	0
LK-4115040	Inuvil East	Inuvil East	GND	0	209	0	0	0	0	0	0	0	0	0
LK-4115045	Inuvil North East	Inuvil North East	GND	1	518	12	0	1	0	1	8	0	0	0
LK-4115050	Inuvil West	Inuvil West	GND	3	306	1	0	0	6	0	1	0	0	0
LK-4115055	Thavady South	Thavady South	GND	11	505	0	0	3	7	0	15	1	0	0
LK-4115060	Thavady East	Thavady East	GND	1	374	0	0	4	0	0	5	0	0	0
LK-4115065	Thavady North	Thavady North	GND	15	433	0	0	9	0	1	9	3	0	0
LK-4115070	Chunnakam Town North	Chunnakam Town North	GND	2	275	0	0	0	0	0	2	1	1	0
LK-4115075	Chunnakam Town South	Chunnakam Town South	GND	7	644	8	0	13	6	1	10	0	2	0
LK-4115080	Chunnakam Town East	Chunnakam Town East	GND	0	380	1	0	0	0	0	0	0	0	0
LK-4115085	Chunnakam Town Centre	Chunnakam Town Centre	GND	1	420	0	0	0	0	0	4	0	0	0
LK-4115090	Chunnakam Town West	Chunnakam Town West	GND	7	347	0	0	5	0	0	7	0	0	0
LK-4115095	Kantharodai	Kantharodai	GND	6	380	4	0	6	0	0	1	0	0	0
LK-4115100	Erlalai West	Erlalai West	GND	2	372	1	0	0	0	0	2	0	0	0
LK-4115105	Erlalai South West	Erlalai South West	GND	1	375	0	0	0	0	0	0	0	0	0
LK-4115110	Erlalai South	Erlalai South	GND	5	787	3	1	3	14	0	17	0	0	0
LK-4115115	Erlalai East	Erlalai East	GND	20	307	0	0	0	0	3	1	0	0	0
LK-4115120	Erlalai North	Erlalai North	GND	5	420	0	0	0	0	2	4	2	0	0
LK-4115125	Erlalai Centre	Erlalai Centre	GND	5	279	4	0	0	0	0	0	0	0	0
LK-4115130	Punnalaikadduvan South	Punnalaikadduvan South	GND	1	318	1	0	4	1	0	6	0	0	0
LK-4115135	Punnalaikadduvan North	Punnalaikadduvan North	GND	3	400	0	1	3	1	0	1	0	0	0
LK-4115140	Evinai	Evenai	GND	2	428	0	0	1	3	2	4	1	0	0
LK-4115145	Kuppilan South	Kuppilan South	GND	3	445	0	0	5	2	0	5	0	0	0
LK-4115150	Kuppilan North	Kuppilan North	GND	2	248	0	0	0	0	0	0	0	0	0
LK-4118	Valikamam East (Kopay)	Valikamam East (Kopay)	DSD	384	18301	31	18	111	140	54	286	36	4	37
LK-4118005	Irupalai South	Irupalai South	GND	3	655	1	0	6	2	1	16	0	0	1
LK-4118010	Irupalai East	Irupalai  East	GND	3	539	0	0	19	8	3	17	0	4	1
LK-4118015	Kalviyankadu	Kalviyankadu	GND	11	710	2	0	3	4	0	0	1	0	1
LK-4118020	Kopai South	Kopay South	GND	12	1125	1	1	0	0	0	11	1	0	1
LK-4118025	Kopai Centre	Kopay Centre	GND	12	906	0	0	5	4	1	9	3	0	1
LK-4118030	Kopai North	Kopay North	GND	9	654	0	0	1	1	0	4	0	0	0
LK-4118035	Urumpirai West	Urumpirai West	GND	10	683	1	9	1	7	0	2	1	0	24
LK-4118040	Urumpirai North	Urumpirai North	GND	7	586	1	1	2	0	0	5	0	0	1
LK-4118045	Urumpirai South	Urumpirai South	GND	15	903	4	0	1	23	2	3	2	0	0
LK-4118050	Urumpirai East	Urumpirai East	GND	2	621	3	0	6	4	1	4	5	0	0
LK-4118055	Urelu	Urelu	GND	11	760	1	3	12	6	2	18	0	0	1
LK-4118060	Neervely South	Neervely South	GND	18	587	0	0	0	1	1	2	1	0	0
LK-4118065	Neervely North	Neervely North	GND	9	636	0	0	8	2	3	9	0	0	0
LK-4118070	Neervely West	Neervely West	GND	2	321	0	0	0	1	1	3	0	0	0
LK-4118075	Siruppiddy East	Sirupiddy East	GND	11	460	3	0	0	4	0	23	0	0	0
LK-4118080	Siruppiddy West	Sirupiddy West	GND	7	463	2	0	3	10	4	18	2	0	0
LK-4118085	Puttur West	Puttur West	GND	21	680	1	0	5	44	3	10	1	0	0
LK-4118090	Puttur North	Puttur North	GND	4	345	1	0	0	1	0	8	0	0	0
LK-4118095	Nawatkiri	Nawatkiri	GND	13	394	1	0	5	1	5	7	2	0	0
LK-4118100	Avarangal East	Avarangal East	GND	8	279	0	0	0	3	0	1	1	0	0
LK-4118105	Avarangal West	Avarangal West	GND	112	483	0	1	2	0	1	12	0	0	0
LK-4118110	Puttur East	Puttur East	GND	20	832	2	0	14	1	6	21	4	0	0
LK-4118115	Achchelu	Atchelu	GND	11	906	0	1	2	7	9	14	1	0	5
LK-4118120	Vatharavattai	Vatharavattai	GND	0	226	0	0	1	0	7	23	0	0	0
LK-4118125	Pattameni	Pathameny	GND	5	563	2	1	0	1	1	29	0	0	0
LK-4118130	Thampalai-Kathiripay	Thampalai-Kathiripay	GND	16	509	0	0	8	1	0	3	2	0	0
LK-4118135	Iddaikkadu	Iddaikkadu	GND	3	253	1	0	0	0	1	1	5	0	0
LK-4118140	Valalai	Valalai	GND	12	393	1	0	0	0	0	3	0	0	1
LK-4118145	Achchuveli North	Atchuvely North	GND	5	467	0	0	1	1	0	5	1	0	0
LK-4118150	Achchuveli South	Atchuvely South	GND	9	780	1	1	4	2	1	2	3	0	0
LK-4118155	Achchuveli West	Atchuvely West	GND	3	582	2	0	2	1	1	3	0	0	0
LK-4121	Vadamaradchchi South-West (Karaveddy)	Vadamaradchi South-West (Karaveddy)	DSD	268	10607	19	7	26	50	37	156	17	5	3
LK-4121005	Karanavai South	Karanavai South	GND	7	429	1	0	0	2	1	3	0	0	3
LK-4121010	Karanavai West	Karanavai West	GND	21	443	1	0	1	7	4	30	1	0	0
LK-4121015	Karanavai	Karanavai	GND	9	396	0	0	1	3	0	2	0	0	0
LK-4121020	Karanavai East	Karanavai East	GND	42	330	1	0	0	0	0	0	0	0	0
LK-4121025	Uduppiddy	Udupiddy	GND	27	368	1	0	0	0	1	9	0	0	0
LK-4121030	Uduppiddy North	Udupiddy North	GND	11	483	0	0	1	0	1	1	0	0	0
LK-4121035	Uduppiddy South	Udupiddy South	GND	7	221	0	0	0	0	0	1	0	0	0
LK-4121040	Valvetty	Valvetty	GND	7	248	1	1	1	0	0	0	0	0	0
LK-4121045	Valvetty Centre	Valvetty Centre	GND	9	239	1	0	2	1	2	3	3	0	0
LK-4121050	Samarabahu	Samarabahu	GND	1	360	0	0	0	3	3	12	0	0	0
LK-4121055	Imayanan	Imayanan	GND	6	471	0	0	2	1	1	26	0	0	0
LK-4121060	Imayanan East	Imayanan East	GND	12	499	5	2	1	8	2	1	0	0	0
LK-4121065	Karanavai North	Karanavai North	GND	3	316	1	0	0	0	0	14	1	4	0
LK-4121070	Karanavai North West	Karanavai North West	GND	0	367	1	0	4	2	0	5	0	0	0
LK-4121075	Karanavai Centre	Karanavai Centre	GND	3	345	0	4	0	1	0	3	0	0	0
LK-4121080	Karaveddy West	Karaveddy West	GND	7	325	0	0	12	4	1	3	2	0	0
LK-4121085	Karaveddy North	Karaveddy North	GND	5	213	2	0	0	6	0	1	2	0	0
LK-4121090	Karaveddy South	Karaveddy  South	GND	0	189	0	0	0	0	1	4	0	0	0
LK-4121095	Maththoni	Maththoni	GND	1	194	0	0	0	0	0	0	0	0	0
LK-4121100	Karaveddy Centre	Karaveddy Centre	GND	3	321	1	0	0	0	0	0	0	0	0
LK-4121105	Karaveddy East	Karaveddy East	GND	4	314	0	0	0	0	1	3	0	0	0
LK-4121110	Kaddaively	Kaddaively	GND	5	273	0	0	0	0	0	0	0	0	0
LK-4121115	Thunnalai South	Thunnalai South	GND	14	315	0	0	0	0	9	14	3	0	0
LK-4121120	Thunnalai East	Thunnalai East	GND	3	246	0	0	0	1	2	3	0	0	0
LK-4121125	Thunnalai	Thunnalai	GND	4	185	0	0	0	0	0	0	0	0	0
LK-4121130	Thunnalai Centre	Thunnalai Centre	GND	21	141	1	0	0	0	0	0	0	0	0
LK-4121135	Thunnalai West	Thunnalai West	GND	0	293	0	0	1	2	5	6	3	0	0
LK-4121140	Nelliaddy North	Nelliaddy North	GND	1	272	0	0	0	0	1	0	0	0	0
LK-4121145	Nelliaddy	Nelliaddy	GND	2	259	0	0	0	0	0	1	0	0	0
LK-4121150	Nelliaddy East	Nelliaddy East	GND	18	340	0	0	0	1	0	0	0	0	0
LK-4121155	Alvai	Alvai	GND	1	345	0	0	0	0	0	6	0	0	0
LK-4121160	Alvai South	Alvai South	GND	3	350	1	0	0	1	0	0	2	1	0
LK-4121165	Alvai East	Alvai East	GND	10	338	1	0	0	7	1	4	0	0	0
LK-4121170	Aththai	Aththai	GND	1	152	0	0	0	0	1	1	0	0	0
LK-4121175	Kapputhu	Kapputhu	GND	0	27	0	0	0	0	0	0	0	0	0
LK-4124	Vadamaradchchi East	Vadamaradchi East	DSD	31	3777	3	0	0	1	63	60	3	0	12
LK-4124005	Manatkadu	Manalkadu	GND	10	242	0	0	0	0	2	1	0	0	0
LK-4124010	Kudaththanai	Kudathanai	GND	6	290	1	0	0	0	1	6	0	0	0
LK-4124015	Kudaththanai Karaiyoor	Kudathanai Karaiyoor	GND	0	150	0	0	0	0	0	1	0	0	0
LK-4124020	Potpathi	Potpathi	GND	0	132	0	0	0	0	0	0	0	0	0
LK-4124025	Ampan	Ampan	GND	1	168	0	0	0	0	6	0	0	0	0
LK-4124030	Nagarkovil East	Nagarkovil East	GND	1	130	0	0	0	0	1	0	2	0	0
LK-4124035	Nagarkovil West	Nagarkovil West	GND	0	106	0	0	0	0	5	4	0	0	0
LK-4124040	Nagarkovil South	Nagarkovil South	GND	0	40	0	0	0	0	0	0	0	0	0
LK-4124045	Chempiyanpattu North	Chempiyanpattu North	GND	4	249	0	0	0	0	1	0	0	0	0
LK-4124050	Chempiyanpattu South	Chempiyanpattu South	GND	0	119	0	0	0	0	0	2	0	0	0
LK-4124055	Maruthankarny	Maruthankarny	GND	1	347	0	0	0	0	0	12	0	0	0
LK-4124060	Vaththirayan	Vathirayan	GND	2	281	0	0	0	0	0	30	0	0	0
LK-4124065	Uduththurai	Uduthurai	GND	5	497	0	0	0	1	1	0	1	0	12
LK-4124070	Aliyavalai	Aliyavalai	GND	1	334	1	0	0	0	2	0	0	0	0
LK-4124075	Vettilaikerny	Vetrilaikerny	GND	0	229	0	0	0	0	1	1	0	0	0
LK-4124080	Mulliyan	Mulliyan	GND	0	351	0	0	0	0	35	2	0	0	0
LK-4124085	Pokkaruppu	Pokkaruppu	GND	0	112	1	0	0	0	6	1	0	0	0
LK-4124090	Chundikulam	Chundikulam	GND	0	0	0	0	0	0	2	0	0	0	0
LK-4127	Vadamaradchi North (Point Pedro)	Vadamaradchi North (Point Pedro)	DSD	141	11822	76	9	13	15	35	124	13	1	4
LK-4127005	Thondamanaru South	Thondamanaru South	GND	6	208	0	0	0	0	1	0	0	0	0
LK-4127010	Thondamanaru North	Thondamanaru North	GND	0	206	0	0	0	0	0	1	0	0	0
LK-4127015	Kerudavil South	Kerudavil South	GND	13	562	3	0	0	0	0	2	0	0	0
LK-4127020	Kerudavil North	Kerudavil North	GND	1	166	0	0	0	0	0	2	0	0	0
LK-4127025	Kerudavil East	Kerudavil East	GND	4	118	0	0	2	1	0	3	0	0	0
LK-4127030	Valvettithurai North West	Valvettithurai North West	GND	4	243	0	0	0	0	0	0	2	0	0
LK-4127035	Valvettithurai North Centre	Valvettithurai North Centre	GND	1	119	0	0	0	0	0	2	0	0	0
LK-4127040	Valvettithurai North East	Valvettithurai North East	GND	0	153	0	0	0	0	0	0	0	0	0
LK-4127045	Valvettithurai South West	Valvettithurai South West	GND	5	217	0	0	0	0	0	0	0	0	0
LK-4127050	Valvettithurai South East	Valvettithurai South East	GND	1	197	1	0	0	0	0	0	0	0	0
LK-4127055	Polikandy West	Polikandy West	GND	6	501	0	0	1	0	0	2	0	0	0
LK-4127060	Polikandy East	Polikandy East	GND	8	509	0	0	2	0	0	4	0	0	0
LK-4127065	Polikandy South	Polikandy South	GND	2	158	0	0	0	0	0	1	0	0	0
LK-4127070	Alvai West	Alvai West	GND	1	366	0	0	0	0	0	2	1	0	0
LK-4127075	Alvai North West	Alvai North West	GND	0	480	0	0	0	0	0	6	0	0	0
LK-4127080	Alvai North Centre	Alvai North Centre	GND	12	444	0	0	1	0	0	14	0	0	0
LK-4127085	Viyaparimulai	Viyaparimoolai	GND	7	311	0	1	1	0	0	2	2	0	0
LK-4127090	Alvai North	Alvai North	GND	4	433	1	0	1	4	13	22	3	0	0
LK-4127095	Point Pedro	Point Pedro	GND	2	469	5	0	0	0	5	17	1	0	0
LK-4127100	Point Pedro South	Point Pedro South	GND	1	336	11	4	0	0	0	0	0	0	0
LK-4127105	Point Pedro East	Point Pedro East	GND	5	662	7	0	0	0	3	11	0	0	3
LK-4127110	Thumpalai	Thumpalai	GND	3	479	1	0	1	0	0	0	0	0	0
LK-4127115	Thumpalai East	Thumpalai East	GND	6	358	0	1	0	1	0	6	1	0	0
LK-4127120	Katkovalam	Katkovalam	GND	14	617	0	1	0	2	4	3	0	0	0
LK-4127125	Puloly North	Puloly North	GND	20	454	5	0	1	0	0	0	0	0	0
LK-4127130	Puloly North East	Puloly North East	GND	1	283	1	0	0	1	1	1	1	0	0
LK-4127135	Puloly Centre	Puloly Centre	GND	2	408	37	0	3	0	0	2	0	0	0
LK-4127140	Puloly West	Puloly West	GND	3	363	3	0	0	4	1	3	0	0	0
LK-4127145	Puloly South West	Puloly South West	GND	0	455	0	2	0	1	1	1	1	1	1
LK-4127150	Puloly North West	Puloly North West	GND	0	336	0	0	0	1	4	16	1	0	0
LK-4127155	Puloly East	Puloly East	GND	2	438	0	0	0	0	0	1	0	0	0
LK-4127160	Puloly South	Puloly South	GND	2	240	0	0	0	0	0	0	0	0	0
LK-4127165	Manthikai	Manthikai	GND	1	137	0	0	0	0	2	0	0	0	0
LK-4127170	Vallipuram	Vallipuram	GND	3	160	0	0	0	0	0	0	0	0	0
LK-4127175	Thunnalai North	Thunnalai North	GND	1	236	1	0	0	0	0	0	0	0	0
LK-4130	Thenmaradchi (Chavakachcheri)	Thenmaradchi (Chavakachcheri)	DSD	256	18087	13	3	30	44	76	367	15	3	3
LK-4130005	Kaithady North	Kaithady North	GND	14	133	0	0	1	0	4	1	0	0	0
LK-4130010	Kaithady East	Kaithady East	GND	5	434	0	0	3	4	1	1	0	0	0
LK-4130015	Kaithady Centre	Kaithady Centre	GND	1	262	1	0	1	0	0	2	1	0	0
LK-4130020	Kaithady South	Kaithady South	GND	6	352	0	0	1	2	0	0	0	0	0
LK-4130025	Kaithady South East	Kaithady South East	GND	3	174	0	0	1	0	0	1	0	0	0
LK-4130030	Kaithady West	Kaithady West	GND	0	339	0	0	4	3	1	0	0	0	0
LK-4130035	Navatkuli West	Navatkuli West	GND	10	770	0	0	0	0	0	19	1	0	0
LK-4130040	Navatkuli East	Navatkuli East	GND	19	258	0	0	0	0	0	5	0	0	0
LK-4130045	Kovilakandy	kovilakandy	GND	0	140	0	0	0	0	0	0	0	0	0
LK-4130050	Kaithady Navatkuli	Kaithady Navatkuli	GND	4	260	0	0	0	0	0	0	0	0	0
LK-4130055	Maravanpulo	Maravanpulo	GND	0	303	0	0	0	0	4	11	0	0	0
LK-4130060	Thanankilappu	Thanankilappu	GND	1	125	0	0	0	0	1	0	0	0	0
LK-4130065	Chavakachcheri Town	Chavakachcheri Town	GND	6	261	0	0	0	0	0	3	2	0	0
LK-4130070	Kovilkudyiruppu	Kovilkudyiruppu	GND	15	659	0	0	0	0	1	33	0	0	2
LK-4130075	Sangathanai	Sangathanai	GND	5	480	0	0	0	1	0	0	1	0	0
LK-4130080	Chavakachcheri North	Chavakachcheri North	GND	2	266	0	0	0	0	0	0	0	0	0
LK-4130085	Manduvil	Manduvil	GND	0	341	0	0	1	0	1	1	0	0	0
LK-4130090	Kalvayal	Kalvayal	GND	3	539	0	0	0	0	1	9	1	0	0
LK-4130095	Nunavil East	Nunavil East	GND	0	347	0	0	0	0	0	0	0	0	0
LK-4130100	Nunavil Centre	Nunavil Centre	GND	1	201	0	0	0	0	0	1	0	0	0
LK-4130105	Nunavil West	Nunavil West	GND	6	376	0	1	2	0	0	11	0	0	0
LK-4130110	Kaithady Nunavil	Kaithady Nunavil	GND	7	180	0	0	1	0	0	0	0	0	0
LK-4130115	Thenmadduvil	Thenmadduvil	GND	0	211	0	0	1	0	0	0	0	0	0
LK-4130120	Madduvil Nunavil	Madduvil Nunavil	GND	2	158	0	0	1	0	1	0	0	0	0
LK-4130125	Madduvil Centre	Madduvil Centre	GND	5	283	1	0	0	5	0	0	0	0	0
LK-4130130	Madduvil North	Madduvil North	GND	7	310	0	0	1	3	0	4	1	1	0
LK-4130135	Madduvil East	Madduvil East	GND	2	251	2	0	0	0	0	11	0	0	0
LK-4130140	Chandrapuram	Chandrapuram	GND	15	394	0	0	1	1	2	5	3	0	0
LK-4130145	Sarasalai South	Sarasalai South	GND	2	365	0	0	0	0	0	21	0	0	0
LK-4130150	Sarasalai North	Sarasalai North	GND	3	218	0	0	0	0	0	0	0	0	0
LK-4130155	Meesalai East	Meesalai East	GND	5	529	1	0	0	0	0	5	0	0	0
LK-4130160	Meesalai West	Meesalai West	GND	11	475	0	0	2	0	0	9	0	0	0
LK-4130165	Ramavil	Ramavil	GND	8	340	2	0	0	0	0	0	0	0	0
LK-4130170	Meesalai North	Meesalai North	GND	3	449	0	0	0	0	0	5	1	0	0
LK-4130175	Allarai	Allarai	GND	2	425	0	0	0	0	0	8	0	1	0
LK-4130180	Vellampokkady	Vellampokkady	GND	3	191	0	0	0	0	0	0	0	0	0
LK-4130185	Kachchai	Kachchai	GND	1	401	0	0	0	2	3	7	1	0	0
LK-4130190	Palavi	Palavi	GND	2	232	0	0	0	0	0	42	1	0	1
LK-4130195	Kodikamam North	Kodikamam North	GND	3	385	0	0	0	0	5	2	1	0	0
LK-4130200	Kodikamam Centre	Kodikamam Centre	GND	9	438	0	0	2	4	5	27	0	0	0
LK-4130205	Kodikamam South	Kodikamam South	GND	6	388	1	0	0	8	20	45	0	1	0
LK-4130210	Usan	Usan	GND	3	283	0	0	0	0	0	2	0	0	0
LK-4130215	Karampaham	Karampaham	GND	2	162	1	0	1	2	2	2	0	0	0
LK-4130220	Vidaththalpalai	Vidaththalpalai	GND	6	140	0	0	0	0	0	6	0	0	0
LK-4130225	Ketpeli	Ketpeli	GND	0	386	0	0	1	6	9	4	0	0	0
LK-4130230	Eluthumadduval South	Eluthumadduval South	GND	2	188	0	0	1	0	0	0	0	0	0
LK-4130235	Eluthumadduval North	Eluthumadduval North	GND	3	218	1	0	0	0	3	4	0	0	0
LK-4130240	Mirusuvil North	Mirusuvil North	GND	3	314	0	0	1	0	1	0	0	0	0
LK-4130245	Mirusuvil South	Mirusuvil South	GND	1	196	0	0	0	0	1	1	0	0	0
LK-4130250	Kudamiyan	Kudamiyan	GND	1	217	0	0	0	0	6	11	0	0	0
LK-4130255	Navatkadu	Navatkadu	GND	0	175	0	0	0	2	2	5	0	0	0
LK-4130260	Varani North	Varani North	GND	2	241	0	2	0	0	1	8	0	0	0
LK-4130265	Maaseri	Maaseri	GND	0	98	0	0	0	0	0	0	0	0	0
LK-4130270	Iddaikurichchi	Iddaikurichchi	GND	1	300	3	0	0	0	0	0	0	0	0
LK-4130275	Karambaikkurichchi	Karampaikurichchi	GND	2	325	0	0	0	1	1	29	0	0	0
LK-4130280	Varani-Iyattalai	Varani-lyattalai	GND	1	331	0	0	1	0	0	2	0	0	0
LK-4130285	Thavalai-Iyattalai	Thavalai- Iyattalai	GND	23	259	0	0	0	0	0	1	0	0	0
LK-4130290	Manthuvil East	Manthuvil East	GND	5	310	0	0	2	0	0	1	0	0	0
LK-4130295	Manthuvil West	Manthuvil West	GND	4	201	0	0	0	0	0	0	0	0	0
LK-4130300	Manthuvil North	Manthuvil North	GND	0	100	0	0	0	0	0	2	1	0	0
LK-4133	Nallur	Nallur	DSD	207	18142	39	26	59	18	3	95	17	0	8
LK-4133005	Ariyalai South West	Ariyalai South West	GND	6	653	0	0	0	1	1	14	4	0	0
LK-4133010	Ariyalai East	Ariyalai East	GND	5	448	0	0	0	1	0	0	3	0	0
LK-4133015	Ariyalai North West	Ariyalai North West	GND	5	441	0	1	7	1	0	10	0	0	2
LK-4133020	Ariyalai Center West	Ariyalai West (Centre)	GND	5	394	0	0	0	0	0	0	0	0	0
LK-4133025	Ariyalai S. W. (East)	Ariyalai S. W.	GND	1	320	0	0	1	0	0	3	0	0	0
LK-4133030	Ariyalai Centre North	Ariyalai Centre North	GND	0	309	0	0	1	1	1	1	0	0	0
LK-4133035	Ariyalai Centre	Ariyalai Centre	GND	2	468	0	0	0	0	0	5	0	0	0
